,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,76.0,94.4,241.5,223.5,177.6,108.1,140.4,116.6,,,78.6,32.0,16.3,42.6,20.6,34.1,19.3,17.9,0.045,71.5
Net Income,117.3,63.2,183.0,164.8,143.6,90.3,118.0,97.4,,,64.6,26.5,14.9,37.2,16.7,27.7,15.8,15.7,0.64,58.9
EBITDA,87.6,106.6,253.6,237.2,188.0,118.9,151.8,127.5,,,78.6,40.6,19.2,42.6,23.4,36.8,21.9,20.5,2.59,74.1
Gross Profit Margin,23.9%,25.2%,31.6%,30.4%,29.5%,23.7%,24.5%,25.4%,,,28.7%,22.7%,25.5%,27.6%,22.5%,26.8%,24.7%,24.1%,16.7%,27.6%
Operating Margin,6.3%,7.1%,15.0%,13.1%,10.1%,5.6%,6.9%,6.0%,,,14.8%,6.4%,3.1%,8.9%,4.3%,6.9%,3.9%,3.6%,0.0%,12.4%
Net Profit Margin,9.8%,4.8%,11.4%,9.6%,8.2%,4.7%,5.8%,5.0%,,,12.2%,5.3%,2.8%,7.7%,3.5%,5.6%,3.2%,3.2%,0.1%,10.2%
Return on Assets,4.9%,2.2%,6.2%,5.5%,4.6%,2.7%,3.3%,2.7%,,,4.0%,3.6%,3.3%,4.0%,2.8%,2.8%,2.7%,2.1%,1.6%,2.4%
Return on Equity,13.0%,6.1%,15.6%,13.2%,11.1%,7.3%,8.9%,7.4%,,,5.0%,2.0%,1.1%,2.8%,1.3%,2.1%,1.2%,1.2%,0.0%,4.4%
Return on Total Capital,13.0%,6.1%,15.6%,13.2%,11.1%,7.3%,8.9%,7.4%,,,10.5%,9.5%,8.9%,10.8%,7.2%,7.3%,7.4%,5.7%,4.5%,6.7%
SG&A to Sale,17.1%,17.7%,16.3%,16.9%,16.3%,15.1%,13.7%,14.5%,,,10.8%,13.1%,17.2%,14.3%,13.1%,14.0%,16.4%,14.7%,13.5%,11.7%
Depreciation & Amortisation,11.6,12.2,12.1,13.7,10.4,10.9,11.4,10.9,,,,8.58,2.83,,2.74,2.72,2.65,2.62,2.55,2.61
Tax Rate,32.4%,12.0%,17.4%,18.1%,19.1%,16.5%,15.9%,16.5%,,,17.8%,17.1%,9.0%,12.7%,19.1%,18.7%,18.1%,11.8%,-1322.7%,17.6%
Current Ratio,1.41,0.99,0.67,0.58,0.40,0.37,0.43,0.46,,,3.34,0.30,0.43,0.42,0.31,0.46,0.46,0.56,0.34,0.40
Quick Ratio,0.21,0.18,0.17,0.16,0.11,0.11,0.13,0.14,,,0.81,0.085,0.13,0.099,0.081,0.097,0.14,0.13,0.12,0.12
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,47.0,48.4,43.8,35.8,43.6,41.9,46.6,46.8,,,30.7,30.9,46.6,36.5,29.1,33.5,46.8,47.0,41.0,42.4
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,1.17,1.57,0.85,2.23,3.04,1.85,1.50,1.26,,,4.14,0.92,1.39,4.26,4.87,1.68,1.43,3.90,4.21,2.01
Debt to Asset Ratio,0.68,0.65,0.60,0.58,0.61,0.63,0.64,0.63,,,0.62,0.62,0.64,0.62,0.61,0.63,0.63,0.65,0.64,0.66
Debt to Equity Ratio,2.10,1.83,1.53,1.39,1.55,1.74,1.78,1.74,,,1.66,1.61,1.78,1.64,1.57,1.71,1.74,1.82,1.78,1.93
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,96.6,115.7,203.4,191.8,168.9,125.2,121.6,232.6,,,198.4,115.9,121.6,301.6,147.4,242.7,232.6,459.7,123.9,162.3
"Total Receivables, Net",154.6,175.5,192.9,167.5,210.4,220.7,260.9,249.7,,,168.1,169.6,260.9,203.9,158.8,182.2,249.7,252.0,227.7,245.5
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"1,018",956.5,756.3,625.8,764.0,757.0,870.9,851.7,,,692.6,608.0,870.9,862.4,607.3,872.3,851.7,"1,075",641.2,852.5
"Property/Plant/Equipment, Total - Net",167.4,162.7,155.6,147.0,165.3,196.1,188.0,183.4,,,192.7,189.8,188.0,186.7,184.5,184.1,183.4,181.2,171.1,169.0
Total Assets,"2,792","2,951","2,965","2,982","3,303","3,410","3,679","3,613",,,"3,466","3,392","3,679","3,489","3,384","3,607","3,613","3,736","3,736","3,962"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,79.4,85.2,97.1,91.7,101.2,95.1,98.2,90.2,,,31.2,70.5,98.2,69.4,67.9,90.6,90.2,75.0,87.5,116.5
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,721.8,969.7,"1,123","1,078","1,899","2,065","2,024","1,842",,,207.1,"1,997","2,024","2,054","1,969","1,885","1,842","1,925","1,904","2,111"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"1,892","1,909","1,792","1,733","2,009","2,165","2,357","2,293",,,"2,165","2,091","2,357","2,166","2,068","2,277","2,293","2,413","2,393","2,611"
Common Stock,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,,,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0
Additional Paid-In Capital,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,,,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4,594.4
Retained Earnings (Accumulated Deficit),147.9,278.8,447.9,520.4,579.8,510.0,561.2,602.4,,,567.2,548.5,561.2,574.0,590.7,587.2,602.4,591.1,591.7,622.8
Shareholders' Equity,899.6,"1,042","1,173","1,248","1,294","1,245","1,322","1,320",,,"1,301","1,301","1,322","1,323","1,316","1,329","1,320","1,323","1,343","1,351"
Cash from Operating Activities,157.7,116.9,385.7,237.0,77.6,219.7,43.1,161.8,,,27.6,-85.5,1.66,181.2,-123.0,121.6,-18.0,223.9,-312.2,74.0
Cash from Investing Activities,-145.8,-83.2,-276.4,-197.1,-28.3,-42.3,-6.77,-6.10,,,-2.28,-1.24,-1.74,-1.05,-0.69,-2.45,-1.92,-0.55,-1.77,-1.41
Cash from Financing Activities,,-13.9,-13.9,-90.3,-83.4,-159.8,-64.6,-55.6,,,-19.5,-45.2,0.00,,-24.3,-31.3,0.00,,-27.1,-27.8
Net Change in Cash,11.9,19.7,95.4,-50.5,-34.1,17.6,-28.3,100.1,,,5.91,-131.9,-0.081,180.2,-148.0,87.8,-20.0,223.3,-341.0,44.8
Free Cashflows,140.9,106.6,364.8,229.9,48.9,177.5,36.9,155.4,,,25.4,-86.2,0.012,179.8,-123.6,119.2,-20.0,223.4,-313.5,73.4
Free Cashflow per Share,10.1,7.67,26.2,16.5,3.52,12.8,2.66,11.2,,,1.81,-6.20,0.001,12.9,-8.89,8.58,-1.44,16.1,-22.6,5.28
