,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,31.0%,20.0%,18.9%,17.7%,9.8%,2.7%,2.8%,-7.3%,,,2.2%,2.1%,2.8%,4.1%,3.4%,1.5%,-7.3%,-7.4%,-4.9%,0.0%
SG&A to Sale,14.7%,13.5%,14.9%,16.5%,19.3%,21.9%,19.8%,31.1%,,,18.6%,19.7%,20.8%,19.3%,19.3%,20.7%,65.8%,21.3%,19.5%,20.6%
Depreciation & Amortisation,"9,640","10,387","12,832","15,558","17,846","22,182","25,716","24,345",,,"6,189","6,543","6,667","6,920","7,078","7,577","2,769","3,738","3,838","3,927"
Tax Rate,30.8%,23.8%,23.7%,19.2%,20.9%,19.5%,9.3%,24.7%,,,22.4%,19.5%,-49.8%,14.1%,5.0%,26.4%,21.2%,13.6%,16.8%,16.2%
Current Ratio,0.48,0.45,0.47,0.53,0.53,0.83,1.07,0.54,,,0.97,1.01,1.07,1.23,1.33,1.08,0.54,0.51,0.44,0.45
Quick Ratio,0.10,0.24,0.23,0.23,0.19,0.23,0.24,0.15,,,0.24,0.24,0.24,0.25,0.27,0.23,0.15,0.16,0.20,0.21
Days Inventory Outstanding,2.29,3.77,7.31,16.6,19.8,14.7,12.3,13.0,,,9.99,7.33,8.98,11.8,9.37,5.73,8.96,12.2,9.93,8.30
Days Sale Outstanding,30.7,36.2,40.0,42.3,40.7,40.3,40.5,39.2,,,39.2,40.0,40.5,41.5,43.9,41.0,39.1,44.7,47.9,49.2
Days Payable Outstanding,22.4,19.1,21.0,25.0,26.8,26.4,25.1,30.8,,,28.2,27.0,26.2,26.7,28.6,27.3,30.5,38.7,41.0,60.4
Cash Conversion Cycle,10.6,15.8,21.4,33.0,33.7,32.6,27.9,19.2,,,21.6,21.0,23.7,25.8,22.1,23.4,14.8,12.4,17.3,-23.8
Debt to Asset Ratio,0.66,0.66,0.69,0.69,0.75,0.76,0.74,0.85,,,0.75,0.75,0.74,0.73,0.73,0.76,0.85,0.84,0.82,0.83
Debt to Equity Ratio,1.98,1.90,2.21,2.27,3.08,3.25,2.92,5.88,,,3.05,2.94,2.92,2.73,2.74,3.12,5.88,5.32,4.55,4.76
Interest Coverage Ratio,38.7,13.9,7.60,11.1,6.62,2.61,2.34,,,,3.36,2.44,1.83,111.0,1.22,,,3.73,4.23,4.27
Cash and Short Term Investments,"21,973","4,705","5,472","5,823","10,121","18,293","26,048","14,090",,,"22,430","25,026","26,048","29,503","31,343","26,025","14,090","12,757","4,731","5,241"
"Total Receivables, Net","6,629","8,849","10,351","10,453","9,722","8,984","8,590","7,831",,,"8,503","8,605","8,590","8,728","9,156","8,444","7,831","8,780","9,302","9,592"
Total Inventory,384.2,904.1,"1,683","3,891","2,826","2,063","1,954","2,128",,,"1,471",974.9,"1,954","1,820","1,192",685.2,"2,128","1,672","1,372","1,118"
Total Current Assets,"31,125","16,969","21,105","23,714","26,273","31,912","39,215","28,517",,,"34,812","36,731","39,215","42,549","44,847","38,914","28,517","27,854","20,322","20,343"
"Property/Plant/Equipment, Total - Net","11,091","10,114","17,099","24,090","30,658","38,301","45,921","53,854",,,"42,329","43,519","45,921","45,947","46,452","48,593","53,854","55,401","54,834","54,348"
Total Assets,"103,847","101,043","105,054","106,426","111,044","115,379","114,501","150,958",,,"113,963","113,072","114,501","113,877","112,665","110,536","150,958","150,885","141,826","140,579"
Accounts Payable,"3,156","3,359","4,070","4,327","4,794","3,998","4,206","5,470",,,"4,666","4,350","4,206","4,341","4,843","4,110","5,470","6,549","6,011","12,087"
Accrued Expenses,"10,035","12,426","13,136","14,851","16,902","17,478","16,713","21,621",,,"17,088","18,448","16,713","16,700","15,013","15,809","21,621","21,605","12,602","5,694"
Debt Due,"1,321","8,808","8,296","5,664","15,000",165.0,"2,015","9,375",,,165.0,"2,015","2,015","2,000","2,000","1,500","9,375","13,000","19,000","19,000"
Total Current Liabilities,"64,850","37,800","45,141","44,903","49,922","38,232","36,537","53,208",,,"35,849","36,377","36,537","34,562","33,668","36,188","53,208","54,458","46,361","44,921"
Long Term Debt,"3,269","21,460","23,164","28,000","33,000","49,000","47,000","37,625",,,"49,000","47,000","47,000","47,000","47,000","45,500","37,625","34,000","31,000","32,000"
Total Liabilities,"68,959","66,198","72,334","73,828","83,821","88,234","85,266","129,028",,,"85,849","84,357","85,266","83,328","82,505","83,688","129,028","127,021","116,268","116,187"
Common Stock,"4,736","4,736","4,736","4,736","4,736","4,736","4,736","4,736",,,"4,736","4,736","4,736","4,736","4,736","4,736","4,736","4,736","4,736","4,736"
Additional Paid-In Capital,"23,543","23,543","23,543","8,116","8,116","8,116","6,928","6,928",,,"6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,928","6,542","6,542"
Retained Earnings (Accumulated Deficit),"4,944","4,904","2,782","2,105","-3,265","-3,342","-1,726","-9,032",,,"-2,848","-2,247","-1,726",-411.8,-800.8,"-4,114","-9,032","-7,097","-5,017","-6,183"
Shareholders' Equity,"34,871","34,830","32,708","32,591","27,221","27,144","29,234","21,929",,,"28,113","28,714","29,234","30,549","30,160","26,847","21,929","23,863","25,558","24,392"
Cash from Operating Activities,"26,131","21,735","24,062","28,335","24,776","26,626","27,330","18,256",,,"8,514","7,555","6,087","6,428","4,858","4,618","2,352","4,973","-5,305","5,635"
Cash from Investing Activities,"-5,050","-15,088","-11,649","-19,388","-23,572","-17,392","-19,575","-25,238",,,"-4,146","-4,958","-5,066","-2,958","-2,450","-5,544","-14,286","-6,307","-5,721","-3,141"
Cash from Financing Activities,"-11,755","-23,966","-11,495","-8,596","3,094","-1,061",-0.12,"-4,975",,,-0.12,0.00,0.001,-15.0,-568.3,"-4,391",0.000,0.00,"3,000","-1,983"
Net Change in Cash,"9,326","-17,318",917.7,350.8,"4,297","8,173","7,754","-11,957",,,"4,367","2,596","1,021","3,455","1,840","-5,318","-11,934","-1,334","-8,026",510.5
Free Cashflows,"25,053","20,518","18,105","15,741","11,662","15,199","10,318","4,718",,,"4,439","2,628","3,562","3,414","2,239","2,121","-3,057","-1,302","-11,003","2,771"
Free Cashflow per Share,10.6,8.67,7.65,6.65,4.93,6.42,4.36,1.99,,,1.87,1.11,1.50,1.44,0.95,0.90,-1.29,-0.55,-4.65,1.17
