,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",113.6,115.6,122.2,121.8,146.7,130.2,143.7,126.5,,,33.9,31.7,45.7,32.8,35.1,27.2,31.5,35.3,31.7,26.1
Operating Income,99.1,82.4,81.4,55.1,129.5,62.2,116.7,47.6,,,43.1,26.3,40.7,14.7,6.21,0.25,26.5,3.65,-4.96,9.72
Net Income,55.3,61.5,65.5,40.6,90.2,48.4,81.6,32.7,,,33.3,19.9,24.3,10.7,3.61,-1.48,19.8,1.06,-5.82,6.27
EBITDA,133.8,116.5,112.7,85.0,163.2,96.3,154.2,85.3,,,52.4,36.4,49.5,24.3,15.9,10.1,35.0,13.0,4.15,19.0
Gross Profit Margin,38.6%,31.5%,28.4%,29.1%,36.1%,31.3%,36.9%,33.2%,,,36.6%,37.9%,43.1%,35.0%,29.7%,24.2%,42.5%,35.7%,27.3%,33.5%
Operating Margin,17.1%,13.1%,11.3%,9.1%,16.9%,10.1%,16.6%,9.1%,,,20.5%,17.2%,20.3%,10.8%,4.5%,0.2%,19.4%,3.3%,-5.1%,9.1%
Net Profit Margin,9.5%,9.8%,9.1%,6.7%,11.8%,7.9%,11.6%,6.2%,,,15.9%,13.0%,12.1%,7.9%,2.6%,-1.3%,14.5%,1.0%,-5.9%,5.9%
Return on Assets,6.6%,7.9%,10.5%,7.1%,16.2%,7.9%,11.4%,4.4%,,,10.0%,10.7%,11.4%,12.0%,7.7%,4.7%,4.2%,3.0%,1.8%,2.9%
Return on Equity,20.0%,19.7%,17.5%,10.7%,20.5%,11.1%,17.0%,7.1%,,,7.6%,4.3%,5.0%,2.2%,0.8%,-0.3%,4.3%,0.2%,-1.4%,1.4%
Return on Total Capital,18.3%,19.7%,17.5%,10.7%,20.5%,9.1%,14.3%,5.7%,,,14.2%,13.9%,14.3%,14.9%,10.6%,6.7%,5.7%,4.1%,2.6%,4.0%
SG&A to Sale,19.6%,18.4%,17.0%,20.1%,19.2%,21.2%,20.4%,24.1%,,,16.1%,20.7%,22.8%,24.2%,25.3%,23.9%,23.1%,32.4%,32.3%,24.4%
Depreciation & Amortisation,34.6,34.1,31.4,29.9,33.7,34.1,37.5,37.7,,,9.35,10.2,8.77,9.67,9.68,9.89,8.45,9.40,9.11,9.31
Tax Rate,33.0%,26.5%,20.2%,18.1%,18.2%,14.9%,18.7%,17.9%,,,19.5%,19.1%,16.3%,18.3%,17.2%,35.7%,19.3%,10.7%,13.6%,16.3%
Current Ratio,0.85,1.00,1.15,1.01,2.42,1.32,1.56,1.40,,,1.26,1.62,1.56,1.76,1.31,1.26,1.40,1.36,1.12,1.12
Quick Ratio,0.36,0.077,0.66,0.48,1.03,0.79,0.78,0.87,,,0.56,0.90,0.78,1.06,0.83,0.74,0.87,0.90,0.61,0.59
Days Inventory Outstanding,166.9,95.4,33.4,22.8,17.3,29.8,37.9,47.6,,,31.0,30.4,41.0,45.8,61.1,74.9,65.0,45.7,60.5,75.3
Days Sale Outstanding,126.6,16.0,57.1,55.8,38.6,75.1,60.9,105.9,,,54.7,59.2,60.9,74.9,100.6,104.6,105.9,120.2,99.4,86.0
Days Payable Outstanding,50.5,37.7,36.1,38.4,25.0,31.4,36.0,39.7,,,33.0,32.8,36.0,39.7,51.2,55.0,47.5,39.1,40.1,40.2
Cash Conversion Cycle,250.0,122.0,34.0,52.0,39.2,53.5,67.7,107.5,,,67.1,55.6,69.5,71.5,99.8,128.6,142.9,122.8,142.5,128.4
Debt to Asset Ratio,0.68,0.55,0.33,0.35,0.17,0.38,0.34,0.39,,,0.40,0.34,0.34,0.33,0.42,0.44,0.39,0.39,0.43,0.40
Debt to Equity Ratio,2.13,1.20,0.50,0.54,0.20,0.60,0.52,0.64,,,0.66,0.53,0.52,0.50,0.74,0.78,0.64,0.65,0.74,0.67
Interest Coverage Ratio,11.3,27.8,50.9,11.7,60.1,15.7,18.4,6.25,,,26.0,16.2,24.3,10.2,3.61,0.11,12.0,1.79,,4.37
Cash and Short Term Investments,58.1,220.2,41.7,41.6,79.3,36.9,60.7,42.2,,,90.9,39.7,60.7,32.4,14.2,26.3,42.2,28.4,33.3,20.9
"Total Receivables, Net",201.5,27.6,112.3,92.8,81.1,126.3,117.6,152.2,,,108.9,121.3,117.6,143.4,173.1,168.6,152.2,164.0,124.5,106.1
Total Inventory,165.1,59.8,34.3,19.6,26.9,41.9,50.4,40.9,,,36.8,49.5,50.4,57.6,74.6,83.8,40.9,42.4,59.1,60.9
Total Current Assets,472.2,358.1,196.5,195.8,191.2,211.3,235.0,246.9,,,244.2,218.6,235.0,238.8,270.7,288.2,246.9,248.0,228.0,202.7
"Property/Plant/Equipment, Total - Net",270.6,268.0,264.4,264.4,251.3,397.9,423.5,440.6,,,392.4,396.9,423.5,424.3,425.2,430.3,440.6,443.6,443.9,445.4
Total Assets,865.4,686.0,563.0,586.3,529.8,701.3,733.8,759.1,,,727.6,702.0,733.8,738.9,773.7,791.2,759.1,765.5,750.1,727.3
Accounts Payable,37.6,51.3,50.3,40.3,26.9,45.5,42.2,34.1,,,47.8,45.4,42.2,51.4,59.4,57.0,34.1,37.2,30.0,34.1
Accrued Expenses,22.2,12.8,17.0,13.7,17.1,12.4,16.6,17.8,,,19.5,22.9,16.6,14.7,17.0,19.3,17.8,19.4,21.0,18.0
Debt Due,125.5,33.9,73.1,91.4,0.49,76.1,61.4,108.4,,,67.8,53.0,61.4,43.3,114.0,131.0,108.4,108.6,133.6,117.5
Total Current Liabilities,552.7,358.8,171.3,194.2,78.9,159.6,151.0,175.8,,,193.4,134.9,151.0,135.4,207.4,228.0,175.8,182.7,204.3,180.5
Long Term Debt,26.0,0.58,0.48,0.18,1.14,95.4,89.7,108.5,,,80.3,92.9,89.7,99.4,110.0,108.0,108.5,103.9,98.6,93.2
Total Liabilities,589.1,374.3,188.5,206.1,89.2,263.7,251.1,295.0,,,287.7,242.1,251.1,245.4,328.2,347.0,295.0,302.4,319.1,290.0
Common Stock,234.8,234.8,258.3,258.3,258.3,258.3,258.3,258.3,,,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),41.6,76.8,116.2,121.9,181.1,177.8,222.8,203.8,,,180.3,200.2,222.8,233.5,185.5,184.0,203.8,203.5,171.4,177.7
Shareholders' Equity,276.4,311.6,374.5,380.2,439.4,436.1,481.1,462.1,,,438.6,458.5,481.1,491.8,443.8,442.3,462.1,461.7,429.7,436.0
Cash from Operating Activities,146.6,271.4,-162.9,91.6,156.0,25.2,117.9,1.55,,,159.3,-86.2,84.4,-8.48,-57.3,12.2,55.1,4.97,32.2,27.4
Cash from Investing Activities,-43.0,40.6,-50.6,-66.6,6.48,-180.3,-58.2,-54.9,,,-2.20,-10.8,-38.6,-9.96,-9.72,-15.2,-20.0,-10.6,-8.66,-10.0
Cash from Financing Activities,-73.7,-150.0,34.8,-24.6,-124.7,112.8,-36.0,35.1,,,-98.9,45.8,-24.7,-9.90,48.9,15.2,-19.1,-8.02,-18.5,-29.5
Net Change in Cash,29.8,162.1,-178.5,-0.065,37.7,-42.4,23.8,-18.5,,,58.4,-51.2,20.9,-28.3,-18.3,12.1,16.0,-13.9,4.95,-12.4
Free Cashflows,130.3,237.9,-190.1,62.0,138.5,-155.7,56.5,-53.1,,,154.1,-96.9,45.7,-18.4,-67.2,-3.05,35.6,-5.70,23.4,17.3
Free Cashflow per Share,0.50,0.92,-0.74,0.24,0.54,-0.60,0.22,-0.21,,,0.60,-0.38,0.18,-0.071,-0.26,-0.012,0.14,-0.022,0.091,0.067
