,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,9.8%,10.6%,4.8%,7.6%,7.3%,6.8%,5.9%,3.2%,,,7.2%,7.6%,5.9%,5.0%,4.0%,3.5%,3.7%,3.5%,3.4%,2.9%
SG&A to Sale,20.2%,20.1%,23.5%,19.4%,17.3%,17.1%,19.5%,20.8%,,,16.2%,20.6%,24.4%,22.1%,23.1%,18.9%,13.6%,16.6%,27.9%,22.3%
Depreciation & Amortisation,313.0,324.3,281.1,317.0,270.8,258.0,255.7,310.1,,,62.4,64.9,66.6,69.0,73.6,82.0,85.5,87.9,94.5,117.4
Tax Rate,27.9%,24.5%,16.6%,21.6%,26.2%,21.8%,22.7%,20.7%,,,25.8%,20.3%,20.9%,20.6%,20.6%,21.3%,20.4%,24.7%,5.6%,27.5%
Current Ratio,2.17,2.26,2.73,2.37,2.96,2.69,1.78,2.43,,,2.34,2.19,1.78,1.94,1.96,2.21,2.43,2.85,2.39,2.63
Quick Ratio,0.010,0.005,0.004,0.004,0.004,0.032,0.057,0.15,,,0.004,0.043,0.057,0.098,0.089,0.12,0.15,0.18,0.16,0.15
Days Inventory Outstanding,647.8,549.7,756.0,991.2,749.1,777.9,785.7,974.1,,,815.4,820.3,821.5,802.2,972.0,"1,089","1,082","1,064","1,206","1,337"
Days Sale Outstanding,0.84,0.50,0.56,0.66,0.79,7.35,8.81,26.8,,,1.16,12.8,8.81,11.9,11.3,14.0,26.9,29.7,60.3,68.4
Days Payable Outstanding,24.0,25.5,38.3,41.1,23.4,21.1,24.8,31.7,,,22.1,21.4,24.3,26.5,27.9,30.8,31.8,31.7,33.1,41.2
Cash Conversion Cycle,622.4,517.2,714.0,953.0,730.8,761.0,767.6,960.2,,,795.7,807.3,806.5,788.3,956.3,"1,069","1,070","1,059","1,220","1,355"
Debt to Asset Ratio,0.69,0.67,0.72,0.66,0.61,0.61,0.62,0.68,,,0.63,0.63,0.62,0.64,0.66,0.68,0.68,0.69,0.72,0.72
Debt to Equity Ratio,2.19,2.05,2.52,1.95,1.55,1.59,1.60,2.09,,,1.70,1.73,1.60,1.74,1.93,2.08,2.09,2.19,2.61,2.65
Interest Coverage Ratio,13.4,12.6,4.66,6.23,6.32,7.85,9.05,4.29,,,7.03,4.42,,2.43,3.21,5.72,8.18,3.88,1.99,0.32
Cash and Short Term Investments,"2,968","3,460","2,156","3,608","2,672","3,541","3,951","6,301",,,"3,454","2,749","3,951","4,620","4,179","5,013","6,301","7,063","5,787","2,632"
"Total Receivables, Net",47.5,41.2,44.5,51.1,81.2,687.5,754.9,"1,959",,,108.2,"1,207",754.9,955.6,809.6,980.8,"1,959","2,272","4,405","4,759"
Total Inventory,"25,616","34,267","45,621","57,049","51,045","49,057","43,384","56,305",,,"53,204","53,271","43,384","45,263","50,388","54,804","56,305","58,701","65,016","68,789"
Total Current Assets,"32,293","41,073","52,957","65,281","59,135","57,289","54,433","70,742",,,"59,852","61,345","54,433","57,838","61,694","65,422","70,742","74,393","80,487","81,369"
"Property/Plant/Equipment, Total - Net","1,881","2,356","2,700","2,434","2,440","2,080","1,950","1,975",,,"2,066","2,059","1,950","1,944","1,901","1,935","1,975","2,093","3,304","3,724"
Total Assets,"36,238","46,495","60,040","73,147","69,451","72,774","80,341","95,357",,,"76,296","77,659","80,341","84,304","88,137","91,919","95,357","98,753","107,088","109,408"
Accounts Payable,974.7,"1,800","2,251","2,010","1,371","1,349","1,563","1,676",,,"1,475","1,297","1,563","1,360","1,390","1,584","1,676","1,755","1,643","2,483"
Accrued Expenses,538.5,853.9,589.0,886.7,"1,021",900.3,964.8,830.8,,,460.2,663.1,964.8,334.4,395.1,617.9,830.8,384.9,400.1,588.5
Debt Due,"10,077","11,586","11,854","19,117","12,723","14,092","21,540","18,635",,,"18,164","20,004","21,540","21,783","22,770","19,473","18,635","15,656","23,253","19,560"
Total Current Liabilities,"14,868","18,173","19,388","27,568","19,949","21,290","30,500","29,125",,,"25,539","27,967","30,500","29,810","31,406","29,537","29,125","26,145","33,674","30,909"
Long Term Debt,"9,274","12,419","22,816","19,980","20,961","21,699","17,186","33,272",,,"20,533","19,422","17,186","21,547","24,484","30,255","33,272","39,389","41,086","45,392"
Total Liabilities,"24,860","31,270","42,972","48,331","42,253","44,678","49,422","64,504",,,"48,007","49,249","49,422","53,541","58,031","62,082","64,504","67,787","77,402","78,915"
Common Stock,"7,547","8,434","10,201","14,582","15,285","15,285","15,903","15,903",,,"15,285","15,285","15,903","15,903","15,903","15,903","15,903","15,903","15,903","15,903"
Additional Paid-In Capital,550.2,584.2,656.6,"1,470","1,470","1,470","2,296","2,296",,,"1,470","1,470","2,296","2,296","2,296","2,296","2,296","2,296","2,296","2,296"
Retained Earnings (Accumulated Deficit),"3,298","5,704","6,173","8,610","10,381","11,475","12,885","13,261",,,"11,649","11,664","12,885","12,695","12,043","11,812","13,261","13,666","12,802","12,970"
Shareholders' Equity,"11,377","15,224","17,067","24,815","27,198","28,095","30,949","30,848",,,"28,278","28,420","30,949","30,757","30,101","29,832","30,848","30,963","29,684","29,794"
Cash from Operating Activities,"-2,992","-2,733","-9,589","-5,972","9,503","8,511","1,936","-5,807",,,"2,014",-449.5,"2,567","-1,763","-2,081",-301.1,"-1,662",-908.4,"-5,918","-2,506"
Cash from Investing Activities,-402.3,-621.8,-814.8,95.0,"-1,255","-2,599","-4,021","-2,496",,,-354.7,-475.0,"-2,602","-1,115",319.8,-934.4,-767.1,-121.0,-945.9,586.5
Cash from Financing Activities,"2,908","3,899","9,093","6,827","-8,683","-4,826","1,531","9,333",,,-631.3,196.5,299.6,"2,563","1,306","1,657","3,807","1,756","7,049",-213.4
Net Change in Cash,-468.0,545.1,"-1,289",931.7,-379.5,869.1,-563.3,955.0,,,"1,053",-704.7,228.6,-318.8,-460.3,395.1,"1,339",737.4,118.7,"-2,157"
Free Cashflows,"-3,546","-3,506","-10,418","-6,231","9,274","8,432","1,793","-6,133",,,"1,947",-479.0,"2,531","-1,805","-2,150",-400.8,"-1,777","-1,082","-7,193","-1,540"
Free Cashflow per Share,-0.50,-0.44,-1.09,-0.46,0.65,0.59,0.12,-0.42,,,0.14,-0.034,0.17,-0.12,-0.14,-0.027,-0.12,-0.076,-0.51,-0.11
