,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Total Capital,-2.5%,0.8%,5.8%,6.0%,7.7%,5.8%,-12.1%,1.3%,,,3.0%,1.7%,-12.1%,-4.9%,-4.6%,-4.5%,1.3%,-9.7%,-12.1%,-13.7%
SG&A to Sale,21.2%,19.9%,16.1%,19.1%,17.0%,17.5%,25.2%,25.2%,,,15.9%,19.6%,50.4%,34.7%,15.5%,18.3%,31.9%,18.8%,24.5%,23.6%
Depreciation & Amortisation,"2,223",749.0,707.6,"2,562","2,777","2,923","3,058","1,974",,,762.6,767.9,768.0,477.8,491.4,489.3,515.3,453.8,453.9,455.3
Tax Rate,107.5%,33.7%,22.3%,24.8%,16.6%,15.3%,14.0%,515.9%,,,22.9%,64.6%,16.1%,2.7%,17.0%,32.5%,17.5%,174.3%,-188.5%,-144.4%
Current Ratio,0.69,1.51,0.83,1.77,1.83,2.53,3.24,2.39,,,2.79,3.10,3.24,2.81,4.32,6.07,2.39,2.48,2.59,2.93
Quick Ratio,0.19,0.35,0.40,0.97,0.92,1.62,1.80,1.61,,,1.57,2.05,1.80,1.96,2.65,3.34,1.61,1.45,1.76,1.56
Days Inventory Outstanding,30.5,27.8,19.2,14.3,13.5,22.4,19.0,13.6,,,12.0,11.6,11.8,13.3,15.4,14.3,13.4,13.2,13.9,14.7
Days Sale Outstanding,72.2,56.7,52.6,64.1,70.4,98.0,101.5,137.3,,,85.3,109.6,101.5,113.0,111.2,112.6,137.3,152.4,167.6,177.8
Days Payable Outstanding,40.5,28.7,15.5,19.2,29.7,46.0,42.2,38.8,,,0.63,0.66,19.2,20.9,0.51,0.49,14.7,14.6,0.24,0.25
Cash Conversion Cycle,66.2,64.6,52.7,41.4,45.9,77.3,95.5,109.7,,,100.8,114.8,89.3,124.2,128.1,126.7,108.9,160.2,177.4,192.2
Debt to Asset Ratio,0.48,0.45,0.43,0.46,0.46,0.42,0.41,0.41,,,0.41,0.36,0.41,0.42,0.39,0.37,0.41,0.40,0.41,0.39
Debt to Equity Ratio,0.92,0.81,0.76,0.86,0.88,0.75,0.72,0.69,,,0.72,0.58,0.72,0.74,0.64,0.58,0.69,0.68,0.68,0.63
Interest Coverage Ratio,1.58,3.18,6.27,6.63,9.74,4.63,,0.81,,,0.24,0.33,,,2.51,2.40,,1.15,,
Cash and Short Term Investments,"2,866","2,268","3,457","4,505","5,046","6,222","5,368","7,057",,,"6,801","5,028","5,368","7,355","6,874","6,522","7,057","7,292","7,653","7,494"
"Total Receivables, Net","1,310","1,129","1,374","2,120","2,401","2,319","1,859","2,267",,,"2,108","2,353","1,859","1,912","1,849","1,840","2,267","2,432","2,547","2,549"
Total Inventory,241.3,327.8,251.5,236.5,229.8,323.9,124.8,122.5,,,166.7,155.1,124.8,160.6,148.5,120.7,122.5,116.9,130.7,127.1
Total Current Assets,"4,679","5,757","5,481","7,072","8,005","9,127","9,488","9,679",,,"9,281","7,791","9,488","9,726","9,107","8,733","9,679","10,099","10,552","10,364"
"Property/Plant/Equipment, Total - Net","19,439","17,128","3,163","8,353","9,032","9,347","7,859","4,815",,,"9,029","8,880","7,859","7,694","7,571","7,397","4,815","4,697","4,582","4,446"
Total Assets,"27,216","25,758","27,374","31,888","33,592","32,840","25,939","22,202",,,"31,476","28,910","25,939","25,687","24,789","23,873","22,202","21,900","21,696","20,844"
Accounts Payable,337.2,250.2,217.0,438.6,583.0,553.6,443.4,262.6,,,8.43,9.78,443.4,5.38,4.90,4.26,262.6,2.27,2.07,2.26
Accrued Expenses,653.1,582.5,679.1,858.0,982.7,"1,119",614.4,645.6,,,792.4,50.7,614.4,467.7,685.1,51.2,645.6,425.3,579.0,36.6
Debt Due,"4,705",248.6,"4,486","1,511","1,720",958.9,421.8,"2,674",,,924.4,933.0,421.8,403.4,428.7,420.9,"2,674","2,665","2,651","2,651"
Total Current Liabilities,"6,781","3,800","6,625","3,986","4,380","3,612","2,929","4,046",,,"3,329","2,514","2,929","3,467","2,107","1,439","4,046","4,066","4,067","3,540"
Long Term Debt,"5,651","7,046","4,028","9,590","10,030","9,266","7,025","4,349",,,"8,647","6,919","7,025","6,750","6,867","6,601","4,349","4,105","4,043","3,834"
Total Liabilities,"13,039","11,520","11,793","14,603","15,481","13,919","10,659","9,065",,,"12,984","10,431","10,659","10,906","9,686","8,737","9,065","8,834","8,806","8,054"
Common Stock,"5,480","5,480","5,480","5,480","5,480","5,480","5,480","5,481",,,"5,480","5,480","5,480","5,480","5,481","5,481","5,481","5,481","5,481","5,481"
Additional Paid-In Capital,"4,302","4,302","4,302","4,302","4,302","4,305","4,325","4,325",,,"4,314","4,325","4,325","4,325","4,325","4,325","4,325","4,325","4,325","4,325"
Retained Earnings (Accumulated Deficit),"4,146","4,217","4,909","6,014","7,265","8,164","4,752","3,487",,,"7,872","7,937","4,752","5,125","5,376","5,480","3,487","3,454","3,319","3,205"
Shareholders' Equity,"14,139","14,203","15,543","16,887","17,684","18,510","14,822","13,137",,,"18,067","18,082","14,822","14,782","15,102","15,136","13,137","13,067","12,890","12,790"
Cash from Operating Activities,"3,037","3,452","3,924","4,831","4,729","4,711","2,980","1,869",,,"1,369",88.3,818.8,271.1,"1,093",-87.0,592.2,501.1,423.9,74.5
Cash from Investing Activities,"-2,369","-2,019","-4,061","-5,913","-3,378","-2,694",-46.4,"1,224",,,-95.4,294.0,-657.5,528.0,"1,132",772.4,"-1,209",829.3,"-1,129","1,736"
Cash from Financing Activities,931.5,"-2,228",225.0,"1,567",-716.2,"-2,734","-3,327","-2,223",,,-965.0,"-1,834",-100.3,-290.5,"-1,548",-278.8,-105.6,-321.3,-105.6,-324.9
Net Change in Cash,"1,594",-808.5,94.8,490.6,632.0,-717.5,-722.9,869.5,,,308.2,"-1,451",-268.7,508.6,676.3,406.6,-722.0,"1,009",-810.5,"1,486"
Free Cashflows,646.3,"1,524",910.3,"-1,513","3,482","3,636","2,676","1,787",,,"1,294",10.2,739.0,264.0,"1,043",-116.7,596.9,496.5,411.1,39.9
Free Cashflow per Share,0.59,1.39,0.83,-1.38,3.18,3.32,2.44,1.63,,,1.18,0.009,0.67,0.24,0.95,-0.11,0.54,0.45,0.38,0.036
