,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,6.7%,4.3%,4.9%,2.5%,7.6%,8.2%,7.9%,5.9%,,,5.5%,9.1%,7.7%,7.5%,8.5%,7.1%,0.8%,4.8%,5.4%,5.3%
Operating Margin,3.8%,2.4%,3.0%,-0.3%,3.8%,4.0%,3.0%,1.7%,,,2.2%,4.8%,-0.5%,3.6%,3.3%,3.6%,-3.8%,1.1%,1.4%,1.6%
Net Profit Margin,3.5%,2.6%,2.5%,0.4%,2.7%,3.3%,3.3%,1.3%,,,2.3%,2.7%,3.2%,2.6%,2.2%,3.5%,-3.2%,0.5%,1.1%,0.8%
Return on Assets,9.3%,6.5%,6.4%,0.9%,5.2%,5.2%,5.2%,2.1%,,,5.2%,5.0%,5.1%,4.2%,4.1%,4.7%,2.1%,1.3%,0.9%,-0.4%
Return on Equity,18.9%,13.3%,13.4%,2.1%,11.7%,12.1%,12.3%,5.8%,,,2.4%,2.5%,3.2%,2.6%,2.2%,4.1%,-3.6%,0.5%,1.2%,0.9%
Return on Total Capital,12.2%,8.5%,8.4%,1.1%,6.1%,7.0%,7.0%,3.0%,,,7.5%,6.5%,7.0%,5.9%,6.2%,7.0%,3.0%,1.8%,1.2%,-0.5%
SG&A to Sale,2.4%,2.5%,2.3%,2.4%,3.4%,4.2%,4.2%,3.8%,,,3.8%,4.5%,5.0%,3.8%,3.9%,3.3%,4.3%,3.8%,3.9%,3.7%
Depreciation & Amortisation,"2,053","2,453","2,795","4,426","4,717","4,632","6,563","5,174",,,"1,250","1,277","2,826","1,239","1,543","1,247","1,159","1,210","1,235","1,256"
Tax Rate,9.8%,14.2%,16.5%,1123.5%,14.1%,12.7%,0.7%,13.2%,,,-10.5%,-125.6%,15.0%,14.0%,18.3%,19.2%,25.6%,-8.7%,3.5%,6.4%
Current Ratio,2.15,1.93,2.22,2.86,3.22,1.69,1.52,1.47,,,1.92,1.61,1.52,1.67,1.26,1.43,1.47,1.35,1.59,1.19
Quick Ratio,0.62,0.48,0.70,0.76,1.05,0.36,0.42,0.41,,,0.60,0.47,0.42,0.43,0.35,0.48,0.41,0.37,0.53,0.43
Days Inventory Outstanding,39.8,41.4,37.3,31.9,36.6,39.2,34.8,31.2,,,33.9,33.3,36.0,38.0,44.4,42.7,34.8,34.6,35.9,33.0
Days Sale Outstanding,20.8,20.4,21.1,16.0,15.6,19.7,20.6,19.2,,,21.4,17.4,20.6,17.7,22.5,25.3,19.2,20.4,20.8,23.5
Days Payable Outstanding,23.4,25.9,26.0,17.7,14.1,18.9,21.6,16.9,,,18.6,17.8,21.1,18.9,19.7,23.4,18.6,19.6,21.3,18.3
Cash Conversion Cycle,36.6,29.9,33.2,38.8,41.0,33.1,30.3,36.5,,,38.7,32.7,31.6,42.1,39.9,41.4,43.4,28.5,39.0,36.9
Debt to Asset Ratio,0.51,0.54,0.52,0.56,0.56,0.57,0.54,0.58,,,0.53,0.56,0.54,0.53,0.56,0.55,0.58,0.59,0.57,0.60
Debt to Equity Ratio,1.07,1.20,1.11,1.29,1.30,1.46,1.36,1.59,,,1.24,1.42,1.36,1.28,1.48,1.40,1.59,1.68,1.55,1.76
Interest Coverage Ratio,7.94,4.18,5.31,,3.76,3.97,3.58,2.06,,,2.80,4.91,,4.35,4.04,4.82,,1.09,1.57,1.76
Cash and Short Term Investments,"4,031","8,019","7,259","8,577","12,390","21,006","10,325","11,813",,,"15,807","11,539","10,325","7,247","6,753","7,128","11,813","10,268","5,926","6,724"
"Total Receivables, Net","9,045","9,243","10,778","8,022","6,479","7,793","9,694","10,092",,,"9,619","7,946","9,694","8,361","10,771","13,156","10,092","10,796","11,156","12,156"
Total Inventory,"16,658","19,175","17,092","14,059","13,945","14,560","15,720","15,135",,,"12,294","15,534","15,720","17,475","21,658","19,320","15,135","19,600","17,221","15,600"
Total Current Assets,"31,294","37,107","36,568","32,294","33,800","44,150","36,291","37,596",,,"37,720","35,019","36,291","33,083","39,182","39,604","37,596","40,665","34,302","34,481"
"Property/Plant/Equipment, Total - Net","26,959","29,919","32,917","38,136","40,044","46,462","48,049","48,877",,,"45,992","45,614","48,049","47,916","49,070","48,099","48,877","49,977","49,704","50,571"
Total Assets,"61,597","70,853","73,537","76,966","81,942","101,783","113,869","117,369",,,"96,470","107,355","113,869","109,391","117,033","115,324","117,369","122,016","116,183","122,321"
Accounts Payable,"8,759","13,700","11,534","5,774","4,994","8,766","10,016","6,680",,,"6,549","8,313","10,016","6,549","10,767","11,702","6,680","12,978","8,911","9,241"
Accrued Expenses,"1,137","1,648","1,499","1,454","1,004","1,176","1,230","1,298",,,681.5,721.0,"1,230",882.6,"1,212",926.0,"1,298","1,021","1,020",769.0
Debt Due,"2,551","1,010","1,123","1,397","1,026","11,141","6,264","11,220",,,"8,579","9,127","6,264","6,117","14,141","12,061","11,220","11,104","6,889","12,308"
Total Current Liabilities,"14,541","19,228","16,475","11,309","10,489","26,076","23,869","25,504",,,"19,663","21,726","23,869","19,827","31,027","27,664","25,504","30,158","21,632","29,014"
Long Term Debt,"16,268","18,206","20,898","29,832","32,675","28,483","34,673","39,282",,,"27,977","35,285","34,673","34,436","31,392","32,690","39,282","38,957","41,607","40,479"
Total Liabilities,"31,717","38,530","38,563","43,000","45,959","57,874","61,979","67,831",,,"50,900","60,280","61,979","57,658","65,912","63,353","67,831","72,141","66,423","73,533"
Common Stock,"1,377","1,377","1,377","1,377","1,377","1,377","1,377","1,377",,,"1,377","1,377","1,377","1,377","1,377","1,377","1,377","1,377","1,377","1,377"
Additional Paid-In Capital,"11,366","11,366","11,366","11,366","11,366","12,960","12,688","12,717",,,"12,972","12,979","12,688","12,701","12,715","12,717","12,717","12,718","12,728","12,730"
Retained Earnings (Accumulated Deficit),"16,986","19,400","21,981","20,820","22,859","25,085","27,814","27,607",,,"26,784","26,655","27,814","29,131","28,460","29,146","27,607","27,783","27,623","27,304"
Shareholders' Equity,"29,729","32,143","34,724","33,309","35,481","39,543","45,480","42,715",,,"41,174","42,589","45,480","45,054","44,501","45,103","42,715","42,888","42,815","41,756"
Cash from Operating Activities,"1,120","11,633","5,451","6,068","12,033","13,288","13,851","5,950",,,"2,495","3,500","6,574","-1,124",-296.7,"1,769","5,602","1,918",83.9,"2,871"
Cash from Investing Activities,"-6,003","-5,285","-5,507","-10,042","-11,343","-8,154","-18,960","-9,100",,,"-3,252","-14,046",-564.7,"-1,155","-2,732",574.1,"-5,787","-2,689","-1,554","-5,220"
Cash from Financing Activities,-204.9,"-2,364","-1,422","5,348",-892.6,"6,391","-3,761","4,725",,,"-4,614","6,501","-5,123",-753.5,"2,461","-2,002","5,020",-604.8,"-2,773","3,209"
Net Change in Cash,"-5,088","3,985","-1,478","1,427",-82.4,"11,415","-9,181","1,445",,,"-5,293","-4,268",786.4,"-3,079",-494.2,366.1,"4,652","-1,514","-4,333",793.2
Free Cashflows,"-4,073","6,508",880.9,"-1,282","7,388","3,918","8,329","-1,755",,,"1,423","2,602","4,249","-2,169","-2,619",-998.8,"4,031",-236.6,-784.3,"1,228"
Free Cashflow per Share,-2.96,4.73,0.64,-0.93,5.37,2.85,6.05,-1.27,,,1.03,1.89,3.09,-1.57,-1.90,-0.73,2.93,-0.17,-0.57,0.89
