,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,2.2%,-4.0%,-1.0%,-1.5%,-8.1%,-3.1%,-0.6%,-1.4%,-3.8%,,-4.6%,-0.9%,-0.6%,-4.2%,0.0%,1.3%,-8.5%,-4.1%,-4.1%,-10.1%
Net Profit Margin,3.4%,-1.7%,0.9%,1.4%,-6.1%,-1.6%,1.0%,0.0%,-2.5%,,-3.3%,-0.4%,1.3%,-2.9%,1.6%,2.4%,-7.2%,-3.5%,-1.9%,-7.7%
Return on Assets,5.3%,-2.1%,0.9%,1.3%,-4.3%,-1.0%,0.6%,0.0%,-1.5%,,0.6%,0.1%,0.2%,-0.8%,0.0%,0.4%,-0.9%,-0.9%,-1.5%,-2.7%
Return on Equity,5.4%,-2.3%,1.1%,1.4%,-5.0%,-1.2%,0.7%,0.0%,-1.8%,,-0.6%,-0.1%,0.3%,-0.6%,0.4%,0.5%,-1.3%,-0.6%,-0.3%,-1.0%
Return on Total Capital,5.4%,-2.3%,1.1%,1.4%,-5.0%,-1.2%,0.7%,0.0%,-1.8%,,0.7%,0.1%,0.2%,-1.0%,0.0%,0.5%,-1.1%,-1.1%,-1.8%,-3.2%
SG&A to Sale,3.6%,3.7%,3.9%,4.0%,5.6%,5.6%,5.1%,4.2%,4.6%,,4.9%,4.2%,4.7%,4.1%,4.1%,3.9%,4.8%,4.8%,4.7%,5.6%
Depreciation & Amortisation,25.5,15.6,8.57,6.58,5.52,5.38,2.71,2.03,2.24,,0.33,0.59,0.56,0.50,0.37,0.60,0.55,0.57,0.51,0.52
Tax Rate,0.0%,0.0%,-20.5%,4.6%,0.9%,14.0%,-19.9%,-79.1%,5.6%,,10.7%,-178.2%,-4.8%,-0.2%,-6.3%,-0.9%,2.2%,-10.9%,28.0%,1.6%
Current Ratio,13.2,13.1,16.8,14.8,15.7,15.7,14.4,15.1,14.3,,14.4,5.46,8.49,8.98,15.1,10.6,17.7,14.2,14.3,12.2
Quick Ratio,5.40,6.77,8.71,5.24,7.81,8.29,7.34,9.51,9.17,,7.34,2.96,4.95,5.26,9.51,6.33,11.9,9.13,9.17,7.19
Days Inventory Outstanding,58.6,64.2,88.8,113.3,127.8,93.1,77.7,63.3,70.6,,87.9,87.0,89.5,79.9,64.5,66.6,63.5,60.6,72.0,84.6
Days Sale Outstanding,44.0,50.2,52.9,58.8,55.3,70.4,62.4,61.5,64.3,,62.4,67.7,64.0,60.7,61.5,59.0,57.3,51.9,64.3,63.4
Days Payable Outstanding,7.82,7.36,8.15,8.02,9.66,10.9,12.3,9.46,10.7,,11.6,30.8,34.8,22.0,14.3,9.01,8.38,8.92,11.6,14.3
Cash Conversion Cycle,97.2,108.3,140.1,159.6,184.7,147.7,128.6,111.4,126.0,,135.3,100.8,130.4,120.4,115.4,117.1,115.0,106.1,120.1,136.7
Debt to Asset Ratio,0.052,0.094,0.12,0.13,0.13,0.13,0.14,0.14,0.15,,0.14,0.20,0.16,0.16,0.14,0.15,0.13,0.14,0.15,0.15
Debt to Equity Ratio,0.054,0.10,0.13,0.15,0.15,0.15,0.17,0.16,0.17,,0.17,0.24,0.20,0.19,0.16,0.18,0.15,0.16,0.17,0.18
Interest Coverage Ratio,"1,611",,,,,,,,,,,,,,,516.4,,,,
Cash and Short Term Investments,249.3,275.2,275.1,158.0,296.4,348.7,343.7,341.6,320.4,,343.7,374.7,329.2,352.4,341.6,335.7,351.6,352.6,320.4,319.6
"Total Receivables, Net",195.2,188.9,156.5,177.1,130.1,146.5,138.7,166.7,151.7,,138.7,160.3,160.1,153.9,166.7,160.1,152.9,132.0,151.7,133.9
Total Inventory,247.5,237.5,272.7,392.7,224.7,152.8,177.8,155.7,174.6,,177.8,219.0,213.4,184.0,155.7,193.4,140.2,162.5,174.6,188.6
Total Current Assets,722.1,702.2,704.4,728.4,651.2,647.9,660.2,664.0,646.7,,660.2,754.0,702.7,690.3,664.0,689.2,644.6,647.1,646.7,642.1
"Property/Plant/Equipment, Total - Net",345.4,339.7,340.1,492.4,514.2,505.4,717.5,716.0,717.7,,717.5,716.3,715.6,715.2,716.0,717.7,718.0,718.3,717.7,717.9
Total Assets,"1,094","1,070","1,073","1,251","1,194","1,182","1,408","1,411","1,398",,"1,408","1,502","1,450","1,438","1,411","1,439","1,394","1,397","1,398","1,393"
Accounts Payable,29.2,26.3,20.5,26.6,20.1,24.0,28.1,21.7,28.2,,28.1,112.4,55.8,53.4,21.7,25.5,18.5,26.1,28.2,33.3
Accrued Expenses,18.4,21.9,18.4,20.0,16.6,14.0,15.3,18.4,16.0,,15.3,17.0,16.8,16.6,18.4,17.3,14.5,18.3,16.0,16.5
Debt Due,0.38,0.40,0.28,0.00,1.45,0.00,0.16,0.17,0.17,,0.16,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.17,0.13
Total Current Liabilities,54.8,53.4,41.8,49.3,41.4,41.3,45.9,43.9,45.4,,45.9,138.2,82.8,76.8,43.9,65.1,36.5,45.5,45.4,52.7
Long Term Debt,0.68,0.28,,,,,0.35,0.17,,,0.35,0.30,0.26,0.22,0.17,0.13,0.079,0.032,,
Total Liabilities,56.4,100.3,125.9,166.4,155.3,152.9,199.9,193.9,204.8,,199.9,293.5,238.4,233.0,193.9,215.2,186.4,195.4,204.8,211.4
Common Stock,455.7,455.7,455.7,455.7,455.7,455.7,455.7,455.7,455.7,,455.7,455.7,455.7,455.7,455.7,455.7,455.7,455.7,455.7,455.7
Additional Paid-In Capital,369.5,308.2,308.2,308.2,276.1,276.1,276.1,276.1,271.7,,276.1,276.1,276.1,276.1,276.1,276.1,271.7,271.7,271.7,271.7
Retained Earnings (Accumulated Deficit),-89.3,-97.4,-62.1,-48.0,-63.8,-75.8,-67.9,-61.1,-82.6,,-67.9,-68.8,-65.8,-72.9,-61.1,-55.5,-67.2,-74.0,-82.6,-93.9
Shareholders' Equity,"1,037",969.3,947.4,"1,085","1,039","1,029","1,208","1,217","1,193",,"1,208","1,208","1,212","1,205","1,217","1,223","1,208","1,202","1,193","1,182"
Cash from Operating Activities,54.7,27.5,4.50,-119.5,134.8,51.4,-3.51,-2.81,-19.4,,-2.63,30.8,-46.1,22.7,-10.2,-4.50,16.3,0.94,-32.2,-0.91
Cash from Investing Activities,-106.2,-73.7,-39.0,129.5,-110.6,-0.21,-3.83,-51.6,-14.8,,-3.18,-50.4,0.00,-0.12,-1.11,-2.02,-31.1,-0.80,19.1,19.3
Cash from Financing Activities,-0.63,-0.38,-0.40,-0.28,1.45,-1.45,-0.075,-0.16,-0.18,,-0.075,-0.040,-0.040,-0.041,-0.042,-0.043,-0.043,-0.044,-0.045,-0.046
Net Change in Cash,-52.1,-46.5,-34.9,9.74,25.7,49.7,-7.42,-54.6,-34.4,,-5.89,-19.6,-46.1,22.5,-11.4,-6.56,-14.8,0.094,-13.1,18.4
Free Cashflows,53.9,17.6,-4.49,-120.9,134.0,51.1,-7.71,-4.41,-22.8,,-5.81,30.4,-46.1,22.6,-11.3,-6.52,15.2,0.14,-31.6,-1.60
Free Cashflow per Share,1.18,0.39,-0.098,-2.65,2.94,1.12,-0.17,-0.097,-0.50,,-0.13,0.67,-1.01,0.50,-0.25,-0.14,0.33,0.003,-0.69,-0.035
