,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Inventory Outstanding,99.2,98.2,120.9,127.6,117.0,129.0,130.6,131.8,,,130.7,133.5,128.4,123.4,131.8,144.9,141.5,147.0,158.8,162.0
Days Sale Outstanding,58.1,58.6,52.3,50.4,55.9,52.2,56.9,51.2,,,41.2,46.9,56.9,44.4,43.5,47.2,51.2,44.7,43.0,39.9
Days Payable Outstanding,62.9,58.6,70.7,72.1,59.9,59.1,65.8,62.2,,,65.3,73.4,73.5,68.9,76.0,71.4,60.2,77.8,81.2,71.0
Cash Conversion Cycle,100.5,83.4,108.3,110.6,121.5,116.1,121.4,132.8,,,110.2,93.8,116.3,100.6,98.7,127.5,136.3,96.5,141.6,125.6
Debt to Asset Ratio,0.31,0.33,0.30,0.29,0.25,0.27,0.30,0.21,,,0.25,0.27,0.30,0.23,0.24,0.20,0.21,0.23,0.19,0.21
Debt to Equity Ratio,0.44,0.50,0.43,0.40,0.34,0.36,0.44,0.27,,,0.33,0.37,0.44,0.30,0.31,0.25,0.27,0.30,0.24,0.26
Interest Coverage Ratio,,,,,,,69.5,52.4,,,,,1.04,44.5,,,,,,
Cash and Short Term Investments,46.5,73.8,191.5,290.0,258.9,296.4,107.3,268.7,,,306.7,223.3,107.3,360.8,306.7,249.8,268.7,277.8,193.9,225.5
"Total Receivables, Net",218.0,254.3,215.8,195.9,215.1,196.2,211.8,178.9,,,152.8,174.0,211.8,164.1,158.7,168.7,178.9,152.2,144.1,129.2
Total Inventory,196.6,238.1,277.6,233.0,228.9,263.8,233.7,229.5,,,248.3,255.7,233.7,234.0,258.6,267.7,229.5,272.6,259.3,265.0
Total Current Assets,488.0,592.2,713.4,748.3,729.0,782.5,723.5,705.7,,,737.7,683.6,723.5,787.5,752.0,715.8,705.7,742.2,634.9,655.8
"Property/Plant/Equipment, Total - Net",36.2,25.4,20.9,20.6,21.8,24.7,22.2,25.3,,,26.3,23.5,22.2,20.3,20.6,21.5,25.3,24.9,22.9,21.5
Total Assets,854.7,"1,020","1,045","1,092","1,081","1,144","1,280","1,290",,,"1,104","1,170","1,280","1,338","1,305","1,275","1,290","1,323","1,214","1,246"
Accounts Payable,106.5,153.2,148.3,139.9,96.5,129.1,121.8,96.6,,,119.1,158.1,121.8,139.6,144.4,114.8,96.6,169.2,102.8,127.2
Accrued Expenses,,1.03,1.04,0.61,48.6,42.1,43.8,43.3,,,30.4,35.7,43.8,24.3,28.7,34.4,43.3,17.8,17.7,16.6
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,80.0,0.00,,,0.00,0.00,80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,199.8,267.9,238.2,232.4,180.9,211.1,302.2,184.4,,,173.4,215.0,302.2,221.9,220.1,170.2,184.4,215.5,145.2,171.3
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,262.9,337.9,315.6,313.4,271.8,304.7,388.9,271.7,,,271.6,315.9,388.9,308.3,308.2,257.7,271.7,302.5,233.4,258.9
Common Stock,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Additional Paid-In Capital,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,,,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5,36.5
Retained Earnings (Accumulated Deficit),438.3,540.0,593.4,640.9,678.6,707.4,742.9,873.0,,,696.7,712.6,742.9,883.3,857.0,871.2,873.0,880.2,838.0,845.3
Shareholders' Equity,591.7,682.1,729.6,778.5,809.0,839.5,890.9,"1,018",,,832.5,853.7,890.9,"1,030",996.7,"1,017","1,018","1,021",980.9,987.1
Cash from Operating Activities,72.2,113.2,71.0,151.7,39.0,92.1,114.7,42.1,,,16.6,39.3,15.2,50.1,-0.89,-54.7,47.7,13.1,-31.6,46.0
Cash from Investing Activities,-45.5,-13.9,-15.3,-110.2,-5.81,-57.6,-171.1,88.2,,,24.0,-42.4,-111.2,33.4,35.6,88.0,-68.9,-4.14,75.9,-34.6
Cash from Financing Activities,-36.0,-42.0,-48.0,-48.0,-45.0,-42.0,38.0,-119.0,,,-42.0,0.00,80.0,-80.0,-39.0,0.00,0.00,,-48.0,0.00
Net Change in Cash,-9.28,57.3,7.66,-6.48,-11.8,-7.46,-18.4,11.3,,,-1.32,-3.14,-16.0,3.49,-4.26,33.3,-21.2,8.94,-3.72,11.5
Free Cashflows,62.3,108.1,64.4,144.3,30.2,81.9,106.5,31.1,,,12.6,38.7,13.7,49.6,-3.11,-58.0,42.7,11.5,-32.5,45.2
Free Cashflow per Share,1.04,1.80,1.07,2.40,0.50,1.37,1.78,0.52,,,0.21,0.65,0.23,0.83,-0.052,-0.97,0.71,0.19,-0.54,0.75
