,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Accrued Expenses,14.7,18.9,16.9,17.4,17.2,15.6,9.82,19.2,,,,,9.82,14.5,16.3,19.4,19.2,17.5,16.8,17.9
Debt Due,648.5,887.7,593.6,681.6,363.5,477.2,643.5,658.0,,,461.4,450.3,643.5,567.0,748.9,742.2,658.0,585.5,517.2,601.4
Total Current Liabilities,752.0,"1,069",688.7,748.9,457.7,557.3,775.3,772.8,,,568.7,693.4,775.3,688.4,945.9,882.7,772.8,740.8,618.6,790.0
Long Term Debt,82.9,5.33,98.8,108.0,72.9,44.8,16.7,4.94,,,30.8,23.7,16.7,12.5,9.98,7.46,4.94,34.3,30.1,27.7
Total Liabilities,859.9,"1,106",822.4,894.6,568.2,638.2,821.9,809.2,,,631.6,747.1,821.9,734.3,993.1,924.2,809.2,807.6,686.0,855.6
Common Stock,487.3,499.5,499.5,499.5,499.5,499.5,499.5,499.5,,,499.5,499.5,499.5,499.5,499.5,499.5,499.5,499.5,499.5,499.5
Additional Paid-In Capital,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,,,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4,374.4
Retained Earnings (Accumulated Deficit),404.0,296.7,200.1,203.8,176.3,196.0,195.7,203.3,,,234.4,192.1,195.7,221.3,179.4,216.2,203.3,171.1,102.8,71.2
Shareholders' Equity,"1,266","1,171","1,074","1,078","1,050","1,070","1,070","1,077",,,"1,108","1,066","1,070","1,095","1,053","1,090","1,077","1,045",976.7,945.1
Cash from Operating Activities,116.6,-25.8,296.0,-62.4,358.0,-72.1,-45.4,61.2,,,101.7,11.7,-122.4,81.3,-114.8,2.62,92.0,68.8,123.9,-30.8
Cash from Investing Activities,-88.4,-112.4,-93.3,-16.0,-8.26,-11.0,-85.1,-52.6,,,0.60,-4.69,-64.1,-4.56,-16.6,-24.6,-6.82,-16.5,-53.7,-49.6
Cash from Financing Activities,-29.7,147.7,-211.9,90.2,-357.8,78.5,134.5,-9.80,,,-110.9,-23.1,190.5,-69.1,121.3,20.4,-82.3,-47.9,-75.1,81.4
Net Change in Cash,-1.52,9.56,-9.18,11.8,-8.01,-4.56,4.00,-1.19,,,-8.55,-16.0,3.94,7.64,-10.0,-1.62,2.84,4.37,-4.94,1.05
Free Cashflows,28.2,-135.1,204.7,-78.8,350.1,-82.9,-131.8,-6.30,,,101.0,6.98,-186.6,76.9,-138.3,-29.2,84.3,35.6,70.4,-80.1
Free Cashflow per Share,0.28,-1.35,2.05,-0.79,3.50,-0.83,-1.32,-0.063,,,1.01,0.070,-1.87,0.77,-1.38,-0.29,0.84,0.36,0.70,-0.80
