,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Assets,"23,436","20,727","20,687","19,833","18,000","17,813","19,546","18,824",,,"17,482","17,249","19,546","20,209","19,743","18,459","18,824","17,144","16,997","16,303"
Accounts Payable,"4,622","2,224","1,247","2,240","2,045","2,039",870.4,"2,033",,,518.4,605.9,870.4,"1,772","1,803","1,059","2,033",841.1,700.0,619.7
Accrued Expenses,"1,588","2,448",979.4,"1,512","1,595","1,781",545.1,434.8,,,467.5,457.4,545.1,482.4,504.1,480.5,434.8,471.2,421.2,369.7
Debt Due,"1,103","1,853",62.3,640.8,30.0,18.5,"1,477","1,240",,,8.50,0.00,"1,477","1,257","1,334","1,303","1,240","1,206",124.1,0.43
Total Current Liabilities,"11,192","9,117","3,791","5,784","5,006","5,298","3,707","4,350",,,"3,061","1,692","3,707","4,299","4,412","3,506","4,350","3,164","1,690","1,431"
Long Term Debt,,"1,357",916.3,,343.3,62.6,"1,481","1,119",,,"1,369","1,345","1,481","1,228","1,140","1,116","1,119","1,098","1,063","1,060"
Total Liabilities,"11,201","10,528","6,805","6,369","6,051","5,871","5,492","5,607",,,"4,806","3,371","5,492","5,790","5,774","4,801","5,607","4,359","2,854","2,594"
Common Stock,"27,533","27,533","73,039","73,039","73,039","73,039","96,104","96,104",,,"73,039","96,104","96,104","96,104","96,104","96,104","96,104","13,371","24,468","24,468"
Additional Paid-In Capital,394.4,394.4,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),"-16,002","-18,039","-19,638","-20,056","-21,571","-21,578","-20,603","-21,439",,,"-20,844","-20,779","-20,603","-20,237","-20,687","-20,999","-21,439",-895.4,-967.2,"-1,400"
Shareholders' Equity,"12,235","10,198","13,882","13,464","11,949","11,942","14,054","13,218",,,"12,676","13,878","14,054","14,420","13,969","13,658","13,218","12,785","14,143","13,710"
Cash from Operating Activities,144.1,-459.4,"-1,453",386.6,46.2,,"-1,296",834.8,,,-10.3,-249.4,"-1,231",712.2,146.7,-114.7,92.2,118.5,24.6,296.0
Cash from Investing Activities,-61.1,158.9,22.2,-0.27,250.6,,-100.1,-81.0,,,-74.7,-10.8,-0.96,-5.14,-21.9,-32.9,-22.7,-16.3,102.4,-64.8
Cash from Financing Activities,-108.0,302.3,"1,598",-379.6,-348.3,,"1,365","-1,131",,,-34.8,-113.6,"1,628",-530.7,-283.4,-119.5,-197.2,-138.4,239.0,-188.4
Net Change in Cash,-24.6,1.51,167.9,6.75,-51.3,,-32.0,-377.1,,,-119.8,-374.1,396.4,176.0,-156.8,-268.7,-127.6,-36.6,366.1,42.3
Free Cashflows,82.4,-460.2,"-1,465",385.5,43.3,,"-1,306",753.8,,,-14.7,-251.9,"-1,233",707.1,126.5,-147.5,69.5,103.1,10.8,231.2
Free Cashflow per Share,0.021,-0.12,-0.14,0.036,0.004,,-0.094,0.054,,,-0.001,-0.018,-0.089,0.051,0.009,-0.011,0.005,0.007,0.000,0.009
