,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,,,,34.4%,32.2%,2.5%,24.5%,26.2%,,,17.2%,23.1%,27.4%,26.4%,25.8%,25.1%,27.3%,23.9%,24.2%,24.3%
Operating Margin,,,,-45.7%,-87.6%,-243.9%,2.5%,17.5%,,,-64.4%,9.2%,15.8%,19.7%,15.9%,16.1%,18.6%,18.3%,18.9%,19.5%
Net Profit Margin,,,,-55.8%,-118.1%,173.3%,79.3%,17.6%,,,168.1%,44.8%,41.1%,49.7%,-10.9%,27.0%,10.5%,19.7%,22.4%,13.0%
Return on Assets,,,,-4.2%,-5.2%,1.0%,4.3%,2.7%,,,3.2%,3.0%,3.8%,3.9%,2.8%,3.2%,2.6%,2.1%,3.6%,3.5%
Return on Equity,,,,-15.7%,-47.9%,18.0%,10.0%,8.3%,,,15.6%,6.8%,2.8%,4.7%,-1.3%,3.3%,1.5%,3.4%,4.4%,2.9%
Return on Total Capital,,,,-5.2%,-5.7%,0.9%,3.9%,3.1%,,,3.9%,3.7%,3.9%,4.5%,3.2%,4.0%,3.1%,2.4%,4.3%,4.1%
SG&A to Sale,,,,80.1%,119.9%,246.3%,22.0%,8.7%,,,81.5%,13.8%,11.6%,6.7%,9.9%,9.0%,8.7%,5.6%,5.4%,4.9%
Depreciation & Amortisation,,,,1.49,4.20,2.78,367.9,"1,392",,,29.4,129.7,207.4,291.2,331.9,353.7,413.2,493.9,579.7,660.9
Tax Rate,,,,5.9%,-3.9%,-27.0%,-1.4%,-0.5%,,,-4.2%,-0.1%,0.5%,-0.2%,1.2%,0.0%,-1.2%,0.2%,-0.1%,-0.5%
Current Ratio,,,,1.76,0.39,0.46,3.54,1.41,,,0.65,0.64,3.54,2.74,2.67,1.73,1.41,2.55,2.61,2.49
Quick Ratio,,,,0.18,0.10,0.20,0.35,0.33,,,0.30,0.33,0.35,0.93,0.89,0.43,0.33,0.42,0.54,0.62
Days Inventory Outstanding,,,,12.0,6.52,0.00,0.047,0.73,,,0.039,0.041,0.065,0.19,0.29,0.74,1.22,1.59,1.92,2.11
Days Sale Outstanding,,,,76.6,301.7,"1,928",139.3,129.4,,,"1,352",556.1,139.3,199.9,152.2,131.9,129.4,80.3,76.1,74.1
Days Payable Outstanding,,,,13.4,7.29,0.00,28.0,24.2,,,94.5,61.9,51.3,42.9,37.4,33.7,32.5,34.1,33.1,30.3
Cash Conversion Cycle,,,,75.1,200.5,"1,394",67.0,49.2,,,"1,071",384.5,144.5,85.4,106.5,89.9,86.9,56.7,42.8,38.6
Debt to Asset Ratio,,,,0.64,0.88,0.94,0.61,0.64,,,0.90,0.83,0.61,0.60,0.61,0.59,0.64,0.64,0.64,0.63
Debt to Equity Ratio,,,,2.40,10.8,24.1,1.77,2.16,,,15.4,6.61,1.77,1.75,1.87,1.76,2.16,2.22,2.24,2.18
Interest Coverage Ratio,,,,,,,0.11,1.75,,,,0.35,,1.44,1.45,1.60,2.73,1.89,1.93,2.08
Cash and Short Term Investments,,,,"1,388","1,474","3,950","21,045","16,733",,,"6,338","5,333","21,045","19,179","17,776","14,624","16,733","17,468","14,803","12,868"
"Total Receivables, Net",,,,162.2,568.0,"1,273","1,660","6,093",,,"2,242","3,120","1,660","4,239","4,733","5,167","6,093","4,466","4,883","5,546"
Total Inventory,,,,16.6,,,0.85,49.7,,,0.056,0.31,0.85,5.28,7.86,34.9,49.7,82.2,102.7,135.2
Total Current Assets,,,,"1,619","2,207","5,514","24,944","25,866",,,"8,851","8,726","24,944","24,384","23,230","20,954","25,866","27,503","23,808","22,425"
"Property/Plant/Equipment, Total - Net",,,,"3,545","8,961","29,913","50,547","67,664",,,"40,411","44,647","50,547","55,549","58,287","59,930","67,664","73,362","74,309","74,780"
Total Assets,,,,"10,254","20,822","59,816","100,652","123,669",,,"75,315","79,846","100,652","105,871","106,829","107,771","123,669","130,368","129,186","130,566"
Accounts Payable,,,,18.6,,,504.9,"1,178",,,135.9,418.2,504.9,849.7,874.7,"1,078","1,178","1,650","1,539","1,869"
Accrued Expenses,,,,211.4,283.0,644.6,809.6,"1,149",,,749.3,699.4,809.6,941.5,799.9,815.4,"1,149","1,067",993.4,901.0
Debt Due,,,,545.0,"4,563","9,520","3,032","9,649",,,"10,535","10,416","3,032","3,674","1,957","8,295","9,649","3,215","3,801","3,231"
Total Current Liabilities,,,,920.1,"5,646","12,007","7,047","18,408",,,"13,655","13,624","7,047","8,915","8,688","12,091","18,408","10,798","9,135","8,996"
Long Term Debt,,,,"5,599","12,570","43,866","53,898","59,883",,,"54,114","52,129","53,898","54,283","55,924","51,011","59,883","71,957","72,341","72,155"
Total Liabilities,,,,"6,593","18,327","56,033","61,304","78,880",,,"67,949","66,035","61,304","63,668","65,047","63,633","78,880","83,528","82,483","82,333"
Common Stock,,,,"2,380","2,380","2,795","10,667","10,667",,,"3,100","8,000","10,667","10,667","10,667","10,667","10,667","10,667","10,667","10,667"
Additional Paid-In Capital,,,,,,,"20,889","20,889",,,,,"20,889","20,889","20,889","20,889","20,889","20,889","20,889","20,889"
Retained Earnings (Accumulated Deficit),,,,"-1,015","-1,827","-1,409","2,022","4,173",,,377.0,"1,053","2,022","3,729","2,438","3,643","4,173","5,465","4,509","5,595"
Shareholders' Equity,,,,"2,752","1,693","2,321","34,565","36,537",,,"4,412","9,994","34,565","36,305","34,831","36,189","36,537","37,678","36,768","37,790"
Cash from Operating Activities,,,,-138.5,"-1,046","-1,160",-716.7,"2,402",,,-823.4,-254.2,676.7,511.1,307.3,913.0,670.3,347.8,"2,117","2,789"
Cash from Investing Activities,,,,"-3,348","-8,858","-34,731","-16,422","-16,144",,,"-5,348","-3,672","-2,732","-7,461",233.5,"-2,959","-6,423","-5,414","-3,146","-3,225"
Cash from Financing Activities,,,,"4,380","9,990","37,183","34,597","10,218",,,"6,857","3,166","18,574","1,874",-947.4,"1,896","7,861","5,801","-1,609","-1,500"
Net Change in Cash,,,,893.6,86.3,"1,292","17,457","-3,524",,,686.5,-759.5,"16,516","-5,077",-403.1,-151.5,"2,108",735.2,"-2,643","-1,935"
Free Cashflows,,,,-478.6,"-9,117","-21,043","-19,723","-16,147",,,"-5,861","-4,489","-3,985","-3,457","-2,627","-3,842","-6,220","-5,552","-1,615","2,127"
Free Cashflow per Share,,,,-0.22,-4.27,-9.86,-9.25,-7.57,,,-2.75,-2.10,-1.87,-1.62,-1.23,-1.80,-2.92,-2.60,-0.76,1.00
