,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"4,313","4,014","6,715","8,109","10,070","12,650","12,675","12,983",,,"3,050","3,120","3,478","2,862","3,074","3,034","4,013","2,975","2,978","2,860"
"Cost of Revenue, Total","3,664","3,608","5,437","6,635","8,275","10,449","10,167","10,409",,,"2,459","2,480","2,777","2,244","2,448","2,430","3,287","2,370","2,323","2,239"
Gross Profit,649.1,405.8,"1,279","1,473","1,795","2,201","2,508","2,574",,,591.9,640.1,701.2,617.5,626.7,603.7,726.2,604.9,655.0,620.8
"Selling/General/Administrative Expenses, Total",388.7,497.1,505.3,616.9,665.7,741.3,941.9,957.2,,,224.2,227.1,279.0,249.6,241.3,229.3,237.0,214.1,249.1,214.1
Operating Income,260.4,-91.3,773.3,856.5,"1,129","1,460","1,566","1,617",,,367.7,413.0,422.2,367.9,385.3,374.5,489.2,390.9,405.9,406.7
Net Income,-15.9,383.4,586.7,509.5,712.8,883.4,890.1,796.6,,,214.9,218.0,245.3,172.0,187.7,185.0,252.0,180.1,177.6,174.0
EBITDA,448.0,106.0,"1,103","1,586","1,920","2,360","2,748","2,820",,,670.3,722.4,735.6,680.7,700.0,682.4,759.9,621.0,613.4,658.4
Gross Profit Margin,15.0%,10.1%,19.0%,18.2%,17.8%,17.4%,19.8%,19.8%,,,19.4%,20.5%,20.2%,21.6%,20.4%,19.9%,18.1%,20.3%,22.0%,21.7%
Operating Margin,6.0%,-2.3%,11.5%,10.6%,11.2%,11.5%,12.4%,12.5%,,,12.1%,13.2%,12.1%,12.9%,12.5%,12.3%,12.2%,13.1%,13.6%,14.2%
Net Profit Margin,-0.4%,9.6%,8.7%,6.3%,7.1%,7.0%,7.0%,6.1%,,,7.0%,7.0%,7.1%,6.0%,6.1%,6.1%,6.3%,6.1%,6.0%,6.1%
Return on Assets,-0.3%,6.5%,6.2%,3.7%,4.2%,4.1%,3.5%,2.8%,,,3.8%,3.5%,3.3%,3.0%,2.8%,2.7%,2.7%,2.6%,2.5%,2.5%
Return on Equity,-1.0%,18.6%,22.5%,9.0%,11.6%,13.1%,12.2%,10.3%,,,3.2%,3.1%,3.4%,2.4%,2.6%,2.5%,3.3%,2.4%,2.3%,2.2%
Return on Total Capital,-0.8%,15.7%,14.7%,6.8%,9.5%,10.6%,10.1%,8.2%,,,11.4%,10.7%,10.1%,9.8%,9.3%,8.3%,8.2%,7.1%,6.9%,6.8%
SG&A to Sale,9.0%,12.4%,7.5%,7.6%,6.6%,5.9%,7.4%,7.4%,,,7.3%,7.3%,8.0%,8.7%,7.8%,7.6%,5.9%,7.2%,8.4%,7.5%
Depreciation & Amortisation,187.6,197.3,330.0,729.3,790.9,899.6,"1,183","1,203",,,302.6,309.4,313.5,312.8,314.7,308.0,270.7,230.1,207.5,251.7
Tax Rate,131.2%,17.3%,19.9%,20.3%,20.5%,19.2%,20.6%,20.8%,,,20.8%,20.0%,20.3%,20.6%,22.1%,20.0%,20.6%,20.6%,22.1%,20.5%
Current Ratio,1.15,1.22,0.98,1.22,1.22,1.19,1.12,1.20,,,1.17,1.17,1.12,1.10,1.13,1.17,1.20,1.28,1.21,1.15
Quick Ratio,0.59,0.97,0.83,0.93,1.06,1.03,0.97,0.92,,,1.01,0.99,0.97,0.91,0.93,0.89,0.92,0.93,0.87,0.82
Days Inventory Outstanding,105.7,95.0,36.9,44.3,41.6,29.6,53.1,116.3,,,44.7,59.6,72.6,82.7,104.8,137.9,153.0,176.2,203.2,213.2
Days Sale Outstanding,177.3,315.5,370.6,302.8,431.6,447.8,509.1,489.8,,,448.3,500.0,509.1,536.8,509.7,501.7,489.8,499.8,466.9,460.0
Days Payable Outstanding,135.8,169.7,60.6,4.53,2.24,0.62,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,116.4,175.4,309.8,345.5,377.7,428.3,534.4,612.0,,,483.3,549.2,589.2,612.4,630.7,647.7,640.7,671.4,691.1,682.2
Debt to Asset Ratio,0.73,0.67,0.79,0.63,0.68,0.72,0.74,0.74,,,0.73,0.74,0.74,0.76,0.74,0.75,0.74,0.76,0.75,0.75
Debt to Equity Ratio,2.64,1.99,3.85,1.70,2.08,2.52,2.78,2.79,,,2.76,2.86,2.78,3.15,2.88,2.93,2.79,3.14,3.03,3.03
Interest Coverage Ratio,2.82,,5.52,2.77,3.27,3.83,3.52,2.65,,,3.82,2.94,3.70,2.43,2.67,2.62,2.85,2.38,2.28,2.17
Cash and Short Term Investments,195.7,146.8,591.6,960.8,330.8,754.9,268.8,455.7,,,188.0,355.0,268.8,"1,161",225.0,936.9,455.7,914.4,367.9,351.1
"Total Receivables, Net","2,096","3,470","6,819","6,728","11,908","15,521","17,681","17,423",,,"16,944","17,956","17,681","18,401","17,506","17,111","17,423","17,931","16,629","16,164"
Total Inventory,"1,337",541.6,556.2,"1,053",832.4,862.8,"2,094","4,539",,,"1,545","1,950","2,094","2,421","3,293","4,190","4,539","5,629","5,960","5,978"
Total Current Assets,"4,057","4,351","8,339","9,256","13,728","17,936","20,376","22,731",,,"19,533","21,115","20,376","22,335","21,305","22,503","22,731","24,719","23,233","22,734"
"Property/Plant/Equipment, Total - Net","1,219","1,368","3,334","3,942","4,302","5,208","5,396","4,824",,,"5,429","5,289","5,396","5,204","5,102","5,046","4,824","4,626","6,060","7,242"
Total Assets,"5,705","6,163","12,617","15,264","18,990","23,735","27,561","29,340",,,"25,635","27,164","27,561","29,512","28,306","29,398","29,340","31,415","31,335","32,033"
Accounts Payable,"1,648","1,706",98.8,66.0,35.5,,,,,,,,,,,,,,,
Accrued Expenses,234.5,151.3,147.0,156.2,252.4,29.8,7.91,7.82,,,330.8,382.9,7.91,7.85,7.85,7.85,7.82,7.82,7.76,7.76
Debt Due,765.6,687.1,"1,478","2,945","4,288","4,647","6,362","7,239",,,"5,946","6,464","6,362","7,649","7,250","7,409","7,239","7,846","8,597","8,137"
Total Current Liabilities,"3,534","3,579","8,473","7,587","11,236","15,041","18,252","18,970",,,"16,702","18,118","18,252","20,242","18,906","19,274","18,970","19,274","19,167","19,743"
Long Term Debt,476.2,382.5,"1,400","1,844","1,348","1,565","1,500","1,989",,,"1,613","1,536","1,500","1,591","1,580","2,056","1,989","3,819","3,675","3,603"
Total Liabilities,"4,137","4,099","10,013","9,611","12,831","16,987","20,265","21,600",,,"18,817","20,128","20,265","22,400","21,007","21,913","21,600","23,819","23,561","24,085"
Common Stock,670.9,779.5,779.5,"1,081","1,081","1,081","1,081","1,081",,,"1,081","1,081","1,081","1,081","1,081","1,081","1,081","1,081","1,081","1,081"
Additional Paid-In Capital,94.0,94.0,94.0,"2,463","2,463","2,463","2,463","2,463",,,"2,463","2,463","2,463","2,463","2,463","2,463","2,463","2,463","2,463","2,463"
Retained Earnings (Accumulated Deficit),802.9,"1,191","1,731","2,108","2,615","3,204","3,753","4,196",,,"3,274","3,492","3,753","3,568","3,756","3,941","4,196","4,052","4,230","4,403"
Shareholders' Equity,"1,568","2,064","2,604","5,652","6,159","6,748","7,297","7,740",,,"6,818","7,036","7,297","7,112","7,300","7,485","7,740","7,596","7,773","7,947"
Cash from Operating Activities,582.9,444.6,"1,558","-1,615",-802.4,"2,192",-206.3,818.1,,,-815.7,91.3,351.6,259.7,147.4,459.8,-48.6,"-1,805",888.1,823.8
Cash from Investing Activities,-345.8,-117.5,"-1,328","-1,395",444.6,-728.3,-374.6,-438.3,,,-166.4,-86.8,-78.9,-228.5,-107.9,-94.9,-7.08,47.4,"-1,517",-76.9
Cash from Financing Activities,-511.4,-376.1,-17.8,"3,279",56.8,"-1,035",94.5,-192.9,,,541.3,162.5,-358.9,861.1,-975.6,347.0,-425.5,"2,216",82.3,-763.7
Net Change in Cash,-274.4,-48.9,212.1,268.6,-301.0,428.4,-486.4,187.0,,,-440.8,167.0,-86.3,892.3,-936.1,711.9,-481.2,458.7,-546.5,-16.8
Free Cashflows,293.4,362.7,465.4,"-2,178","-1,242","1,303",-623.4,414.7,,,"-1,054",99.8,265.5,142.4,0.61,360.7,-88.9,"-1,826",-733.5,744.1
Free Cashflow per Share,0.44,0.47,0.60,-2.02,-1.15,1.21,-0.58,0.38,,,-0.98,0.092,0.25,0.13,0.001,0.33,-0.082,-1.69,-0.68,0.69
