,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Depreciation & Amortisation,,269.0,382.8,422.3,475.7,544.2,576.7,602.9,632.2,,163.0,163.2,162.0,114.7,164.5,168.8,159.2,158.5,159.7,181.6
Tax Rate,,-11.9%,12.3%,7.9%,4.4%,5.6%,4.2%,6.6%,5.4%,,10.7%,7.1%,-0.7%,6.1%,4.9%,4.2%,6.0%,8.3%,11.6%,8.1%
Current Ratio,,0.60,0.55,0.55,1.42,1.73,2.00,1.88,1.82,,1.98,1.98,1.86,1.88,1.96,1.78,1.69,1.82,1.85,1.76
Quick Ratio,,0.23,0.23,0.20,0.54,0.64,0.82,0.68,0.66,,0.78,0.77,0.66,0.68,0.70,0.64,0.60,0.66,0.66,0.60
Days Inventory Outstanding,,155.0,132.2,133.2,135.4,133.1,126.6,118.2,113.4,,123.3,124.9,121.1,121.3,123.8,123.9,119.4,114.7,115.5,118.3
Days Sale Outstanding,,83.3,76.9,61.7,74.8,64.0,69.4,63.3,59.0,,72.1,68.1,61.2,63.3,64.2,62.5,61.3,59.0,58.9,56.5
Days Payable Outstanding,,79.4,55.1,37.6,33.2,32.7,35.7,39.5,36.7,,40.1,41.5,42.5,42.8,42.0,40.6,38.4,36.1,35.8,35.3
Cash Conversion Cycle,,158.9,162.1,170.8,166.6,160.1,152.1,140.4,136.7,,152.7,152.5,141.5,139.9,144.4,146.4,142.3,139.6,137.4,142.1
Debt to Asset Ratio,,0.66,0.71,0.65,0.32,0.27,0.22,0.23,0.23,,0.23,0.23,0.23,0.23,0.22,0.23,0.24,0.23,0.23,0.25
Debt to Equity Ratio,,1.93,2.42,1.88,0.47,0.37,0.29,0.30,0.30,,0.29,0.29,0.30,0.30,0.29,0.31,0.32,0.30,0.29,0.33
Interest Coverage Ratio,,,2.25,2.05,3.06,13.1,19.2,17.0,15.3,,22.1,117.5,,15.2,21.0,56.8,24.7,8.50,19.6,86.1
Cash and Short Term Investments,,295.2,103.6,140.5,325.4,279.0,368.9,497.9,503.2,,556.5,457.7,567.2,497.9,583.6,451.5,653.5,503.2,501.2,600.7
"Total Receivables, Net",,"1,285","1,413","1,114","1,417","1,537","1,765","1,668","1,711",,"1,840","1,739","1,575","1,668","1,734","1,731","1,759","1,711","1,716","1,659"
Total Inventory,,"1,719","1,769","1,786","1,992","2,278","2,101","2,366","2,413",,"2,208","2,218","2,219","2,366","2,460","2,516","2,423","2,413","2,487","2,522"
Total Current Assets,,"3,362","3,364","3,094","3,794","4,138","4,299","4,609","4,692",,"4,679","4,479","4,430","4,609","4,866","4,778","4,906","4,692","4,816","4,887"
"Property/Plant/Equipment, Total - Net",,"4,957","5,133","5,476","5,550","5,801","5,714","5,649","5,617",,"5,706","5,711","5,698","5,649","5,603","5,574","5,630","5,617","5,577","5,658"
Total Assets,,"10,540","10,687","10,899","12,059","12,598","12,785","13,148","13,393",,"13,219","13,002","12,961","13,148","13,444","13,385","13,519","13,393","13,533","13,682"
Accounts Payable,,881.0,573.8,431.2,495.8,554.2,680.8,811.1,735.9,,720.7,751.7,805.3,811.1,827.6,804.2,784.1,735.9,782.8,712.1
Accrued Expenses,,,142.2,143.2,214.6,258.9,252.6,297.9,322.7,,277.4,315.6,316.7,297.9,319.3,369.2,383.7,322.7,331.8,376.3
Debt Due,,"4,711","5,174","4,888","1,770","1,257",945.0,"1,140","1,267",,"1,077",929.6,"1,046","1,140","1,092","1,280","1,483","1,267","1,212","1,394"
Total Current Liabilities,,"5,603","6,075","5,665","2,681","2,396","2,144","2,455","2,576",,"2,363","2,261","2,386","2,455","2,481","2,692","2,910","2,576","2,597","2,771"
Long Term Debt,,"1,288","1,425","1,364","1,004",793.8,519.8,336.3,193.5,,442.3,466.9,412.7,336.3,272.0,220.6,161.7,193.5,157.1,237.8
Total Liabilities,,"6,946","7,563","7,116","3,853","3,387","2,861","3,026","3,078",,"3,004","2,930","3,003","3,026","2,982","3,138","3,296","3,078","3,065","3,358"
Common Stock,,500.0,"2,100","2,100","2,800","2,800","2,800","2,800","2,800",,"2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800","2,800"
Additional Paid-In Capital,,701.7,,,"3,274","3,274","3,274","3,274","3,274",,"3,274","3,274","3,274","3,274","3,274","3,274","3,274","3,274","3,274","3,274"
Retained Earnings (Accumulated Deficit),,36.7,328.7,959.3,"1,409","2,374","3,139","3,430","3,690",,"3,425","3,296","3,198","3,430","3,735","3,577","3,578","3,690","3,906","3,842"
Shareholders' Equity,,"3,595","3,123","3,782","8,204","9,208","9,911","10,099","10,293",,"10,196","10,053","9,934","10,099","10,438","10,223","10,199","10,293","10,447","10,303"
Cash from Operating Activities,,-210.6,-52.6,901.6,803.1,"1,558","1,764","1,498","1,322",,309.4,509.5,470.0,209.0,320.1,310.9,421.7,269.4,257.9,439.9
Cash from Investing Activities,,"-1,221",-745.1,-526.0,-964.5,-402.0,-452.3,-649.3,-662.6,,-179.9,-60.2,-139.5,-269.6,-101.9,-175.8,-149.2,-235.8,-195.6,-228.5
Cash from Financing Activities,,"2,584",11.8,-360.3,294.7,"-1,180","-1,189",-681.2,-656.6,,59.3,-546.2,-215.3,21.1,-118.4,-278.9,-77.4,-182.0,-77.3,-121.2
Net Change in Cash,,"1,155",-766.2,36.9,159.7,-21.2,89.9,128.9,5.27,,187.5,-98.8,109.5,-69.3,85.7,-132.1,202.0,-150.3,-1.96,87.5
Free Cashflows,,"-1,104","-1,092",179.5,316.8,756.6,"1,139",954.5,650.2,,143.2,370.6,328.1,112.7,200.1,93.4,228.2,128.4,42.7,202.6
Free Cashflow per Share,,-0.39,-0.39,0.064,0.11,0.27,0.41,0.34,0.23,,0.051,0.13,0.12,0.040,0.071,0.033,0.081,0.046,0.015,0.072
