,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Revenue,"99,628","114,891","129,644","141,828","155,217","172,093","185,804","191,997",,,"45,204","45,654","48,632","48,030","46,131","46,772","51,064","51,605","51,806","50,785"
"Cost of Revenue, Total","89,402","102,760","115,673","126,771","137,937","153,722","164,352","169,639",,,"40,329","40,375","42,713","42,440","41,059","41,220","44,920","45,672","46,180","44,576"
Gross Profit,"10,226","12,130","13,971","15,057","17,280","18,370","21,452","22,358",,,"4,875","5,279","5,919","5,590","5,072","5,552","6,144","5,933","5,627","6,209"
"Selling/General/Administrative Expenses, Total","6,076","7,419","8,598","9,386","10,930","12,026","14,347","15,481",,,"3,519","3,615","3,685","3,766","3,839","3,913","3,898","4,139","4,291","4,429"
Operating Income,"4,150","4,711","5,373","6,290","7,043","7,033","8,044","7,845",,,"1,582","1,889","2,474","2,104","1,506","1,795","2,440","1,988","1,538","1,981"
Net Income,"2,604","3,534","4,299","4,922","5,378","5,413","6,178","5,942",,,"1,231","1,447","1,878","1,628","1,113","1,357","1,844","1,518","1,184","1,483"
EBITDA,"5,139","5,878","6,668","7,678","8,840","8,990","10,291","10,396",,,"2,179","2,490","2,948","2,726","2,140","2,442","2,887","2,647","2,206","2,676"
Gross Profit Margin,10.3%,10.6%,10.8%,10.6%,11.1%,10.7%,11.5%,11.6%,,,10.8%,11.6%,12.2%,11.6%,11.0%,11.9%,12.0%,11.5%,10.9%,12.2%
Operating Margin,4.2%,4.1%,4.1%,4.4%,4.5%,4.1%,4.3%,4.1%,,,3.5%,4.1%,5.1%,4.4%,3.3%,3.8%,4.8%,3.9%,3.0%,3.9%
Net Profit Margin,2.6%,3.1%,3.3%,3.5%,3.5%,3.1%,3.3%,3.1%,,,2.7%,3.2%,3.9%,3.4%,2.4%,2.9%,3.6%,2.9%,2.3%,2.9%
Return on Assets,9.3%,11.3%,12.6%,12.3%,11.7%,10.7%,11.0%,9.8%,,,10.9%,11.1%,10.9%,10.6%,10.6%,10.6%,10.0%,9.5%,9.9%,10.4%
Return on Equity,26.9%,32.5%,39.0%,38.5%,37.9%,34.4%,35.2%,31.7%,,,7.6%,9.2%,10.7%,8.5%,6.3%,8.0%,9.8%,7.5%,6.3%,8.1%
Return on Total Capital,26.6%,32.2%,38.4%,32.2%,28.7%,29.3%,30.5%,22.6%,,,31.0%,32.1%,30.5%,25.0%,26.1%,24.4%,22.6%,20.9%,22.4%,23.4%
SG&A to Sale,6.1%,6.5%,6.6%,6.6%,7.0%,7.0%,7.7%,8.1%,,,7.8%,7.9%,7.6%,7.8%,8.3%,8.4%,7.6%,8.0%,8.3%,8.7%
Depreciation & Amortisation,989.6,"1,166","1,295","1,388","1,797","1,956","2,248","2,551",,,596.9,601.6,474.5,622.7,633.4,647.1,447.0,659.1,667.7,695.1
Tax Rate,33.0%,24.7%,20.8%,20.7%,21.1%,19.8%,19.7%,21.4%,,,17.6%,20.0%,21.0%,20.2%,23.3%,21.8%,21.1%,21.7%,20.4%,22.7%
Current Ratio,0.72,0.70,0.67,0.62,0.60,0.55,0.55,0.67,,,0.46,0.47,0.55,0.62,0.56,0.60,0.67,0.70,0.64,0.62
Quick Ratio,0.048,0.059,0.059,0.068,0.063,0.071,0.078,0.100,,,0.074,0.068,0.078,0.086,0.078,0.083,0.100,0.097,0.097,0.095
Days Inventory Outstanding,26.8,25.7,26.9,29.4,31.2,31.4,29.5,29.5,,,27.8,24.9,26.9,29.3,28.6,27.3,29.0,30.4,28.0,26.3
Days Sale Outstanding,3.55,3.96,4.10,4.91,4.23,5.09,5.68,6.47,,,4.96,4.69,5.68,4.85,4.70,4.90,6.47,5.68,5.25,5.06
Days Payable Outstanding,58.0,55.6,53.5,55.9,56.6,55.3,56.2,55.2,,,46.9,45.4,52.7,54.9,49.3,45.3,49.0,53.0,48.1,44.5
Cash Conversion Cycle,-33.5,-26.6,-26.6,-25.7,-23.1,-22.2,-23.4,-18.7,,,-10.6,-18.6,-26.0,-17.8,-13.1,-12.4,-19.6,-16.5,-11.5,-13.5
Debt to Asset Ratio,0.68,0.66,0.69,0.71,0.70,0.70,0.69,0.69,,,0.69,0.70,0.69,0.66,0.68,0.69,0.69,0.66,0.67,0.68
Debt to Equity Ratio,2.13,1.97,2.28,2.41,2.37,2.36,2.33,2.29,,,2.24,2.43,2.33,2.02,2.15,2.33,2.29,1.97,2.09,2.14
Interest Coverage Ratio,65.6,55.3,64.0,37.5,29.7,25.2,23.1,23.4,,,17.6,20.8,28.6,27.2,18.1,20.9,27.3,26.7,20.0,24.7
Cash and Short Term Investments,"6,288","6,056","5,011","4,564","2,230","2,550","4,364","5,096",,,"1,664","2,414","4,364","3,573","2,521","3,110","5,096","4,424","3,526","2,541"
"Total Receivables, Net",970.0,"1,245","1,456","1,906","1,797","2,400","2,890","3,405",,,"2,425","2,338","2,890","2,493","2,428","2,545","3,405","3,041","2,893","2,844"
Total Inventory,"7,212","7,276","9,792","10,628","12,954","13,485","13,043","14,361",,,"10,895","11,144","13,043","13,627","12,451","12,554","14,361","14,402","12,943","13,206"
Total Current Assets,"14,585","14,688","16,436","17,406","17,326","18,529","20,413","22,999",,,"15,092","16,013","20,413","19,814","17,524","18,332","22,999","21,997","19,492","18,723"
"Property/Plant/Equipment, Total - Net","14,824","16,499","18,098","23,655","27,039","30,319","31,305","31,553",,,"30,835","31,104","31,305","31,021","30,935","30,830","31,553","31,292","31,201","31,378"
Total Assets,"30,319","32,291","36,104","43,666","47,910","52,859","58,976","62,065",,,"52,864","54,233","58,976","58,159","55,827","56,701","62,065","60,792","58,444","57,853"
Accounts Payable,"15,596","15,728","18,177","20,629","22,164","24,458","26,120","25,178",,,"18,856","21,344","26,120","23,807","21,182","20,378","25,178","25,032","21,913","22,303"
Accrued Expenses,993.4,"1,340","1,326","1,393","1,575","1,473","2,261","2,362",,,"1,779","2,000","2,261","2,684","2,100","2,493","2,362","2,672","2,263","2,389"
Debt Due,"2,075","2,124","3,195","3,287","2,694","5,524","6,450","3,689",,,"9,633","8,862","6,450","2,748","5,627","5,545","3,689",778.3,"3,787","3,119"
Total Current Liabilities,"20,249","21,001","24,540","27,975","28,684","33,704","37,118","34,094",,,"32,616","34,414","37,118","31,994","31,165","30,701","34,094","31,221","30,318","30,090"
Long Term Debt,127.2,103.9,165.5,"2,478","4,525","2,745","2,706","7,594",,,"2,766","2,736","2,706","5,681","5,637","7,615","7,594","7,571","7,557","7,536"
Total Liabilities,"20,639","21,428","25,083","30,879","33,703","37,118","40,965","42,809",,,"36,326","38,119","40,965","38,629","37,812","39,368","42,809","39,954","39,179","39,085"
Common Stock,"2,400","2,400","2,400","2,400","2,400","2,400","2,400","2,400",,,"2,400","2,400","2,400","2,400","2,400","2,400","2,400","2,400","2,400","2,400"
Additional Paid-In Capital,"3,290","3,290","3,290","3,290","3,290","3,290","3,290","3,290",,,"3,290","3,290","3,290","3,290","3,290","3,290","3,290","3,290","3,290","3,290"
Retained Earnings (Accumulated Deficit),"3,990","5,172","5,331","7,096","8,514","10,028","11,919","13,242",,,"10,530","10,056","11,919","13,547","11,972","11,409","13,242","14,760","13,257","12,819"
Shareholders' Equity,"9,681","10,863","11,021","12,787","14,207","15,721","17,553","18,729",,,"16,215","15,716","17,553","19,078","17,565","16,912","18,729","20,332","18,747","18,267"
Cash from Operating Activities,"5,597","5,166","5,306","7,661","6,701","9,071","11,928","6,012",,,934.7,"4,409","5,436",457.5,-792.2,"1,539","4,927","2,979",-579.9,"2,443"
Cash from Investing Activities,"-3,319","-2,831","-3,239","-6,967","-6,371","-5,544","-6,468","-2,866",,,"-1,058","-1,109","-1,124",-693.0,-168.5,-828.8,"-1,175",-735.4,-675.8,-729.2
Cash from Financing Activities,"-1,282","-2,567","-3,112","-1,140","-2,665","-3,207","-3,649","-2,411",,,-431.5,"-2,550","-2,365",-732.5,127.7,-40.8,"-1,766","-2,948",347.6,"-2,619"
Net Change in Cash,994.7,-232.5,"-1,045",-446.6,"-2,335",320.6,"1,811",734.6,,,-554.7,750.1,"1,947","-1,057",-783.0,588.9,"1,986",-671.6,-942.7,-939.9
Free Cashflows,"2,379","2,372","2,581","1,732","1,229","4,178","8,851","3,751",,,79.0,"3,541","4,589",139.0,"-1,141",968.9,"3,903","2,387","-1,034","1,754"
Free Cashflow per Share,0.50,0.49,0.54,0.36,0.26,0.87,1.84,0.78,,,0.016,0.74,0.96,0.029,-0.24,0.20,0.81,0.50,-0.22,0.37
