,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,223.6,510.5,-335.5,409.6,458.6,257.8,-8.14,19.7,,,3.50,29.1,32.6,-104.1,103.5,29.4,-9.13,-65.7,-54.8,-38.0
EBITDA,267.4,507.5,-141.2,626.8,704.1,624.1,476.6,367.5,,,167.5,132.2,148.5,29.5,166.9,127.6,43.5,14.7,29.4,27.2
Gross Profit Margin,11.9%,14.6%,3.5%,12.4%,14.3%,14.6%,12.4%,10.1%,,,15.3%,14.2%,11.5%,8.0%,12.6%,10.5%,8.6%,9.2%,9.2%,8.5%
Operating Margin,5.7%,6.8%,-3.7%,6.0%,7.3%,6.4%,4.5%,2.8%,,,7.0%,5.2%,5.3%,-0.4%,6.0%,4.0%,0.6%,-2.0%,-0.6%,-0.8%
Net Profit Margin,6.2%,8.4%,-4.9%,4.9%,5.8%,3.4%,-0.1%,0.2%,,,0.2%,1.5%,1.5%,-6.1%,4.8%,1.3%,-0.5%,-5.7%,-4.0%,-2.9%
Return on Assets,12.8%,19.1%,-9.6%,10.2%,9.7%,5.0%,-0.2%,0.4%,,,1.8%,2.0%,-0.1%,-0.7%,1.2%,1.2%,0.4%,1.2%,-2.1%,-3.6%
Return on Equity,15.5%,29.1%,-29.3%,25.9%,22.2%,12.9%,-0.4%,1.1%,,,0.2%,1.6%,1.7%,-5.9%,5.6%,1.6%,-0.5%,-3.7%,-3.2%,-2.3%
Return on Total Capital,14.3%,24.4%,-17.5%,18.8%,17.6%,9.0%,-0.3%,0.7%,,,3.6%,4.3%,-0.3%,-1.3%,2.0%,2.1%,0.7%,2.0%,-3.5%,-6.1%
SG&A to Sale,7.2%,7.9%,7.2%,6.5%,7.1%,8.2%,8.0%,7.4%,,,8.3%,9.0%,6.4%,8.4%,6.7%,6.5%,8.4%,11.2%,9.7%,9.3%
Depreciation & Amortisation,61.0,95.8,112.4,122.9,132.4,133.5,138.0,146.1,,,35.0,35.1,33.9,36.9,37.8,38.1,33.2,37.2,37.3,37.5
Tax Rate,-0.2%,1.7%,-5.2%,6.8%,5.1%,20.7%,45.6%,48.4%,,,72.4%,29.1%,-25.6%,-17.8%,17.4%,37.3%,74.1%,-13.3%,-41.4%,-166.9%
Current Ratio,2.42,2.24,1.30,1.39,1.49,1.78,1.83,1.82,,,1.50,1.48,1.83,1.94,2.12,1.79,1.82,1.90,1.90,1.74
Quick Ratio,0.77,0.64,0.39,0.45,0.30,0.58,0.52,0.58,,,0.42,0.37,0.52,0.50,0.64,0.63,0.58,0.48,0.51,0.46
Days Inventory Outstanding,76.1,72.9,73.0,69.1,105.3,126.1,128.6,113.6,,,118.9,141.0,148.7,135.3,118.2,101.0,97.0,106.5,118.3,134.4
Days Sale Outstanding,37.5,37.4,35.6,35.1,33.3,51.2,55.9,43.0,,,49.8,49.3,55.9,42.8,46.5,51.1,43.0,36.2,40.1,48.7
Days Payable Outstanding,7.80,18.6,26.9,26.4,26.0,23.6,10.6,0.17,,,16.1,23.4,14.3,9.53,18.6,9.18,0.00,0.00,0.00,0.00
Cash Conversion Cycle,89.9,74.0,76.2,76.8,115.8,147.8,182.3,161.6,,,144.7,161.7,200.7,165.6,142.9,149.0,145.1,147.8,158.7,182.1
Debt to Asset Ratio,0.30,0.43,0.68,0.60,0.58,0.55,0.61,0.57,,,0.61,0.62,0.61,0.61,0.58,0.59,0.57,0.58,0.58,0.61
Debt to Equity Ratio,0.44,0.80,2.26,1.61,1.47,1.37,1.84,1.48,,,1.76,1.88,1.84,1.75,1.53,1.62,1.48,1.54,1.56,1.74
Interest Coverage Ratio,21.6,24.3,,9.19,9.01,5.44,5.57,2.61,,,6.75,4.74,7.68,,5.81,4.11,0.48,,,
Cash and Short Term Investments,5.80,210.8,190.8,281.8,380.2,92.7,236.7,69.2,,,278.2,126.9,236.7,153.1,134.0,96.7,69.2,100.0,43.9,45.5
"Total Receivables, Net",371.8,624.5,674.0,809.6,715.4,"1,067","1,151",936.0,,,995.8,999.4,"1,151",898.6,"1,012","1,157",936.0,731.4,724.9,762.3
Total Inventory,760.4,"1,319","1,351","1,441","2,440","2,050","2,590","1,859",,,"2,232","2,775","2,590","2,395","2,144","1,940","1,859","1,999","1,874","1,960"
Total Current Assets,"1,165","2,200","2,263","2,580","3,605","3,251","4,020","2,946",,,"3,560","3,948","4,020","3,504","3,359","3,276","2,946","2,887","2,728","2,877"
"Property/Plant/Equipment, Total - Net",674.8,775.0,"1,013","1,067","1,118","1,100","1,112","1,400",,,"1,096","1,131","1,112","1,096","1,073","1,412","1,400","1,433","1,408","1,392"
Total Assets,"2,136","3,215","3,804","4,230","5,264","5,001","5,616","4,800",,,"5,265","5,584","5,616","5,052","4,935","5,152","4,800","4,764","4,562","4,688"
Accounts Payable,120.4,411.0,570.9,496.7,462.8,376.9,6.66,,,,321.0,509.8,6.66,344.3,371.1,,,,,
Accrued Expenses,102.3,95.4,97.2,113.4,111.4,110.6,96.3,91.0,,,121.3,134.8,96.3,69.4,67.5,68.6,91.0,81.3,75.1,82.2
Debt Due,220.2,385.8,841.8,"1,153","1,749","1,221","1,481","1,029",,,"1,784","1,884","1,481","1,249",975.2,"1,225","1,029","1,068",985.1,"1,214"
Total Current Liabilities,481.0,982.2,"1,734","1,856","2,412","1,827","2,195","1,616",,,"2,381","2,670","2,195","1,809","1,584","1,835","1,616","1,516","1,435","1,656"
Long Term Debt,120.3,339.9,770.6,604.2,546.7,850.7,"1,183","1,019",,,732.4,710.8,"1,183","1,160","1,137","1,105","1,019","1,175","1,137","1,117"
Total Liabilities,639.8,"1,395","2,586","2,546","3,032","2,755","3,449","2,731",,,"3,196","3,464","3,449","3,095","2,853","3,047","2,731","2,764","2,657","2,859"
Common Stock,444.5,450.1,456.5,463.5,463.5,463.5,463.5,463.5,,,463.6,463.6,463.5,463.6,463.6,463.6,463.5,463.6,463.6,463.6
Additional Paid-In Capital,717.0,744.8,776.9,812.1,812.1,812.1,812.1,812.1,,,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1,812.1
Retained Earnings (Accumulated Deficit),289.6,566.9,-87.0,322.6,781.1,779.6,641.9,661.5,,,580.2,609.3,641.9,537.8,641.3,670.7,661.5,595.9,541.0,503.1
Shareholders' Equity,"1,443","1,752","1,147","1,579","2,061","2,004","1,870","1,849",,,"1,813","1,847","1,870","1,772","1,861","1,885","1,849","1,798","1,704","1,646"
Cash from Operating Activities,15.3,231.2,-65.2,205.6,-208.1,457.7,-163.9,"1,038",,,-218.3,-230.7,99.8,199.9,360.6,134.8,342.4,-62.6,141.5,-118.1
Cash from Investing Activities,-266.7,-356.2,-457.3,-298.3,-123.0,-219.0,-161.1,-476.4,,,-40.4,-61.4,-29.2,-20.0,-40.3,-376.9,-39.3,-88.4,-51.3,-61.1
Cash from Financing Activities,85.6,199.6,484.1,162.4,426.3,-524.7,479.0,-701.8,,,37.2,139.8,46.7,-265.0,-325.9,196.8,-307.7,171.7,-146.5,182.5
Net Change in Cash,-175.1,66.1,-20.0,70.9,118.5,-287.5,144.0,-167.5,,,-222.6,-151.3,109.7,-83.6,-19.0,-37.4,-27.5,30.8,-56.1,1.67
Free Cashflows,-65.9,49.1,-368.6,-0.054,-350.7,240.5,-321.2,581.5,,,-257.6,-291.8,70.9,178.5,341.9,-243.1,304.1,-125.3,89.9,-157.6
Free Cashflow per Share,-0.15,0.11,-0.81,0.000,-0.76,0.52,-0.69,1.25,,,-0.56,-0.63,0.15,0.39,0.74,-0.52,0.66,-0.27,0.19,-0.34
