,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,-14.2%,-0.8%,-12.4%,18.4%,27.7%,30.1%,30.7%,31.1%,,,22.9%,27.0%,34.2%,36.9%,24.0%,29.9%,31.8%,34.9%,23.2%,34.1%
Operating Margin,-45.2%,-166.3%,-103.9%,-8.7%,3.2%,7.4%,7.3%,10.7%,,,-3.3%,9.2%,5.0%,18.8%,-0.2%,11.2%,10.4%,18.4%,-1.2%,17.6%
Net Profit Margin,-27.1%,-80.2%,-83.4%,-11.8%,-6.6%,1.1%,5.8%,6.1%,,,-6.3%,4.2%,0.4%,14.6%,2.9%,8.3%,-2.3%,16.1%,2.2%,7.0%
Return on Assets,-3.7%,-2.7%,-4.5%,-2.6%,-1.9%,0.4%,2.0%,2.3%,,,2.3%,2.1%,2.0%,1.4%,2.1%,2.5%,2.3%,2.6%,2.6%,2.5%
Return on Equity,-3.9%,-3.6%,-9.0%,-6.3%,-4.6%,0.8%,3.9%,4.0%,,,-0.9%,0.7%,0.1%,2.7%,0.4%,1.4%,-0.4%,2.9%,0.3%,1.2%
Return on Total Capital,-3.9%,-2.5%,-4.3%,-3.0%,-2.2%,0.4%,2.2%,2.5%,,,2.5%,2.3%,2.2%,1.5%,2.2%,2.7%,2.5%,2.7%,2.7%,2.9%
SG&A to Sale,31.0%,165.6%,91.6%,27.0%,24.5%,22.7%,23.4%,20.4%,,,26.2%,17.8%,29.2%,18.1%,24.2%,18.7%,21.4%,16.5%,24.4%,16.5%
Depreciation & Amortisation,9.86,8.42,21.7,55.5,55.6,55.6,56.2,50.6,,,14.0,14.3,14.3,13.8,14.0,13.2,9.68,9.42,9.41,9.72
Tax Rate,0.0%,11.7%,17.9%,11.9%,-356.9%,47.5%,4.9%,0.3%,,,11.0%,26.9%,91.8%,-10.3%,-56.9%,26.1%,19.2%,20.1%,440.7%,32.8%
Current Ratio,13.2,2.23,0.95,1.01,1.06,1.30,1.93,3.08,,,1.57,1.58,1.93,3.21,3.54,4.06,3.08,2.94,2.93,0.81
Quick Ratio,11.8,1.17,0.83,0.84,0.75,0.89,1.04,2.24,,,0.91,0.72,1.04,2.02,2.18,2.44,2.24,2.65,2.35,0.55
Days Inventory Outstanding,11.4,35.7,14.1,3.39,2.35,2.32,2.30,2.29,,,2.21,2.10,2.19,2.10,2.25,2.44,2.35,2.37,2.38,2.57
Days Sale Outstanding,116.0,227.3,377.3,76.3,41.0,33.6,15.9,15.0,,,20.4,16.3,15.9,18.4,13.4,13.2,15.0,20.9,15.9,12.1
Days Payable Outstanding,0.00,0.00,33.0,19.1,21.9,12.8,9.83,19.1,,,14.6,12.9,16.3,16.8,12.3,13.2,17.1,19.3,18.6,17.8
Cash Conversion Cycle,131.2,341.2,188.1,62.9,27.7,38.3,7.82,-0.79,,,11.7,7.84,-1.16,5.21,7.86,-0.33,-2.04,0.13,3.87,-2.14
Debt to Asset Ratio,0.036,0.36,0.57,0.57,0.56,0.53,0.48,0.41,,,0.50,0.50,0.48,0.45,0.44,0.43,0.41,0.38,0.36,0.34
Debt to Equity Ratio,0.037,0.57,1.33,1.35,1.29,1.14,0.94,0.69,,,1.01,1.01,0.94,0.83,0.80,0.75,0.69,0.60,0.57,0.53
Interest Coverage Ratio,,,,,0.34,0.99,1.13,2.13,,,,1.45,0.86,3.81,,2.31,2.40,5.03,,5.30
Cash and Short Term Investments,126.9,171.7,50.0,65.7,76.4,81.8,100.8,64.1,,,88.3,113.8,100.8,83.5,87.7,93.5,64.1,53.7,51.8,54.9
"Total Receivables, Net",26.2,15.5,56.9,53.9,35.4,31.0,14.3,13.6,,,18.9,15.1,14.3,16.6,12.0,11.9,13.6,18.9,14.3,11.1
Total Inventory,2.60,2.31,2.49,1.42,1.52,1.47,1.39,1.47,,,1.36,1.33,1.39,1.23,1.54,1.46,1.47,1.51,1.47,1.74
Total Current Assets,157.0,189.5,109.4,121.1,113.3,114.3,116.4,79.2,,,108.6,130.2,116.4,101.4,101.2,106.9,79.2,74.1,67.6,67.7
"Property/Plant/Equipment, Total - Net",107.4,352.0,738.7,665.2,613.9,560.6,508.3,461.3,,,535.9,523.5,508.3,494.6,480.9,470.3,461.3,452.0,444.7,435.5
Total Assets,587.7,868.8,"1,187","1,125","1,045",987.3,931.5,842.8,,,957.9,965.0,931.5,903.1,889.0,880.6,842.8,824.0,811.1,798.0
Accounts Payable,,,11.2,10.9,16.5,,12.3,11.5,,,8.43,8.10,12.3,8.76,6.42,9.86,11.5,12.7,10.6,11.6
Accrued Expenses,,,16.5,14.9,10.8,,7.16,8.76,,,6.05,8.43,7.16,6.26,5.74,7.73,8.76,8.82,8.24,8.84
Debt Due,0.00,0.00,47.0,76.7,65.2,58.1,28.1,0.00,,,47.3,59.2,28.1,9.64,11.3,2.50,0.00,0.00,0.00,57.0
Total Current Liabilities,11.9,85.1,115.6,120.2,106.9,88.2,60.2,25.7,,,69.3,82.5,60.2,31.6,28.6,26.3,25.7,25.2,23.1,83.9
Long Term Debt,,229.0,562.0,524.9,478.6,432.1,384.0,308.0,,,408.1,396.0,384.0,370.5,357.0,343.5,308.0,274.5,261.0,180.5
Total Liabilities,20.9,315.0,678.4,646.6,588.1,526.3,451.6,342.7,,,481.8,485.4,451.6,409.9,393.8,378.4,342.7,309.1,294.4,275.1
Common Stock,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1,,,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1,269.1
Additional Paid-In Capital,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,,,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2,204.2
Retained Earnings (Accumulated Deficit),93.5,80.5,35.1,4.78,-16.1,-12.3,6.66,26.9,,,2.93,6.36,6.66,19.9,21.9,28.9,26.9,41.6,43.4,49.6
Shareholders' Equity,566.8,553.8,508.4,478.0,457.2,461.0,479.9,500.1,,,476.2,479.6,479.9,493.2,495.2,502.1,500.1,514.8,516.6,522.8
Cash from Operating Activities,-20.7,14.5,-65.1,20.1,69.7,57.8,87.5,71.8,,,8.61,25.7,26.8,15.7,11.3,25.8,18.9,19.3,9.55,32.4
Cash from Investing Activities,25.2,-169.3,-391.9,-2.73,0.41,-1.46,8.96,-0.029,,,-1.25,-0.29,-0.46,0.044,1.56,0.22,-1.86,-0.14,9.96,-0.49
Cash from Financing Activities,-13.5,229.0,380.0,-8.73,-58.0,-53.7,-78.1,-104.1,,,-12.4,-0.12,-43.1,-32.0,-11.9,-22.2,-38.0,-33.5,-13.5,-23.5
Net Change in Cash,-8.89,74.2,-77.0,8.67,12.2,2.64,18.4,-32.3,,,-5.01,25.2,-16.7,-16.2,1.03,3.84,-21.0,-14.3,6.02,8.36
Free Cashflows,-40.6,-202.4,-502.3,14.8,66.2,55.5,81.8,68.2,,,6.00,23.7,26.4,15.7,11.2,24.4,17.0,19.3,8.48,30.9
Free Cashflow per Share,-1.51,-7.52,-18.7,0.55,2.46,2.06,3.04,2.53,,,0.22,0.88,0.98,0.58,0.42,0.91,0.63,0.72,0.32,1.15
