,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,16.3%,17.7%,11.1%,16.5%,-1.9%,-28.3%,6.5%,-19.5%,,,11.7%,16.6%,-2.3%,-24.6%,-15.5%,-17.3%,-21.6%,-20.1%,1.2%,10.2%
Net Profit Margin,10.3%,12.9%,5.1%,22.4%,-5.2%,-43.1%,2.6%,-18.0%,,,2.2%,11.3%,-1.9%,-23.5%,-10.0%,-17.8%,-22.9%,-22.0%,0.9%,4.3%
Return on Assets,5.2%,6.8%,2.5%,8.2%,-1.6%,-9.9%,1.0%,-5.7%,,,-6.3%,-2.1%,1.0%,-0.1%,-1.2%,-4.1%,-5.8%,-6.3%,-5.3%,-3.5%
Return on Equity,10.4%,14.7%,6.1%,16.9%,-3.3%,-25.9%,2.5%,-15.2%,,,0.5%,3.6%,-0.4%,-4.0%,-2.3%,-3.3%,-4.9%,-5.6%,0.3%,1.2%
Return on Total Capital,7.9%,9.5%,3.8%,11.5%,-2.1%,-15.1%,1.6%,-10.4%,,,-9.5%,-3.3%,1.6%,-0.1%,-2.0%,-6.9%,-10.4%,-11.9%,-10.2%,-6.9%
SG&A to Sale,15.4%,12.3%,14.0%,16.1%,20.7%,25.3%,13.4%,18.2%,,,12.5%,9.0%,15.8%,21.6%,16.2%,17.2%,18.6%,14.8%,10.4%,10.4%
Depreciation & Amortisation,113.6,146.5,201.0,217.6,266.5,288.0,316.1,321.9,,,79.0,80.5,80.6,80.4,78.6,79.7,83.2,81.6,79.8,51.5
Tax Rate,10.8%,21.8%,26.5%,20.4%,-8.5%,-14.4%,-6.4%,9.6%,,,60.7%,5.3%,66.0%,4.6%,17.0%,13.9%,6.6%,-0.1%,-69.9%,27.3%
Current Ratio,0.40,0.46,0.70,1.06,0.75,0.39,0.48,0.46,,,0.56,0.56,0.48,0.42,0.51,0.51,0.46,0.39,0.41,0.41
Quick Ratio,0.18,0.17,0.16,0.38,0.24,0.11,0.27,0.30,,,0.23,0.33,0.27,0.24,0.34,0.32,0.30,0.26,0.25,0.26
Days Inventory Outstanding,48.9,70.5,140.2,226.3,155.3,131.3,67.3,52.6,,,92.7,72.5,55.6,45.2,40.7,56.7,61.5,42.7,38.8,46.1
Days Sale Outstanding,50.4,50.5,45.8,71.2,57.6,57.1,83.7,138.6,,,104.2,111.3,83.7,78.8,100.8,132.0,138.6,110.3,107.0,103.0
Days Payable Outstanding,90.6,94.6,156.5,177.8,27.1,68.7,93.1,135.7,,,134.3,129.4,119.6,119.0,99.9,122.0,149.8,140.1,144.7,149.2
Cash Conversion Cycle,-36.6,19.8,-47.3,280.0,186.5,104.5,6.77,23.7,,,29.6,36.2,27.9,7.85,41.1,35.7,48.7,24.7,-11.2,-1.26
Debt to Asset Ratio,0.53,0.60,0.62,0.48,0.51,0.63,0.58,0.62,,,0.61,0.59,0.58,0.58,0.58,0.61,0.62,0.62,0.62,0.61
Debt to Equity Ratio,1.12,1.51,1.62,0.93,1.05,1.67,1.38,1.62,,,1.54,1.43,1.38,1.38,1.36,1.54,1.62,1.65,1.62,1.57
Interest Coverage Ratio,3.19,3.89,2.18,3.39,,,1.10,,,,1.51,3.59,,,,,,,0.23,1.47
Cash and Short Term Investments,55.8,8.62,4.01,17.3,10.5,5.33,21.4,2.14,,,74.3,15.2,21.4,7.33,8.64,3.26,2.14,28.0,15.2,3.77
"Total Receivables, Net",132.0,176.6,177.5,208.2,136.5,101.8,265.5,344.0,,,210.9,309.8,265.5,242.5,314.6,345.7,344.0,290.7,301.5,316.2
Total Inventory,90.1,254.8,559.4,332.8,264.3,217.6,124.0,140.3,,,184.6,158.4,124.0,106.6,117.8,168.7,140.3,89.5,125.2,137.4
Total Current Assets,299.9,471.3,791.9,584.3,433.2,357.7,467.3,532.6,,,517.2,526.2,467.3,420.2,477.0,549.4,532.6,446.8,486.5,497.0
"Property/Plant/Equipment, Total - Net",639.9,364.4,439.7,507.3,473.5,409.9,735.3,831.8,,,"2,401","2,348",735.3,"2,256","2,101","2,134",831.8,"2,037","1,978","1,931"
Total Assets,"2,016","2,804","3,095","2,726","2,788","2,885","2,936","2,808",,,"3,028","2,998","2,936","2,830","2,744","2,853","2,808","2,685","2,676","2,661"
Accounts Payable,231.1,231.9,677.0,24.1,80.0,172.0,300.7,381.2,,,305.2,307.0,300.7,305.7,244.8,371.6,381.2,372.0,429.1,421.6
Accrued Expenses,47.6,53.8,56.4,55.6,12.4,25.2,33.2,52.1,,,35.0,34.2,33.2,45.9,51.8,48.6,52.1,53.7,45.1,27.3
Debt Due,412.4,683.8,337.4,415.6,421.3,663.4,579.5,667.3,,,516.2,532.6,579.5,605.3,605.4,603.3,667.3,638.0,642.9,703.4
Total Current Liabilities,743.1,"1,034","1,128",552.8,576.0,915.0,968.2,"1,146",,,921.7,939.5,968.2,994.0,938.4,"1,070","1,146","1,136","1,185","1,217"
Long Term Debt,305.0,613.7,723.1,672.4,768.8,770.9,624.5,499.4,,,792.6,707.8,624.5,541.7,544.1,563.2,499.4,442.2,377.6,313.1
Total Liabilities,"1,067","1,686","1,913","1,313","1,430","1,804","1,701","1,737",,,"1,836","1,762","1,701","1,642","1,583","1,729","1,737","1,671","1,655","1,627"
Common Stock,450.0,506.2,578.6,626.8,696.4,696.4,757.1,757.1,,,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1,757.1
Additional Paid-In Capital,209.6,209.6,209.6,209.6,209.6,209.6,269.5,269.5,,,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5,269.5
Retained Earnings (Accumulated Deficit),250.4,362.4,354.7,537.5,413.4,135.7,168.7,5.44,,,127.2,170.2,168.7,121.8,95.1,58.0,5.44,-50.9,-44.9,-32.0
Shareholders' Equity,949.1,"1,117","1,182","1,413","1,359","1,081","1,234","1,071",,,"1,193","1,236","1,234","1,187","1,161","1,124","1,071","1,015","1,021","1,034"
Cash from Operating Activities,393.4,242.4,475.5,-72.6,72.3,206.1,283.8,96.5,,,91.4,41.7,86.6,74.2,-34.0,24.1,32.3,145.7,98.6,17.4
Cash from Investing Activities,-32.8,-86.4,-119.4,301.4,-75.8,-28.9,-86.1,-15.2,,,-37.2,-10.3,-26.8,-19.9,48.7,-28.5,-15.5,-8.42,-26.0,-3.44
Cash from Financing Activities,-314.4,-203.2,-360.7,-215.6,-3.24,-182.4,-181.6,-100.5,,,8.23,-90.6,-53.6,-68.3,-13.4,-0.94,-17.8,-111.4,-85.2,-25.4
Net Change in Cash,46.2,-47.2,-4.61,13.3,-6.74,-5.20,16.1,-19.3,,,62.4,-59.2,6.25,-14.1,1.31,-5.38,-1.12,25.8,-12.7,-11.5
Free Cashflows,359.4,154.7,349.7,-258.9,-13.1,175.4,196.8,17.4,,,54.1,30.7,59.7,54.0,-44.5,-4.63,12.5,137.2,70.5,13.9
Free Cashflow per Share,0.52,0.22,0.50,-0.37,-0.019,0.25,0.26,0.023,,,0.071,0.041,0.079,0.071,-0.059,-0.006,0.017,0.18,0.093,0.018
