,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,5.6%,5.9%,5.0%,4.7%,5.4%,5.6%,5.6%,5.6%,,,5.5%,5.0%,6.2%,5.8%,5.8%,5.4%,5.5%,6.0%,6.6%,6.2%
Depreciation & Amortisation,"1,187","1,226","1,184","1,122","1,164","1,173","1,075","1,100",,,262.2,269.4,258.3,263.5,264.4,283.1,296.9,286.2,284.3,280.1
Tax Rate,2.6%,6.9%,2.6%,9.7%,2.2%,6.1%,4.4%,5.6%,,,3.2%,3.9%,9.8%,4.9%,13.5%,2.9%,6.1%,5.2%,3.3%,7.0%
Current Ratio,3.84,4.23,4.18,4.77,4.95,5.09,5.28,4.54,,,5.10,5.29,5.28,5.57,4.84,4.71,4.54,5.13,4.67,5.35
Quick Ratio,1.60,1.88,1.77,1.92,2.06,2.01,2.57,1.86,,,1.94,2.27,2.57,2.34,2.17,2.18,1.86,2.27,2.07,2.33
Days Inventory Outstanding,66.6,64.5,70.1,64.5,69.9,72.6,77.0,89.1,,,77.0,76.2,78.8,80.6,82.3,87.4,94.6,97.6,95.6,92.6
Days Sale Outstanding,62.6,58.5,65.9,57.0,58.3,63.8,65.2,61.8,,,60.7,62.4,65.2,62.9,68.6,67.0,61.8,61.2,59.2,63.0
Days Payable Outstanding,24.5,40.7,41.5,39.2,38.3,40.2,43.7,45.1,,,42.4,41.5,43.2,42.2,41.0,42.3,44.5,42.6,37.2,33.2
Cash Conversion Cycle,76.8,87.7,85.3,82.9,92.9,89.9,96.2,105.3,,,94.4,96.5,99.4,105.4,106.5,113.5,112.4,122.1,121.5,126.1
Debt to Asset Ratio,0.19,0.17,0.18,0.17,0.16,0.16,0.15,0.17,,,0.16,0.16,0.15,0.15,0.16,0.17,0.17,0.15,0.17,0.15
Debt to Equity Ratio,0.23,0.20,0.21,0.20,0.19,0.19,0.18,0.20,,,0.20,0.19,0.18,0.17,0.20,0.20,0.20,0.18,0.20,0.17
Interest Coverage Ratio,159.4,79.9,158.5,252.9,270.2,266.6,314.4,342.0,,,320.9,325.4,308.9,206.0,281.3,467.7,417.4,101.9,111.5,90.6
Cash and Short Term Investments,"5,838","5,481","6,710","8,331","8,784","9,641","9,740","8,547",,,"10,012","10,481","9,740","9,705","9,394","9,346","8,547","8,301","8,668","8,825"
"Total Receivables, Net","2,869","2,764","3,253","3,354","3,318","3,635","3,904","3,832",,,"3,614","3,797","3,904","3,767","4,147","4,100","3,832","3,786","3,614","3,704"
Total Inventory,"2,647","2,848","3,172","3,329","3,367","3,651","4,083","5,223",,,"3,905","3,836","4,083","4,123","4,366","4,654","5,223","5,026","4,898","4,514"
Total Current Assets,"11,508","11,256","13,278","15,132","15,670","17,012","17,893","17,756",,,"17,778","18,288","17,893","17,841","18,007","18,246","17,756","17,227","17,332","17,129"
"Property/Plant/Equipment, Total - Net","6,373","6,622","6,691","6,406","6,901","6,145","6,066","7,179",,,"6,148","6,169","6,066","6,043","6,314","6,797","7,179","7,060","6,906","6,870"
Total Assets,"17,912","17,930","20,157","22,051","23,123","23,756","24,403","25,368",,,"24,213","24,832","24,403","24,323","24,772","25,485","25,368","25,013","24,725","24,500"
Accounts Payable,"1,916","1,552","2,015","1,934","1,739","2,151","2,243","2,466",,,"2,116","2,099","2,243","2,052","2,179","2,183","2,466","2,003","1,857","1,519"
Accrued Expenses,251.7,223.4,232.9,220.0,252.1,318.0,356.9,299.8,,,355.3,385.3,356.9,389.4,464.6,508.6,299.8,352.7,442.6,486.4
Debt Due,38.8,24.4,15.9,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.0,430.0
Total Current Liabilities,"2,994","2,659","3,177","3,172","3,165","3,339","3,386","3,914",,,"3,488","3,459","3,386","3,203","3,721","3,875","3,914","3,358","3,708","3,203"
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,"3,347","3,035","3,563","3,688","3,699","3,794","3,713","4,285",,,"3,963","3,945","3,713","3,539","4,067","4,229","4,285","3,733","4,121","3,615"
Common Stock,830.5,804.9,804.9,804.9,804.9,804.9,804.9,804.9,,,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9,804.9
Additional Paid-In Capital,"1,723","1,723","1,723","1,723","1,723","1,723","1,723","1,723",,,"1,723","1,723","1,723","1,723","1,723","1,723","1,723","1,723","1,723","1,723"
Retained Earnings (Accumulated Deficit),"12,366","12,547","13,677","15,415","15,908","16,517","17,948","18,694",,,"17,205","17,975","17,948","18,501","17,967","18,871","18,694","18,998","18,728","19,136"
Shareholders' Equity,"14,565","14,895","16,594","18,364","19,424","19,962","20,690","21,083",,,"20,250","20,887","20,690","20,784","20,705","21,255","21,083","21,280","20,604","20,885"
Cash from Operating Activities,"2,862","2,201","3,236","4,184","2,956","3,008","3,014","2,480",,,888.9,972.9,468.9,591.2,381.8,758.6,748.3,468.1,961.3,729.9
Cash from Investing Activities,"-1,243","-1,462","-1,606","-1,268","-2,182",-232.5,"-2,183","-1,339",,,-171.7,"-1,264",-941.0,809.7,-562.6,"-1,695",108.9,-885.2,-451.4,53.8
Cash from Financing Activities,"-1,209","-1,222","-1,216","-1,626","-1,610","-1,610","-1,610","-1,610",,,-804.9,0.00,-804.9,,-804.9,0.00,-804.9,,-235.8,-143.2
Net Change in Cash,849.6,-713.0,"1,075","1,282",-40.7,921.1,"-1,591",-675.2,,,-195.3,-436.5,"-1,452","1,014",-473.6,"-1,290",74.5,-591.0,-166.8,479.4
Free Cashflows,"1,466",720.5,"1,809","3,371","1,326","2,217","2,071",571.7,,,611.5,651.6,231.2,353.0,4.92,264.8,-50.9,110.4,727.7,373.9
Free Cashflow per Share,1.82,0.90,2.25,4.19,1.65,2.75,2.57,0.71,,,0.76,0.81,0.29,0.44,0.006,0.33,-0.063,0.14,0.90,0.46
