,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,-3.6%,-3.0%,3.5%,6.1%,2.9%,4.4%,8.4%,2.5%,,,2.9%,3.6%,1.0%,0.4%,-0.1%,0.8%,1.6%,0.5%,0.0%,0.1%
Return on Total Capital,-3.6%,-3.0%,3.1%,6.1%,2.9%,4.4%,8.4%,2.3%,,,4.3%,8.0%,8.4%,7.6%,5.0%,2.0%,2.4%,2.4%,2.3%,1.9%
SG&A to Sale,58.8%,69.3%,21.3%,21.9%,17.6%,16.9%,16.4%,23.8%,,,16.2%,13.5%,22.2%,30.5%,35.2%,21.5%,17.2%,25.4%,34.4%,27.5%
Depreciation & Amortisation,37.2,34.7,29.9,31.1,31.0,24.2,27.0,32.2,,,6.75,7.14,6.70,6.89,8.31,8.85,8.18,9.23,9.54,10.8
Tax Rate,0.0%,15.4%,22.6%,18.4%,23.2%,23.7%,-10.1%,22.0%,,,-24.6%,-29.7%,8.6%,17.7%,22.2%,25.9%,20.8%,19.7%,-35.5%,47.2%
Current Ratio,5.69,3.85,3.42,2.02,2.30,3.17,3.29,4.11,,,3.00,4.16,3.29,3.37,2.37,2.65,4.11,3.86,3.91,2.21
Quick Ratio,0.41,0.021,0.026,0.088,0.024,0.046,0.16,0.10,,,0.055,0.086,0.16,0.087,0.002,0.20,0.10,0.20,0.055,0.051
Days Inventory Outstanding,"1,231","2,377",858.1,"1,349",979.4,820.4,548.4,834.4,,,689.4,535.3,520.3,635.2,816.8,899.8,785.2,748.2,878.2,"1,187"
Days Sale Outstanding,15.2,3.64,2.45,1.13,1.30,1.00,0.37,0.97,,,1.13,0.84,0.37,0.66,0.62,0.87,0.97,0.97,1.13,0.98
Days Payable Outstanding,29.6,83.6,35.8,60.5,30.8,18.6,12.8,12.2,,,17.4,13.7,9.65,8.52,6.84,6.27,7.86,9.52,10.7,13.9
Cash Conversion Cycle,"1,200","2,270",819.8,"1,281",965.1,799.0,539.9,825.0,,,670.5,524.9,511.8,629.4,812.3,894.2,776.0,739.6,867.2,"1,173"
Debt to Asset Ratio,0.082,0.16,0.26,0.31,0.26,0.18,0.17,0.22,,,0.17,0.14,0.17,0.17,0.22,0.22,0.22,0.24,0.33,0.39
Debt to Equity Ratio,0.092,0.19,0.36,0.47,0.35,0.23,0.22,0.28,,,0.21,0.16,0.22,0.20,0.29,0.28,0.28,0.32,0.51,0.66
Interest Coverage Ratio,,,7.79,19.2,62.5,32.4,216.1,38.2,,,76.6,441.2,,,,20.6,"2,226",216.2,0.67,9.29
Cash and Short Term Investments,510.9,248.8,147.9,217.0,95.0,117.6,278.3,266.7,,,128.6,186.4,278.3,185.2,195.6,304.9,266.7,316.3,128.9,225.9
"Total Receivables, Net",19.4,4.31,11.0,4.07,6.11,5.33,2.69,4.56,,,5.92,5.43,2.69,4.14,3.01,3.68,4.56,4.81,5.67,4.61
Total Inventory,"1,331","2,454","2,616","3,624","3,241","2,750","2,728","2,588",,,"2,348","2,469","2,728","2,701","2,646","2,446","2,588","2,509","3,520","4,128"
Total Current Assets,"1,930","2,743","2,956","3,927","3,375","2,930","3,023","2,886",,,"2,514","2,684","3,023","2,913","2,902","2,782","2,886","2,896","3,716","4,565"
"Property/Plant/Equipment, Total - Net",395.0,393.7,381.0,390.4,370.0,368.0,368.0,404.4,,,365.6,364.3,368.0,365.1,370.2,389.5,404.4,407.8,418.7,438.0
Total Assets,"4,655","5,021","5,910","6,794","6,260","5,791","5,967","6,082",,,"5,671","5,654","5,967","5,927","6,007","5,995","6,082","6,285","7,041","7,714"
Accounts Payable,39.4,93.8,118.0,162.0,54.1,81.9,45.5,32.4,,,72.4,50.9,45.5,27.3,17.5,18.0,32.4,32.5,41.1,48.5
Accrued Expenses,11.6,34.8,72.1,36.5,44.0,29.7,57.8,48.3,,,44.7,41.6,57.8,35.9,51.1,51.4,48.3,41.7,39.9,41.1
Debt Due,0.00,0.00,2.38,960.1,635.0,361.0,687.7,244.5,,,389.2,372.2,687.7,687.8,"1,032",664.8,244.5,191.9,491.5,"1,559"
Total Current Liabilities,339.3,713.0,863.6,"1,941","1,466",924.0,920.2,701.6,,,838.6,645.1,920.2,865.6,"1,223","1,051",701.6,751.2,950.8,"2,062"
Long Term Debt,,,547.1,,,,,463.8,,,,,,,,123.8,463.8,588.8,"1,255",822.2
Total Liabilities,380.1,778.7,"1,519","2,125","1,608","1,064","1,036","1,312",,,955.7,769.8,"1,036",978.9,"1,341","1,299","1,312","1,490","2,347","3,013"
Common Stock,"4,429","5,022","5,022","5,022","5,022","5,022","5,022","5,022",,,"5,022","5,022","5,022","5,022","5,022","5,022","5,022","5,022","5,022","5,022"
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),-516.1,-547.2,-397.7,-118.0,-134.8,-57.9,147.2,-10.4,,,-69.2,100.2,147.2,164.4,-116.6,-85.7,-10.4,14.3,-85.7,-79.3
Shareholders' Equity,"4,151","4,120","4,269","4,549","4,533","4,610","4,815","4,658",,,"4,599","4,768","4,815","4,833","4,552","4,582","4,658","4,682","4,582","4,589"
Cash from Operating Activities,-65.0,-193.4,106.7,-328.8,363.6,449.5,478.3,720.4,,,382.7,140.4,-244.0,-1.24,33.4,478.0,210.2,160.5,-90.4,130.3
Cash from Investing Activities,-451.2,41.8,-757.4,-168.9,128.1,-35.5,-548.1,-402.7,,,-434.7,-75.5,-70.0,-22.4,-19.3,-327.1,-33.9,-262.0,-862.9,-720.2
Cash from Financing Activities,251.5,,549.5,410.6,-475.7,-399.4,127.5,-256.7,,,6.23,-17.2,315.5,,67.3,-243.7,-80.3,72.3,865.9,634.1
Net Change in Cash,-264.7,-151.6,-101.3,-87.1,16.0,14.5,57.7,60.9,,,-45.8,47.8,1.56,-23.6,81.4,-92.7,95.9,-29.1,-87.4,44.2
Free Cashflows,-111.9,-222.9,98.9,-364.8,359.5,431.3,464.5,662.1,,,377.3,137.1,-247.0,-9.05,29.0,447.4,194.7,150.8,-103.3,101.2
Free Cashflow per Share,-0.025,-0.044,0.020,-0.073,0.072,0.086,0.092,0.13,,,0.075,0.027,-0.049,-0.002,0.006,0.089,0.039,0.030,-0.021,0.020
