,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,128.9,125.9,148.8,150.3,210.8,258.1,93.0,164.1,,,82.6,59.1,92.5,97.6,48.2,116.2,158.1,186.5,193.3,192.5
Debt to Asset Ratio,0.54,0.47,0.17,0.13,0.12,0.094,0.23,0.24,,,0.11,0.11,0.23,0.14,0.088,0.26,0.24,0.22,0.23,0.20
Debt to Equity Ratio,1.16,0.89,0.20,0.15,0.13,0.10,0.31,0.34,,,0.13,0.13,0.31,0.16,0.097,0.37,0.34,0.29,0.31,0.26
Interest Coverage Ratio,3.74,3.34,5.46,140.4,627.0,248.3,21.7,13.6,,,13.9,33.5,26.4,9.51,11.5,,60.1,67.7,15.5,238.0
Cash and Short Term Investments,85.9,340.9,46.5,83.5,14.9,47.4,911.7,424.4,,,103.6,288.0,911.7,353.1,278.8,411.7,424.4,375.1,379.4,434.6
"Total Receivables, Net",301.7,295.7,245.5,265.1,238.8,223.8,"1,628","1,298",,,231.1,246.1,"1,628",230.3,243.2,"1,397","1,298","1,339","1,382","1,241"
Total Inventory,656.2,546.5,771.0,822.8,"1,013","1,084","3,558","3,480",,,"1,102","1,044","3,558","1,033",969.2,"3,464","3,480","3,389","3,536","3,402"
Total Current Assets,"1,049","1,239","1,074","1,176","1,281","1,367","6,166","5,261",,,"1,461","1,594","6,166","1,637","1,508","5,335","5,261","5,160","5,355","5,130"
"Property/Plant/Equipment, Total - Net","2,123","1,935","1,950","2,086","2,086","1,985","5,749","5,570",,,"1,949","1,896","5,749","1,830","1,790","5,634","5,570","5,498","5,464","5,384"
Total Assets,"3,559","3,803","3,643","3,690","3,816","3,787","12,781","11,725",,,"3,834","3,916","12,781","3,882","3,697","11,874","11,725","11,533","11,730","11,444"
Accounts Payable,141.8,138.3,134.6,124.9,105.7,110.3,646.5,798.8,,,23.1,31.0,646.5,23.5,14.5,110.7,798.8,113.3,92.6,95.1
Accrued Expenses,170.6,168.8,117.3,143.3,120.2,123.9,729.0,635.1,,,3.15,4.88,729.0,16.9,5.85,26.6,635.1,66.7,62.2,91.1
Debt Due,143.0,265.7,159.0,0.41,70.1,0.00,847.3,865.0,,,0.00,0.00,847.3,0.00,0.00,"1,030",865.0,340.0,370.0,145.0
Total Current Liabilities,511.0,629.6,506.8,382.7,358.0,260.3,"2,428","2,397",,,340.7,349.0,"2,428",449.4,234.1,"2,592","2,397","2,063","2,107","1,717"
Long Term Debt,"1,324","1,075",0.46,0.051,,,,,,,,,,,,,,,,
Total Liabilities,"1,913","1,794",601.6,473.4,446.3,354.5,"2,881","2,816",,,440.3,449.7,"2,881",539.6,326.4,"3,041","2,816","2,483","2,664","2,284"
Common Stock,999.8,999.8,"1,698","1,698","1,698","1,698","5,963","5,963",,,"1,698","1,698","5,963","1,698","1,698","5,963","5,963","5,963","5,963","5,963"
Additional Paid-In Capital,260.7,260.7,633.6,633.6,633.6,633.6,"1,134","1,134",,,633.6,633.6,"1,134",633.6,633.6,"1,134","1,134","1,134","1,134","1,134"
Retained Earnings (Accumulated Deficit),257.9,652.8,710.2,885.1,"1,038","1,101","1,559","1,090",,,"1,062","1,135","1,559","1,011","1,040","1,016","1,090","1,220","1,241","1,329"
Shareholders' Equity,"1,645","2,009","3,041","3,216","3,370","3,432","9,363","8,397",,,"3,393","3,466","9,363","3,342","3,371","8,324","8,397","8,527","8,548","8,636"
Cash from Operating Activities,485.5,673.8,388.1,587.2,207.5,398.0,"1,500",936.6,,,129.0,825.1,415.8,348.7,160.3,128.3,299.3,556.3,79.2,382.5
Cash from Investing Activities,-176.2,-117.3,-292.5,-287.2,-209.7,-159.0,-739.3,-877.5,,,-19.0,-383.1,-288.7,-160.9,-415.6,-184.0,-84.7,-77.2,-103.2,-101.2
Cash from Financing Activities,-334.4,-301.5,-390.1,-262.9,-66.5,-206.5,-423.0,-546.4,,,-135.8,-218.3,-68.8,-172.7,78.9,-283.1,-201.9,-528.4,28.2,-226.2
Net Change in Cash,-25.2,255.0,-294.5,37.1,-68.6,32.5,338.2,-487.3,,,-25.8,223.7,58.3,15.1,-176.4,-338.7,12.7,-49.3,4.30,55.2
Free Cashflows,298.1,552.2,155.1,292.7,-1.95,264.6,772.6,451.6,,,84.1,307.8,272.8,224.6,87.9,-13.2,152.3,482.3,-19.9,281.2
Free Cashflow per Share,0.050,0.093,0.026,0.049,0.000,0.044,0.13,0.076,,,0.014,0.052,0.046,0.038,0.015,-0.002,0.026,0.081,-0.003,0.047
