,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Profit Margin,-4.7%,-14.3%,3.7%,-105.0%,-51.9%,-42.3%,14.1%,11.3%,,,21.4%,6.4%,-10.7%,20.9%,0.7%,15.6%,8.6%,15.9%,-9.7%,12.5%
Return on Assets,-1.3%,-5.0%,0.5%,-7.2%,-2.6%,-3.9%,1.0%,1.2%,,,1.6%,0.0%,1.0%,0.8%,0.3%,0.7%,1.2%,1.2%,1.0%,0.8%
Return on Equity,-4.6%,-13.7%,1.0%,-12.0%,-4.1%,-6.1%,1.3%,1.6%,,,0.6%,0.1%,-0.2%,0.5%,0.0%,0.6%,0.4%,0.4%,-0.2%,0.3%
Return on Total Capital,-3.9%,-11.6%,0.8%,-10.7%,-3.7%,-6.1%,1.3%,1.6%,,,2.1%,0.0%,1.3%,1.0%,0.4%,0.9%,1.6%,1.5%,1.3%,1.0%
SG&A to Sale,11.2%,11.4%,40.1%,98.4%,106.0%,45.9%,51.3%,34.2%,,,38.6%,44.8%,66.1%,43.3%,47.8%,22.7%,32.4%,41.0%,63.2%,35.0%
Depreciation & Amortisation,11.4,9.69,12.8,18.7,16.2,13.6,5.50,4.75,,,1.38,1.25,1.22,1.12,1.17,1.16,1.30,1.04,1.09,0.94
Tax Rate,-21.2%,-16.1%,18.3%,-12.3%,0.0%,0.0%,19.4%,22.0%,,,0.0%,45.9%,-1022.2%,21.1%,80.4%,20.4%,8.0%,17.4%,-90.5%,23.8%
Current Ratio,1.58,2.10,3.22,3.45,3.51,3.66,4.33,4.38,,,4.16,4.29,4.33,4.38,4.41,4.38,4.38,4.53,4.53,4.65
Quick Ratio,1.31,1.69,2.50,2.86,2.93,2.66,3.95,2.93,,,3.88,3.94,3.95,3.98,4.03,4.05,2.93,4.29,4.27,4.41
Days Inventory Outstanding,57.0,22.0,83.6,168.1,155.9,72.2,55.2,15.2,,,74.8,66.4,41.4,25.4,22.4,42.8,32.9,12.6,17.0,28.2
Days Sale Outstanding,847.5,565.2,"1,489","2,440","3,454","2,158","4,433","2,243",,,"2,083","2,676","4,433","4,345","4,525","3,839","2,243","3,057","3,101","3,457"
Days Payable Outstanding,557.9,438.4,762.2,"1,235","2,001",899.5,516.7,184.1,,,479.3,360.9,334.6,312.2,326.5,262.8,206.8,178.4,170.5,201.1
Cash Conversion Cycle,341.4,610.5,"1,591","2,506","2,601","1,844","4,142","2,469",,,"2,044","2,872","4,068","4,449","4,524","3,760","2,556","2,613","3,103","3,482"
Debt to Asset Ratio,0.66,0.53,0.38,0.37,0.35,0.27,0.23,0.24,,,0.24,0.24,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.23
Debt to Equity Ratio,1.92,1.14,0.60,0.58,0.53,0.37,0.30,0.31,,,0.32,0.31,0.30,0.30,0.30,0.30,0.31,0.29,0.30,0.29
Interest Coverage Ratio,1.59,,1.41,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,351.2,457.6,323.4,727.4,705.1,423.3,117.5,406.0,,,418.5,420.3,117.5,118.9,113.5,92.9,406.0,59.8,62.2,52.7
"Total Receivables, Net","3,304","1,878","1,329",853.1,794.5,803.0,"1,078",825.8,,,782.6,777.4,"1,078","1,095","1,103","1,128",825.8,"1,165","1,166","1,168"
Total Inventory,66.1,45.4,33.2,17.1,10.5,8.19,3.16,3.22,,,8.84,5.34,3.16,2.67,2.39,10.6,3.22,2.29,5.16,5.52
Total Current Assets,"4,033","2,514","1,820","1,684","1,583","1,246","1,204","1,239",,,"1,219","1,211","1,204","1,221","1,223","1,236","1,239","1,232","1,239","1,231"
"Property/Plant/Equipment, Total - Net",23.0,22.1,31.3,31.7,21.8,9.54,7.77,9.72,,,9.37,8.65,7.77,8.11,7.91,7.95,9.72,10.2,9.82,9.33
Total Assets,"4,291","2,711","1,991","1,750","1,638","1,288","1,240","1,262",,,"1,255","1,246","1,240","1,246","1,245","1,256","1,262","1,255","1,260","1,254"
Accounts Payable,"1,677",540.5,175.6,194.0,161.1,72.1,34.1,43.4,,,42.4,34.6,34.1,37.6,36.2,43.7,43.4,34.5,40.2,35.9
Accrued Expenses,,,26.3,27.2,28.9,30.8,27.0,24.5,,,28.5,27.7,27.0,26.2,25.6,24.9,24.5,24.6,24.6,24.6
Debt Due,318.1,101.2,39.6,29.0,29.0,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"2,557","1,197",565.2,488.2,451.3,340.2,278.0,283.2,,,292.9,282.5,278.0,278.9,277.6,282.2,283.2,271.9,273.5,264.5
Long Term Debt,246.2,231.7,167.8,138.8,109.8,,,,,,,,,,,,,,,
Total Liabilities,"2,822","1,448",751.7,644.7,572.3,350.7,289.3,296.7,,,303.8,293.6,289.3,290.4,289.3,294.1,296.7,286.0,292.6,284.0
Common Stock,706.5,706.5,706.5,706.5,706.5,706.5,706.5,706.5,,,706.5,706.5,706.5,706.5,706.5,706.5,706.5,706.5,706.5,706.5
Additional Paid-In Capital,420.3,420.3,420.3,420.3,420.3,420.3,420.3,420.3,,,420.3,420.3,420.3,420.3,420.3,420.3,420.3,420.3,420.3,420.3
Retained Earnings (Accumulated Deficit),337.1,135.5,112.1,-21.8,-61.6,-189.7,-177.2,-163.4,,,-176.2,-174.9,-177.2,-172.5,-172.3,-166.2,-163.4,-159.1,-161.3,-158.2
Shareholders' Equity,"1,472","1,270","1,247","1,113","1,073",945.2,957.7,971.5,,,958.7,960.0,957.7,962.4,962.6,968.7,971.5,975.8,973.6,976.7
Cash from Operating Activities,-258.3,352.7,29.4,390.9,-0.80,-77.3,23.2,-70.3,,,-31.8,1.21,35.3,-13.9,-8.35,-22.2,-25.9,-20.3,0.17,-11.3
Cash from Investing Activities,-1.31,-77.2,55.8,-407.7,23.9,430.0,-249.1,374.9,,,-80.8,19.5,-23.7,21.5,3.01,1.47,348.9,-321.6,2.24,2.04
Cash from Financing Activities,-200.4,-266.6,-160.9,-39.7,-29.0,-209.4,,,,,,,,,,,,,,
Net Change in Cash,-460.0,8.82,-75.7,-56.5,-5.94,143.3,-225.9,304.6,,,-112.6,20.7,11.6,7.64,-5.34,-20.7,323.0,-341.9,2.42,-9.25
Free Cashflows,-268.3,348.6,26.6,389.8,-6.83,-78.7,19.5,-77.0,,,-31.9,0.68,35.0,-15.3,-9.32,-23.4,-29.0,-20.3,-0.50,-11.7
Free Cashflow per Share,-0.38,0.49,0.038,0.55,-0.010,-0.11,0.028,-0.11,,,-0.045,0.001,0.050,-0.022,-0.013,-0.033,-0.041,-0.029,-0.001,-0.017
