,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,19.9%,19.5%,20.6%,19.9%,19.9%,20.1%,19.9%,20.2%,,,20.8%,19.5%,19.8%,19.0%,20.5%,19.1%,23.1%,20.7%,21.1%,19.8%
Depreciation & Amortisation,"2,625","2,836","3,244","3,716","4,387","4,803","5,168","5,386",,,"1,284","1,308","1,323","1,302","1,342","1,361","1,381","1,358","1,407","1,487"
Tax Rate,23.9%,16.5%,17.6%,17.9%,18.5%,18.0%,19.5%,22.1%,,,22.0%,18.1%,17.4%,17.5%,17.6%,17.0%,41.4%,19.5%,20.3%,18.9%
Current Ratio,1.17,0.80,0.87,0.98,0.89,0.70,1.07,0.53,,,0.74,0.86,1.07,1.22,1.04,0.70,0.53,0.83,0.72,0.81
Quick Ratio,0.51,0.40,0.43,0.60,0.43,0.37,0.54,0.28,,,0.35,0.44,0.54,0.58,0.53,0.35,0.28,0.40,0.31,0.41
Days Inventory Outstanding,11.1,11.3,9.40,10.2,10.6,11.3,12.4,12.5,,,11.4,11.6,12.4,12.4,11.8,12.1,12.5,12.3,11.8,11.6
Days Sale Outstanding,34.0,34.1,35.2,37.5,37.2,32.4,33.6,33.5,,,31.1,33.5,33.6,34.5,32.7,33.8,33.9,36.9,35.1,36.7
Days Payable Outstanding,28.3,28.6,25.5,26.3,25.9,24.6,24.5,23.4,,,22.5,23.7,24.8,24.4,23.3,23.3,23.8,23.1,22.1,21.8
Cash Conversion Cycle,1.60,14.4,16.3,16.5,20.0,19.8,19.5,21.6,,,20.4,18.9,20.8,22.2,22.7,21.5,22.7,24.9,26.4,25.1
Debt to Asset Ratio,0.43,0.44,0.44,0.48,0.46,0.46,0.46,0.45,,,0.48,0.48,0.46,0.45,0.44,0.43,0.45,0.40,0.40,0.36
Debt to Equity Ratio,0.79,0.82,0.83,0.95,0.90,0.87,0.90,0.85,,,0.98,0.97,0.90,0.86,0.84,0.78,0.85,0.69,0.69,0.59
Interest Coverage Ratio,6.92,9.17,7.98,9.18,8.66,10.2,6.71,10.1,,,5.09,7.19,7.80,11.4,8.58,13.2,7.44,10.4,9.50,20.8
Cash and Short Term Investments,"4,340","3,857","4,182","5,486","5,557","4,765","5,663","5,850",,,"6,053","5,517","5,663","7,136","5,786","6,424","5,850","11,846","10,449","7,873"
"Total Receivables, Net","3,377","4,298","4,931","5,831","6,484","6,033","6,699","7,290",,,"5,946","6,551","6,699","7,099","6,853","7,156","7,290","8,039","7,758","8,268"
Total Inventory,"1,038",779.9,918.7,"1,111","1,286","1,516","1,735","1,786",,,"1,476","1,512","1,735","1,592","1,621","1,697","1,786","1,704","1,704","1,704"
Total Current Assets,"8,877","9,086","10,229","12,698","13,582","12,595","14,394","15,198",,,"13,713","13,880","14,394","16,138","14,560","15,645","15,198","21,981","20,320","18,276"
"Property/Plant/Equipment, Total - Net","29,430","33,152","38,875","46,935","52,950","56,461","71,559","74,496",,,"67,989","68,465","71,559","71,853","72,295","72,620","74,496","75,136","75,610","75,853"
Total Assets,"58,792","68,461","76,399","93,370","102,335","107,015","122,627","133,499",,,"118,088","118,716","122,627","124,885","123,649","125,805","133,499","135,568","134,354","132,558"
Accounts Payable,"2,356","2,225","2,383","2,870","2,977","3,123","3,306","3,310",,,"2,899","3,220","3,306","3,234","3,089","3,295","3,310","3,260","3,113","3,303"
Accrued Expenses,"1,816","2,277","2,492","2,798","5,013","5,230","5,235","5,968",,,"4,060","4,937","5,235","4,616","4,998","5,341","5,968","5,135","5,733","5,923"
Debt Due,"1,194","4,207","4,072","4,262","2,939","5,964","1,625","15,196",,,"7,859","4,635","1,625","1,564","2,542","10,088","15,196","11,430","13,010","9,309"
Total Current Liabilities,"7,578","11,373","11,761","12,894","15,295","17,877","13,417","28,499",,,"18,616","16,082","13,417","13,201","13,961","22,200","28,499","26,498","28,056","22,583"
Long Term Debt,"15,598","15,708","18,729","27,411","27,060","25,933","37,711","24,753",,,"33,411","36,030","37,711","37,469","35,446","25,980","24,753","21,227","19,230","19,122"
Total Liabilities,"25,375","30,074","33,755","44,372","47,338","48,710","56,756","60,061",,,"57,045","57,153","56,756","56,313","55,001","53,776","60,061","54,230","53,751","48,201"
Common Stock,"1,545","1,545","1,549","1,549","1,549","1,549","1,549","1,567",,,"1,549","1,549","1,549","1,549","1,556","1,567","1,567","1,567","1,569","1,589"
Additional Paid-In Capital,"20,022","20,022","20,482","20,482","20,482","20,482","20,573","24,741",,,"20,482","20,573","20,573","20,573","22,286","24,662","24,741","24,741","25,180","30,166"
Retained Earnings (Accumulated Deficit),"9,159","15,328","18,857","23,229","26,368","29,239","34,490","37,833",,,"32,060","32,464","34,490","37,410","35,891","36,734","37,833","46,272","45,160","44,078"
Shareholders' Equity,"31,995","36,853","40,681","46,780","52,499","55,719","63,071","70,320",,,"58,456","58,862","63,071","65,805","65,820","69,069","70,320","78,243","77,490","81,097"
Cash from Operating Activities,"6,195","8,409","8,527","10,403","12,866","12,447","10,933","14,804",,,"2,954","3,485","3,260","3,494","3,246","4,097","3,966","2,749","3,547","4,296"
Cash from Investing Activities,"-3,775","-9,716","-7,619","-16,156","-5,183","-9,492","-11,870","-13,351",,,"-4,288","-1,192","-1,740","-1,647","-1,339","-1,918","-8,447","8,788",100.0,"-3,901"
Cash from Financing Activities,"-1,033","1,020",-436.3,"5,284","-5,763","-4,266","1,811","-1,511",,,945.5,"-2,827","-1,396",-376.0,"-3,259","-1,534","3,658","-7,346","-3,243","-3,075"
Net Change in Cash,"1,386",-286.2,471.8,-468.7,"1,920","-1,312",874.3,-57.6,,,-388.0,-535.3,124.0,"1,472","-1,352",645.4,-822.9,"4,191",404.5,"-2,680"
Free Cashflows,"2,635","2,618","1,183","2,605","6,889","3,940","-4,370","7,685",,,"-6,114","2,183","1,576","1,915","1,646","2,350","1,775",855.9,"1,685","2,542"
Free Cashflow per Share,0.17,0.17,0.076,0.17,0.44,0.25,-0.28,0.49,,,-0.39,0.14,0.10,0.12,0.11,0.15,0.11,0.055,0.11,0.16
