,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash and Short Term Investments,22.2,56.5,58.6,13.5,28.4,20.6,23.8,20.3,,,69.2,56.0,23.8,27.1,24.7,42.3,20.3,33.6,32.0,33.7
"Total Receivables, Net",443.4,480.6,584.1,544.9,584.5,582.6,535.8,535.7,,,600.7,504.9,535.8,595.2,617.0,548.3,535.7,648.5,649.8,552.1
Total Inventory,691.8,632.4,796.3,674.8,685.0,624.1,577.7,770.3,,,537.3,599.1,577.7,588.7,658.9,688.2,770.3,731.8,754.6,861.6
Total Current Assets,"1,173","1,193","1,461","1,252","1,335","1,239","1,151","1,366",,,"1,216","1,167","1,151","1,218","1,311","1,285","1,366","1,422","1,448","1,455"
"Property/Plant/Equipment, Total - Net","1,577","2,287","2,638","2,404","2,144","1,892","1,765","1,695",,,"1,797","1,772","1,765","1,722","1,683","1,681","1,695","1,665","1,746","1,774"
Total Assets,"3,093","3,669","4,240","3,791","3,593","3,238","3,017","3,138",,,"3,118","3,046","3,017","3,042","3,101","3,071","3,138","3,161","3,277","3,321"
Accounts Payable,120.9,123.8,202.2,108.0,145.7,124.0,156.3,175.5,,,156.1,178.8,156.3,253.5,255.5,161.6,175.5,239.2,172.5,170.6
Accrued Expenses,31.4,34.7,47.5,49.7,66.7,62.1,73.6,61.1,,,,,73.6,,,,61.1,,,
Debt Due,256.7,287.3,676.1,800.5,743.4,923.6,530.6,517.4,,,569.2,628.4,530.6,271.5,376.3,576.0,517.4,204.2,373.9,535.2
Total Current Liabilities,613.5,707.7,"1,051","1,048","1,069","1,213",884.6,922.4,,,979.5,999.0,884.6,771.0,884.6,944.4,922.4,733.9,864.3,965.2
Long Term Debt,370.3,661.4,823.8,425.0,117.8,13.1,11.8,9.38,,,11.6,12.0,11.8,14.1,12.4,10.8,9.38,7.96,6.51,5.65
Total Liabilities,"1,046","1,430","1,940","1,547","1,269","1,342","1,023","1,062",,,"1,112","1,135","1,023",907.7,"1,022","1,082","1,062",873.0,"1,022","1,125"
Common Stock,"1,027","1,038","1,047","1,048","1,048","1,048","1,048",948.0,,,"1,048","1,048","1,048","1,048",948.0,948.0,948.0,948.0,948.0,948.0
Additional Paid-In Capital,297.0,318.5,330.9,331.7,331.7,331.7,331.7,331.7,,,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7
Retained Earnings (Accumulated Deficit),725.3,881.7,921.3,864.8,944.3,"1,037","1,136",796.4,,,"1,147","1,053","1,136","1,276",799.8,708.8,796.4,"1,008",975.7,916.2
Shareholders' Equity,"2,047","2,238","2,300","2,245","2,324","1,896","1,995","2,076",,,"2,006","1,912","1,995","2,135","2,079","1,988","2,076","2,288","2,255","2,196"
Cash from Operating Activities,341.5,689.9,458.0,688.5,700.5,710.2,822.5,506.7,,,278.2,136.5,111.6,275.0,87.7,37.0,107.0,254.2,150.5,110.4
Cash from Investing Activities,-565.4,-586.3,-570.3,-57.4,-19.1,24.7,-91.5,-140.0,,,-11.5,-33.6,-41.2,-7.85,-21.2,-44.3,-66.6,75.8,-148.2,-77.6
Cash from Financing Activities,189.2,-69.4,113.9,-675.8,-666.9,-743.0,-724.5,-369.6,,,-260.9,-115.5,-102.2,-263.6,-69.2,25.6,-62.4,-317.0,-3.61,-31.0
Net Change in Cash,-34.4,34.3,2.10,-45.1,14.9,-7.83,3.24,-3.51,,,4.88,-13.2,-32.1,3.30,-2.46,17.6,-21.9,13.3,-1.57,1.70
Free Cashflows,-227.6,40.5,-84.5,629.3,681.2,682.6,726.4,364.8,,,266.7,102.8,67.9,267.1,66.3,-7.39,38.8,239.0,5.32,31.5
Free Cashflow per Share,-0.22,0.039,-0.081,0.60,0.65,0.72,0.77,0.38,,,0.27,0.11,0.072,0.28,0.070,-0.008,0.041,0.25,0.006,0.033
