,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
EBITDA,,,,,197.1,282.0,369.8,607.6,,,22.3,119.1,119.1,231.9,105.8,113.2,134.9,139.6,79.4,82.6
Gross Profit Margin,,,,,34.4%,33.6%,34.5%,36.0%,,,32.6%,32.8%,32.8%,37.8%,31.1%,34.8%,37.4%,42.4%,32.6%,31.6%
Operating Margin,,,,,6.6%,6.5%,8.8%,16.4%,,,-11.1%,11.9%,11.9%,22.4%,9.8%,12.3%,15.2%,17.4%,6.3%,6.5%
Net Profit Margin,,,,,-1.8%,-1.5%,1.3%,9.7%,,,-17.7%,4.7%,4.7%,15.1%,4.3%,5.4%,8.4%,11.6%,2.5%,2.4%
Return on Assets,,,,,-0.4%,-0.4%,0.4%,4.6%,,,,-0.7%,-0.3%,2.2%,8.0%,8.1%,9.1%,3.2%,2.8%,2.4%
Return on Equity,,,,,-3.8%,-1.6%,1.9%,17.6%,,,0.0%,2.2%,2.2%,0.0%,1.8%,0.0%,3.4%,4.3%,0.5%,0.5%
Return on Total Capital,,,,,-1.2%,-0.7%,0.7%,6.9%,,,0.0%,-1.2%,-0.4%,0.0%,5.8%,0.0%,6.3%,4.5%,4.2%,3.8%
SG&A to Sale,,,,,27.8%,27.1%,25.7%,19.7%,,,43.6%,20.9%,20.9%,15.4%,21.3%,22.5%,22.1%,25.0%,26.3%,25.1%
Depreciation & Amortisation,,,,,132.8,202.8,217.6,210.0,,,53.9,54.9,54.9,52.7,51.5,52.3,52.9,52.6,53.9,55.2
Tax Rate,,,,,-47.0%,40.5%,22.4%,17.8%,,,16.9%,20.9%,20.9%,19.0%,7.0%,20.7%,18.8%,11.8%,-22.9%,9.0%
Current Ratio,,,,,0.29,0.62,0.96,1.13,,,,0.96,0.96,,1.03,,1.13,1.12,1.06,1.00
Quick Ratio,,,,,0.041,0.048,0.058,0.071,,,0.00,0.058,0.058,0.00,0.073,0.00,0.071,0.062,0.043,0.043
Days Inventory Outstanding,,,,,321.4,395.5,464.1,326.5,,,,800.7,541.9,429.6,142.7,146.3,132.1,316.6,369.7,408.8
Days Sale Outstanding,,,,,44.6,33.4,23.7,13.2,,,,35.6,24.2,,15.0,,13.4,14.5,14.2,14.8
Days Payable Outstanding,,,,,68.2,53.6,54.5,45.2,,,,104.5,70.7,56.1,14.4,14.8,19.9,44.3,49.6,51.9
Cash Conversion Cycle,,,,,298.6,377.1,417.9,302.3,,,,732.3,495.7,448.7,121.5,154.0,99.1,289.2,332.0,374.6
Debt to Asset Ratio,,,,,0.89,0.78,0.79,0.72,,,,0.79,0.79,,0.73,,0.72,0.72,0.60,0.59
Debt to Equity Ratio,,,,,8.75,3.56,3.71,2.57,,,,3.71,3.71,,2.75,,2.57,2.57,1.51,1.46
Interest Coverage Ratio,,,,,0.83,0.72,1.23,3.59,,,,1.98,1.98,6.01,1.87,2.25,3.15,4.12,1.46,1.70
Cash and Short Term Investments,,,,,91.7,36.7,63.3,68.6,,,,63.3,63.3,,25.1,,68.6,81.9,349.3,166.6
"Total Receivables, Net",,,,,119.5,110.6,112.2,87.9,,,,112.2,112.2,,99.9,,87.9,83.1,75.6,75.7
Total Inventory,,,,,564.4,"1,216","1,667","1,115",,,,"1,667","1,667",,"1,254",,"1,115","1,195","1,287","1,381"
Total Current Assets,,,,,849.8,"1,443","1,884","1,400",,,,"1,884","1,884",,"1,414",,"1,400","1,509","1,860","1,758"
"Property/Plant/Equipment, Total - Net",,,,,"3,563","3,483","3,330","3,185",,,,"3,330","3,330",,"3,256",,"3,185","3,173","3,153","3,140"
Total Assets,,,,,"4,670","5,174","5,442","4,781",,,,"5,442","5,442",,"4,878",,"4,781","4,881","5,219","5,127"
Accounts Payable,,,,,119.8,121.3,217.6,167.9,,,,217.6,217.6,,126.6,,167.9,155.3,177.8,160.8
Accrued Expenses,,,,,75.8,69.3,194.2,109.7,,,,194.2,194.2,,121.9,,109.7,114.2,111.2,83.5
Debt Due,,,,,"2,362","1,535",920.6,339.5,,,,920.6,920.6,,551.9,,339.5,350.4,782.5,815.0
Total Current Liabilities,,,,,"2,972","2,334","1,957","1,237",,,,"1,957","1,957",,"1,367",,"1,237","1,353","1,753","1,754"
Long Term Debt,,,,,"1,059","1,585","2,213","2,079",,,,"2,213","2,213",,"2,087",,"2,079","2,052","1,282","1,179"
Total Liabilities,,,,,"4,154","4,039","4,286","3,441",,,,"4,286","4,286",,"3,578",,"3,441","3,515","3,144","3,042"
Common Stock,,,,,400.0,"1,223","1,223","1,223",,,,"1,223","1,223",,"1,223",,"1,223","1,223","1,598","1,598"
Additional Paid-In Capital,,,,,,464.9,464.9,464.9,,,,464.9,464.9,,464.9,,464.9,464.9,820.0,820.0
Retained Earnings (Accumulated Deficit),,,,,33.8,38.3,60.0,244.4,,,,60.0,60.0,,204.7,,244.4,269.5,249.0,259.3
Shareholders' Equity,,,,,474.6,"1,135","1,156","1,341",,,,"1,156","1,156",,"1,301",,"1,341","1,366","2,075","2,086"
Cash from Operating Activities,,,,,4.62,-3.18,177.0,830.7,,,-27.3,115.8,115.8,282.2,201.4,136.6,173.6,57.8,12.1,-71.7
Cash from Investing Activities,,,,,"-1,330",-379.2,-162.0,-58.8,,,-66.6,-14.4,-14.4,-12.5,-15.0,-15.4,-15.6,-28.2,-331.5,148.5
Cash from Financing Activities,,,,,"1,374",329.7,11.6,-766.7,,,90.5,-84.7,-84.7,-284.8,-209.5,-127.8,-136.2,-16.3,289.6,-70.0
Net Change in Cash,,,,,48.2,-53.6,26.6,5.26,,,-3.40,16.7,16.7,-15.2,-23.1,-6.49,21.8,13.3,-29.8,6.67
Free Cashflows,,,,,4.62,-3.18,21.2,772.6,,,-27.3,37.9,37.9,269.0,187.5,121.7,144.5,30.4,-21.0,-104.3
Free Cashflow per Share,,,,,0.014,-0.010,0.066,2.42,,,,0.12,0.12,,0.59,,0.45,0.095,-0.066,-0.33
