,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Total Receivables, Net",560.3,666.9,893.0,711.5,671.5,300.5,318.9,371.2,,,322.5,378.1,318.9,445.4,431.0,460.7,371.2,330.9,339.6,332.2
Total Inventory,238.2,124.7,141.1,119.8,273.3,160.3,44.5,40.9,,,92.4,43.9,44.5,41.1,56.9,46.5,40.9,51.3,58.0,31.6
Total Current Assets,961.6,935.6,"1,137","1,051","1,236",589.1,432.7,591.3,,,574.5,581.7,432.7,530.4,527.1,544.0,591.3,421.2,437.7,399.0
"Property/Plant/Equipment, Total - Net",471.5,506.4,676.4,486.5,442.6,405.9,371.8,573.5,,,387.3,377.5,371.8,698.5,684.2,720.2,573.5,559.9,546.6,537.3
Total Assets,"1,619","1,708","2,140","1,900","2,071","1,676","1,327","1,610",,,"1,679","1,647","1,327","1,690","1,662","1,724","1,610","1,394","1,354","1,306"
Accounts Payable,245.7,257.1,153.9,86.9,149.5,80.1,109.4,194.2,,,48.9,61.8,109.4,196.3,172.4,191.8,194.2,205.5,191.3,152.4
Accrued Expenses,37.4,33.9,198.8,138.8,89.9,70.0,87.0,122.4,,,87.4,135.4,87.0,140.5,121.1,123.3,122.4,119.5,117.8,121.9
Debt Due,549.9,557.2,909.7,885.0,839.5,904.1,659.6,833.5,,,932.9,961.3,659.6,820.8,872.2,918.6,833.5,756.3,816.5,844.6
Total Current Liabilities,893.6,913.0,"1,310","1,184","1,388","1,387","1,140","1,500",,,"1,446","1,515","1,140","1,511","1,537","1,592","1,500","1,372","1,429","1,411"
Long Term Debt,113.7,139.4,155.9,79.7,50.5,7.77,1.00,1.52,,,86.3,63.1,1.00,47.0,37.6,30.9,1.52,0.63,0.50,0.44
Total Liabilities,"1,024","1,080","1,506","1,317","1,499","1,462","1,217","1,594",,,"1,595","1,642","1,217","1,642","1,660","1,714","1,594","1,441","1,522","1,505"
Common Stock,278.0,292.1,303.3,361.2,376.8,376.8,456.4,709.6,,,376.8,376.8,456.4,456.4,456.4,456.4,709.6,709.6,709.6,709.6
Additional Paid-In Capital,269.1,279.1,286.9,327.2,337.8,297.4,297.4,94.8,,,297.4,297.4,297.4,297.4,297.4,297.4,94.8,94.8,94.8,94.8
Retained Earnings (Accumulated Deficit),37.5,51.2,39.2,-103.7,-143.0,-460.6,-658.9,-828.1,,,-590.3,-669.2,-658.9,-721.0,-764.9,-783.5,-828.1,-871.2,-996.5,"-1,027"
Shareholders' Equity,593.4,625.1,629.4,584.7,571.6,213.6,94.9,3.90,,,83.9,5.04,94.9,32.8,-11.2,-2.08,3.90,-58.4,-183.7,-214.0
Cash from Operating Activities,13.3,88.3,-35.7,-118.3,56.3,15.3,380.9,-24.5,,,-33.7,6.03,444.2,-5.73,-30.9,-26.4,38.5,-16.0,-66.0,-14.0
Cash from Investing Activities,-123.4,-95.4,-268.4,74.6,-18.7,11.6,-117.4,55.9,,,-1.12,0.30,-116.4,-1.78,-0.98,-0.89,59.5,97.8,19.4,-1.65
Cash from Financing Activities,131.1,-14.3,271.6,30.2,-41.5,-45.6,-228.2,-54.2,,,35.6,-9.74,-287.7,-18.6,26.1,24.4,-86.1,-92.2,48.2,15.2
Net Change in Cash,21.1,-21.4,-32.6,-13.6,-3.98,-18.6,35.3,-22.8,,,0.72,-3.42,40.1,-26.1,-5.78,-2.88,12.0,-10.4,1.57,-0.49
Free Cashflows,-111.6,31.3,-217.8,-132.4,44.6,12.2,377.5,-37.6,,,-35.5,6.29,442.5,-11.6,-33.4,-28.3,35.7,-16.5,-66.9,-15.7
Free Cashflow per Share,-0.40,0.11,-0.72,-0.37,0.12,0.032,0.83,-0.053,,,-0.094,0.017,0.97,-0.026,-0.073,-0.062,0.050,-0.023,-0.094,-0.022
