,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,9.2%,5.3%,4.5%,-8.0%,12.7%,14.3%,14.8%,3.9%,,,12.6%,16.3%,15.3%,13.9%,15.9%,13.5%,3.8%,2.5%,-2.7%,-7.0%
Return on Equity,12.4%,9.0%,7.5%,-14.2%,22.4%,20.8%,21.1%,5.9%,,,1.5%,7.0%,6.1%,6.0%,5.2%,2.9%,-10.1%,4.3%,-1.6%,-2.6%
Return on Total Capital,12.4%,9.0%,7.5%,-14.2%,20.9%,19.6%,21.1%,5.9%,,,18.3%,22.5%,21.1%,20.0%,23.1%,20.6%,5.9%,3.5%,-4.1%,-10.3%
SG&A to Sale,0.3%,0.5%,0.3%,0.3%,0.5%,0.4%,0.4%,0.5%,,,0.6%,0.5%,-0.1%,0.5%,0.4%,0.4%,-0.1%,0.6%,0.5%,0.5%
Depreciation & Amortisation,"1,366","2,129","2,186","2,522","2,800","2,920","2,828","2,737",,,713.4,695.7,686.4,670.2,676.7,696.4,693.5,666.2,647.7,628.4
Tax Rate,30.3%,24.2%,16.6%,18.5%,22.5%,20.7%,18.6%,19.3%,,,16.3%,18.4%,18.6%,15.6%,23.3%,24.2%,21.1%,18.1%,27.9%,21.6%
Current Ratio,2.33,1.46,1.43,1.27,1.09,1.66,1.71,1.63,,,1.64,1.65,1.71,1.72,1.74,1.71,1.63,1.68,1.63,1.61
Quick Ratio,0.87,0.61,0.66,0.59,0.43,0.81,0.73,0.80,,,0.51,0.67,0.73,0.68,0.65,0.78,0.80,0.66,0.71,0.72
Days Inventory Outstanding,32.5,29.3,32.4,29.2,24.4,26.4,29.7,24.0,,,33.5,32.1,30.8,32.5,35.4,36.2,27.6,26.2,28.5,25.7
Days Sale Outstanding,27.6,28.7,33.6,22.1,17.7,27.4,26.2,21.9,,,15.2,20.9,26.2,28.0,25.9,27.9,21.9,20.3,21.7,19.4
Days Payable Outstanding,28.3,26.7,30.3,25.2,18.0,17.5,19.0,17.8,,,20.6,19.0,20.7,23.5,27.8,22.3,17.0,9.79,0.00,0.00
Cash Conversion Cycle,31.9,28.2,31.8,43.7,33.7,31.2,34.5,26.1,,,35.2,29.3,33.5,32.6,30.8,46.8,32.5,47.4,49.7,46.7
Debt to Asset Ratio,0.26,0.41,0.42,0.35,0.40,0.31,0.30,0.30,,,0.27,0.28,0.30,0.32,0.33,0.33,0.30,0.32,0.32,0.29
Debt to Equity Ratio,0.35,0.69,0.71,0.53,0.66,0.44,0.42,0.43,,,0.38,0.39,0.42,0.48,0.49,0.48,0.43,0.46,0.47,0.41
Interest Coverage Ratio,,806.3,563.1,,"1,134",110.7,102.5,40.5,,,22.3,141.9,153.4,179.2,351.6,69.5,,374.8,,
Cash and Short Term Investments,"10,103","7,564","3,380","2,286","3,949",232.9,"2,171",73.9,,,196.5,"1,413","2,171","5,293","3,219",43.2,73.9,"1,071",35.7,18.3
"Total Receivables, Net","18,201","20,722","24,028","13,858","8,660","11,647","12,253","12,541",,,"6,914","9,686","12,253","13,443","13,512","15,269","12,541","11,495","12,103","10,426"
Total Inventory,"20,446","20,896","24,515","13,378","9,033","11,776","14,244","12,820",,,"14,993","12,817","14,244","15,219","19,239","18,328","12,820","16,540","15,594","12,642"
Total Current Assets,"48,843","49,253","52,122","29,758","21,881","23,707","28,765","25,521",,,"22,177","24,008","28,765","34,181","36,169","33,737","25,521","29,249","27,922","23,255"
"Property/Plant/Equipment, Total - Net","36,481","34,932","38,140","37,886","39,006","36,171","30,791","28,698",,,"33,110","31,976","30,791","28,803","29,991","28,819","28,698","27,633","26,517","26,381"
Total Assets,"85,674","84,489","90,693","68,477","61,122","60,188","59,797","55,011",,,"55,538","56,207","59,797","63,196","66,377","62,744","55,011","57,676","55,217","50,847"
Accounts Payable,"17,795","19,961","22,531","10,268","6,285","7,534","9,172","10,986",,,"7,448","8,976","9,172","12,142","14,868","8,207","10,986",,,
Accrued Expenses,,979.6,545.1,992.8,"1,188","1,146","3,218","3,570",,,999.2,931.5,"3,218","3,998","3,446","1,346","3,570","3,303","3,036","3,436"
Debt Due,0.00,0.00,0.00,0.00,"1,329","3,840","2,354",8.27,,,"3,642","2,990","2,354","1,413",611.0,"8,935",8.27,0.00,"3,210","1,607"
Total Current Liabilities,"21,005","33,818","36,516","23,438","20,021","14,291","16,848","15,704",,,"13,492","14,509","16,848","19,852","20,734","19,697","15,704","17,459","17,143","14,412"
Long Term Debt,0.00,,,,"2,659","2,580",,,,,626.1,307.4,,,,,,,,
Total Liabilities,"22,023","34,477","37,722","23,634","24,397","18,469","17,696","16,482",,,"15,252","15,835","17,696","20,406","21,777","20,421","16,482","18,209","17,652","14,893"
Common Stock,"41,030","41,030","41,030","41,030","30,004","30,004","30,004","30,004",,,"30,004","30,004","30,004","30,004","30,004","30,004","30,004","30,004","30,004","30,004"
Additional Paid-In Capital,559.0,559.0,559.0,559.0,977.7,977.7,977.7,977.7,,,977.7,977.7,977.7,977.7,977.7,977.7,977.7,977.7,977.7,977.7
Retained Earnings (Accumulated Deficit),"28,771","16,429","15,945","7,722","6,486","11,672","15,769","12,511",,,"12,380","13,196","15,769","18,342","17,714","16,392","12,511","14,188","13,589","12,143"
Shareholders' Equity,"63,650","50,012","52,970","44,843","36,725","41,719","42,101","38,529",,,"40,286","40,372","42,101","42,790","44,600","42,323","38,529","39,467","37,565","35,954"
Cash from Operating Activities,"3,102","5,125","3,510","2,526","20,534","7,637","10,860","6,483",,,-699.9,"4,249","1,736","4,209","1,607","-8,555","9,221","1,293","-3,902","2,819"
Cash from Investing Activities,"-6,054","-2,327","-3,378","-1,723",-467.6,-537.0,-503.0,-804.0,,,-125.6,-146.8,-137.8,-57.5,-168.6,-177.7,-400.1,-273.9,-403.4,-628.1
Cash from Financing Activities,0.00,"-5,400","-4,462","-1,856","-17,836","-10,654","-8,413","-7,811",,,"-3,713","-2,890",-877.1,-835.2,"-3,803","5,802","-8,974",,"3,247","-2,152"
Net Change in Cash,"-2,933","-2,538","-4,184","-1,094","1,662","-3,716","1,938","-2,097",,,"-4,462","1,217",757.9,"3,121","-2,073","-3,176",30.6,996.9,"-1,035",-17.5
Free Cashflows,"-2,952","2,798",131.6,796.0,"20,066","7,098","10,357","5,678",,,-825.6,"4,102","1,598","4,151","1,439","-8,733","8,821","1,019","-4,305","2,191"
Free Cashflow per Share,-0.68,0.65,0.030,0.18,4.63,1.64,2.39,1.31,,,-0.19,0.95,0.37,0.96,0.33,-2.01,2.03,0.24,-0.99,0.51
