,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Sale Outstanding,44.9,53.1,45.2,27.2,44.0,45.8,50.6,46.0,,,50.9,49.4,50.5,54.8,57.8,51.1,46.0,54.2,49.8,46.3
Days Payable Outstanding,0.00,27.2,48.6,31.1,43.6,63.2,76.0,43.5,,,86.6,74.2,68.2,63.5,51.9,42.7,39.1,39.3,41.8,39.0
Cash Conversion Cycle,179.5,133.0,161.0,134.2,237.3,345.8,630.7,668.4,,,605.4,685.9,734.4,915.7,963.8,812.2,760.3,708.4,704.4,757.3
Debt to Asset Ratio,0.14,0.22,0.26,0.24,0.30,0.13,0.10,0.094,,,0.11,0.090,0.10,0.10,0.17,0.087,0.094,0.092,0.092,0.079
Debt to Equity Ratio,0.17,0.28,0.36,0.31,0.43,0.15,0.11,0.10,,,0.12,0.099,0.11,0.11,0.20,0.095,0.10,0.10,0.10,0.087
Interest Coverage Ratio,304.6,87.0,52.8,42.0,25.4,101.8,"3,214",83.9,,,363.2,439.5,118.9,579.9,48.0,61.6,142.7,435.3,92.6,142.9
Cash and Short Term Investments,49.6,57.2,38.4,144.5,101.5,525.4,498.1,131.9,,,588.9,498.4,498.1,182.8,170.3,69.3,131.9,202.2,196.0,132.3
"Total Receivables, Net",100.9,149.8,162.4,138.6,138.8,127.2,129.1,155.1,,,133.4,127.3,129.1,137.9,160.4,163.1,155.1,193.0,176.7,156.5
Total Inventory,210.4,315.8,424.0,454.7,448.1,862.5,"1,280","1,648",,,"1,105","1,210","1,280","1,770","1,730","1,663","1,648","1,623","1,606","1,699"
Total Current Assets,360.9,522.8,624.8,737.8,688.4,"1,515","1,907","1,935",,,"1,828","1,844","1,907","2,091","2,061","1,896","1,935","2,018","1,979","1,988"
"Property/Plant/Equipment, Total - Net",318.6,364.4,541.9,557.5,553.6,545.9,492.2,514.9,,,522.4,502.4,492.2,481.8,490.8,484.2,514.9,517.3,527.2,534.6
Total Assets,839.7,"1,045","1,292","1,404","1,342","2,141","2,470","2,527",,,"2,420","2,416","2,470","2,659","2,637","2,466","2,527","2,613","2,587","2,602"
Accounts Payable,,100.0,112.6,93.1,76.0,141.8,110.0,81.8,,,127.1,116.3,110.0,99.8,89.5,90.7,81.8,101.1,94.0,79.3
Accrued Expenses,,15.4,19.2,21.5,15.5,15.6,19.2,18.6,,,13.0,16.5,19.2,13.5,15.9,18.4,18.6,13.3,18.0,26.1
Debt Due,2.86,48.7,58.9,54.4,215.3,1.33,1.23,5.15,,,1.18,1.03,1.23,41.3,214.3,4.59,5.15,5.13,8.36,7.97
Total Current Liabilities,115.9,205.5,269.7,238.7,347.9,258.4,202.5,208.5,,,240.7,202.8,202.5,220.4,410.1,185.7,208.5,214.0,197.6,167.3
Long Term Debt,0.57,13.0,64.2,86.7,46.7,0.14,,5.10,,,0.019,,,,6.67,5.90,5.10,4.30,11.6,9.76
Total Liabilities,121.2,225.3,342.0,336.2,406.4,272.3,252.1,236.3,,,254.7,217.0,252.1,270.9,438.5,213.8,236.3,241.5,237.4,205.8
Common Stock,200.0,200.0,202.9,205.4,214.0,428.5,475.2,520.4,,,474.8,475.2,475.2,520.4,520.4,520.4,520.4,530.0,538.6,538.6
Additional Paid-In Capital,319.8,319.8,319.8,319.8,319.8,"1,068","1,188","1,286",,,"1,187","1,188","1,188","1,286","1,286","1,286","1,286","1,307","1,326","1,326"
Retained Earnings (Accumulated Deficit),204.6,305.5,433.7,548.8,408.2,375.2,560.5,489.5,,,504.6,537.1,560.5,586.9,397.4,450.7,489.5,525.9,475.9,515.3
Shareholders' Equity,718.5,819.3,950.4,"1,068",936.0,"1,866","2,210","2,283",,,"2,160","2,194","2,210","2,380","2,191","2,244","2,283","2,350","2,327","2,367"
Cash from Operating Activities,107.7,67.8,215.0,359.6,172.6,-124.5,-270.4,-240.3,,,,,-8.44,-482.1,61.1,115.4,65.3,56.2,55.5,-45.3
Cash from Investing Activities,-46.2,-47.4,-153.9,-58.8,-27.5,-427.9,152.2,360.3,,,,,15.7,303.7,58.4,0.62,-2.40,-30.3,-7.13,-23.7
Cash from Financing Activities,-42.3,-12.9,-79.9,-194.3,-188.1,534.0,138.5,-91.7,,,,,7.70,183.8,-64.9,-210.4,-0.24,44.5,-54.6,5.22
Net Change in Cash,19.2,7.55,-18.9,106.5,-43.0,-18.4,20.4,28.4,,,,,18.0,5.41,54.6,-94.3,62.7,70.3,-6.18,-63.7
Free Cashflows,50.2,13.6,51.0,295.8,144.4,-163.8,-277.5,-276.4,,,,,-9.67,-501.4,54.6,109.3,61.0,25.8,48.4,-69.0
Free Cashflow per Share,0.024,0.007,0.024,0.14,0.068,-0.038,-0.058,-0.053,,,,,-0.002,-0.096,0.011,0.021,0.012,0.005,0.009,-0.013
