,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,1.5%,1.9%,1.9%,2.0%,1.6%,1.5%,1.2%,1.3%,,,1.4%,1.4%,1.2%,1.2%,1.2%,1.2%,1.2%,1.2%,1.1%,1.1%
Return on Equity,15.6%,19.1%,18.8%,18.0%,13.8%,12.5%,9.8%,10.2%,,,2.7%,2.8%,1.6%,3.0%,3.0%,2.6%,1.9%,2.6%,2.5%,2.5%
Return on Total Capital,12.4%,13.4%,14.8%,13.4%,10.2%,8.9%,8.0%,8.4%,,,9.5%,7.8%,8.0%,7.1%,8.1%,6.6%,8.4%,6.6%,7.8%,6.1%
SG&A to Sale,21.7%,20.7%,19.4%,20.4%,19.7%,19.8%,19.9%,20.3%,,,19.2%,20.6%,21.0%,20.1%,19.1%,20.4%,21.6%,21.5%,21.9%,19.9%
Depreciation & Amortisation,"3,533","3,625","3,597","3,853","4,371","4,407","4,578","4,529",,,485.5,"3,192",-874.3,"1,822","1,833","1,825",-951.2,"1,823",385.9,"3,363"
Tax Rate,34.8%,22.7%,20.3%,20.1%,19.3%,18.7%,18.5%,19.0%,,,19.1%,19.3%,15.6%,18.9%,19.4%,19.5%,18.0%,19.0%,19.1%,19.1%
Current Ratio,0.16,0.21,0.18,0.15,0.24,0.25,0.29,0.28,,,0.25,0.31,0.29,0.31,0.29,0.28,0.28,0.27,0.26,0.26
Quick Ratio,0.082,0.15,0.11,0.077,0.17,0.18,0.21,0.21,,,0.19,0.24,0.21,0.24,0.21,0.22,0.21,0.20,0.19,0.19
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,,,,,,,,,,,,,,,,,,,,
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Debt to Asset Ratio,0.90,0.90,0.90,0.88,0.88,0.88,0.87,0.87,,,0.87,0.87,0.87,0.87,0.87,0.86,0.87,0.86,0.86,0.86
Debt to Equity Ratio,10.1,10.1,9.36,8.20,7.85,7.74,7.21,7.27,,,7.43,7.25,7.21,7.19,7.26,7.13,7.27,6.93,7.11,6.96
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"197,345","314,642","291,566","239,251","408,523","455,070","544,890","574,190",,,"476,264","568,481","544,890","605,828","559,410","534,935","574,190","527,586","544,167","513,728"
"Total Receivables, Net",,,,,,,,,,,,,,,,,,,,
Total Inventory,"13,424","11,004","10,855","11,788","14,197","15,444","17,444","22,214",,,"17,029","17,300","17,444","18,026","19,607","21,045","22,214","23,128","23,807","24,446"
Total Current Assets,"213,607","330,855","318,986","262,957","439,803","483,800","565,741","599,799",,,"504,916","593,685","565,741","627,047","589,574","561,503","599,799","554,176","571,636","541,898"
"Property/Plant/Equipment, Total - Net","38,660","40,565","40,839","44,609","45,284","49,728","50,137","48,525",,,"50,441","49,934","50,137","49,661","49,109","48,883","48,525","52,454","52,748","52,742"
Total Assets,1.723M,2.077M,2.290M,2.389M,2.555M,2.843M,2.901M,3.155M,,,2.853M,2.863M,2.901M,2.994M,3.025M,3.054M,3.155M,3.151M,3.256M,3.240M
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,,,,,,,33.0,22.0,,,28.0,,33.0,,17.0,40.0,22.0,24.0,111.0,27.0
Debt Due,"112,164","203,631","214,403","97,760","89,260","157,067","83,684","139,316",,,"110,955","24,423","83,684","35,005","140,555","23,253","139,316","24,175","173,376","33,055"
Total Current Liabilities,1.367M,1.612M,1.769M,1.747M,1.818M,1.972M,1.984M,2.160M,,,1.980M,1.893M,1.984M,1.998M,2.067M,1.971M,2.160M,2.031M,2.207M,2.056M
Long Term Debt,"41,029","79,009","60,369","88,496","101,394","130,991","81,581","80,994",,,"87,657","155,444","81,581","132,919","91,073","189,999","80,994","176,928","76,277","201,922"
Total Liabilities,1.556M,1.877M,2.053M,2.108M,2.243M,2.489M,2.513M,2.737M,,,2.484M,2.484M,2.513M,2.594M,2.624M,2.640M,2.737M,2.714M,2.814M,2.792M
Common Stock,"23,933","23,933","23,933","23,933","23,933","23,933","23,933","23,933",,,"23,933","23,933","23,933","23,933","23,933","23,933","23,933","23,933","23,933","23,933"
Additional Paid-In Capital,"18,103","18,103","18,103","18,103","18,103","18,103","18,103","18,103",,,"18,103","18,103","18,103","18,103","18,103","18,103","18,103","18,103","18,103","18,103"
Retained Earnings (Accumulated Deficit),"101,829","128,743","163,019","199,200","228,921","259,924","284,317","315,140",,,"276,478","279,120","284,317","296,183","303,735","307,692","315,140","325,201","330,977","333,254"
Shareholders' Equity,"154,799","184,946","219,232","257,059","285,800","321,746","348,625","376,298",,,"334,158","342,451","348,625","360,635","361,247","370,536","376,298","391,898","395,841","401,045"
Cash from Operating Activities,"-85,250","-80,642","7,909","-31,552","-138,141","81,567","-172,505","34,576",,,"-97,034","-85,713","-8,251","-51,909","127,054","19,708","-60,276","41,902","35,485","8,899"
Cash from Investing Activities,"-29,700","-117,259","-115,651","-66,852","71,773","-171,973","127,860","-142,904",,,"58,398","84,581","-14,911","-7,896","-83,209","-42,081","-9,718","-35,314","-62,294",-223.5
Cash from Financing Activities,"135,704","179,817","113,224","115,797","64,587","94,766","51,887","107,245",,,"34,678","4,388","34,312","56,893","-45,023","18,062","77,312","-16,033","17,298","-6,826"
Net Change in Cash,"20,753","-18,084","5,483","17,396","-1,779","4,363","7,236","-1,085",,,"-3,960","3,255","11,149","-2,915","-1,175","-4,313","7,319","-9,449","-9,516","1,852"
Free Cashflows,"-88,392","-84,379","3,241","-37,817","-142,549","77,557","-176,612","32,376",,,"-99,352","-84,563","-10,060","-52,407","126,625","18,915","-60,757","40,792","34,777","7,756"
Free Cashflow per Share,-36.9,-35.3,1.35,-15.8,-59.6,32.4,-73.8,13.5,,,-41.5,-35.3,-4.20,-21.9,52.9,7.90,-25.4,17.0,14.5,3.24
