,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,50.1%,52.6%,50.7%,47.6%,49.7%,49.0%,44.0%,41.1%,,,45.8%,41.2%,41.4%,43.1%,43.0%,39.3%,39.2%,43.1%,47.5%,45.0%
Operating Margin,3.6%,2.0%,0.6%,-0.3%,-2.6%,0.7%,0.2%,-1.5%,,,-0.7%,-7.6%,8.2%,-2.0%,-1.8%,-6.1%,3.4%,-5.3%,0.6%,0.8%
Net Profit Margin,1.9%,0.1%,0.0%,-0.5%,-0.8%,2.5%,1.1%,1.3%,,,0.2%,-1.6%,2.0%,2.6%,1.1%,1.9%,-0.1%,-2.9%,2.5%,2.7%
Return on Assets,2.1%,0.1%,0.0%,-0.6%,-0.9%,2.8%,1.1%,1.4%,,,3.6%,3.5%,1.1%,0.9%,1.2%,2.1%,1.5%,0.1%,0.4%,0.6%
Return on Equity,3.4%,0.3%,0.0%,-1.2%,-1.8%,5.0%,1.9%,2.4%,,,0.1%,-0.7%,1.1%,1.1%,0.5%,0.8%,0.0%,-1.1%,1.0%,1.1%
Return on Total Capital,3.4%,0.2%,0.0%,-1.2%,-1.8%,5.0%,1.9%,2.4%,,,6.3%,5.9%,1.9%,1.6%,2.0%,3.5%,2.4%,0.2%,0.7%,1.0%
SG&A to Sale,46.5%,50.6%,50.3%,48.7%,52.6%,48.3%,45.2%,43.5%,,,46.5%,48.8%,37.6%,45.1%,44.8%,45.4%,39.1%,48.4%,46.9%,44.2%
Depreciation & Amortisation,18.1,29.0,39.7,46.8,42.9,26.7,22.8,19.7,,,5.98,5.63,5.19,4.76,4.83,5.32,4.81,4.55,5.07,4.78
Tax Rate,20.5%,90.4%,-163.3%,-3324.4%,5.8%,20.9%,13.8%,15.2%,,,-26.8%,25.5%,16.1%,16.8%,19.9%,-1009.6%,104.3%,20.2%,13.1%,14.5%
Current Ratio,1.05,1.02,1.01,1.04,1.16,1.33,1.36,1.49,,,1.37,1.37,1.36,1.34,1.39,1.47,1.49,1.55,1.56,1.62
Quick Ratio,0.41,0.37,0.41,0.36,0.33,0.26,0.31,0.33,,,0.19,0.24,0.31,0.21,0.23,0.24,0.33,0.20,0.17,0.23
Days Inventory Outstanding,148.8,151.1,152.7,165.6,211.4,255.3,284.1,240.1,,,317.2,299.0,278.3,273.6,264.3,239.6,226.7,233.0,256.5,276.9
Days Sale Outstanding,59.3,46.8,59.8,47.2,48.6,36.7,49.8,38.9,,,27.0,34.5,49.8,33.1,30.5,27.5,38.9,24.0,21.8,28.0
Days Payable Outstanding,44.6,44.7,26.4,37.0,67.1,64.8,74.7,57.9,,,3.12,3.10,42.5,38.8,30.8,30.3,20.5,42.5,56.1,57.7
Cash Conversion Cycle,160.7,149.8,192.3,154.1,200.0,235.2,248.2,243.0,,,341.8,327.2,238.3,313.7,234.9,268.3,219.7,222.2,212.0,257.1
Debt to Asset Ratio,0.43,0.42,0.49,0.46,0.48,0.43,0.44,0.37,,,0.41,0.41,0.44,0.44,0.41,0.37,0.37,0.37,0.38,0.37
Debt to Equity Ratio,0.75,0.76,1.08,1.00,0.94,0.77,0.78,0.59,,,0.68,0.69,0.78,0.77,0.70,0.59,0.59,0.58,0.62,0.58
Interest Coverage Ratio,3.07,1.55,0.47,,,0.57,0.12,,,,,,8.38,,,,4.57,,0.77,1.00
Cash and Short Term Investments,1.51,3.08,31.5,18.9,5.53,2.80,9.33,3.40,,,4.98,1.68,9.33,18.2,12.6,2.38,3.40,29.8,31.8,18.0
"Total Receivables, Net",114.5,109.9,162.6,134.3,127.3,90.3,107.3,87.0,,,58.4,72.8,107.3,74.2,69.8,63.3,87.0,51.9,46.3,58.6
Total Inventory,159.1,177.2,232.2,261.3,296.0,344.4,341.4,290.6,,,339.6,330.3,341.4,361.4,337.5,305.9,290.6,302.6,328.1,326.1
Total Current Assets,296.2,300.6,441.3,431.6,448.5,454.3,466.7,389.1,,,412.3,413.1,466.7,465.2,429.6,382.8,389.1,395.8,416.7,414.2
"Property/Plant/Equipment, Total - Net",52.9,64.1,75.2,77.1,54.5,58.6,54.2,70.7,,,57.9,56.6,54.2,65.3,68.2,71.6,70.7,69.9,66.9,65.7
Total Assets,695.2,734.5,905.4,928.8,835.0,805.9,808.5,729.0,,,763.7,761.8,808.5,816.0,774.3,731.0,729.0,717.8,727.7,721.1
Accounts Payable,43.5,55.9,14.9,95.5,81.5,81.1,99.1,53.4,,,3.33,3.61,99.1,0.67,80.8,0.47,53.4,54.8,83.1,53.1
Accrued Expenses,23.2,22.4,32.5,30.6,34.2,28.3,29.0,23.1,,,,,29.0,,,,23.1,,,3.10
Debt Due,206.3,212.0,278.9,279.4,248.2,213.7,201.7,173.2,,,226.3,214.2,201.7,194.7,186.5,170.0,173.2,158.1,151.2,161.7
Total Current Liabilities,281.8,296.1,435.4,414.2,387.8,341.0,344.0,261.2,,,301.2,302.2,344.0,346.2,308.4,261.1,261.2,254.9,266.3,255.7
Long Term Debt,2.09,1.21,1.70,3.06,2.02,1.50,1.07,,,,1.28,1.14,1.07,0.99,0.91,0.83,,,,
Total Liabilities,296.8,311.6,448.0,430.0,404.4,349.5,353.6,269.8,,,309.8,311.0,353.6,356.2,318.6,271.5,269.8,263.5,277.2,264.9
Common Stock,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Additional Paid-In Capital,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,,,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3
Retained Earnings (Accumulated Deficit),5.80,13.1,23.6,29.8,24.3,49.7,48.7,53.7,,,47.5,44.5,48.7,53.9,50.2,53.9,53.7,48.7,45.0,50.8
Shareholders' Equity,398.3,411.9,416.4,428.3,430.6,456.3,454.8,459.2,,,454.0,450.9,454.8,459.8,455.7,459.5,459.2,454.4,450.5,456.2
Cash from Operating Activities,-32.1,38.7,-10.7,32.8,28.4,35.2,29.3,37.0,,,19.5,28.1,4.03,15.4,16.7,1.32,3.55,26.5,19.3,-26.1
Cash from Investing Activities,-42.4,-54.0,-60.1,-70.1,-27.0,7.77,8.67,0.39,,,-2.80,-16.7,18.5,2.78,-6.14,6.98,-3.22,16.7,-0.51,3.14
Cash from Financing Activities,73.2,16.9,85.5,22.3,1.27,-45.7,-31.4,-43.3,,,-14.9,-14.7,-14.9,-9.31,-16.2,-18.5,0.70,-16.7,-16.8,9.06
Net Change in Cash,-1.30,1.58,14.7,-15.0,2.72,-2.73,6.53,-5.92,,,1.86,-3.30,7.64,8.91,-5.67,-10.2,1.02,26.4,2.00,-13.9
Free Cashflows,-68.4,-16.4,-70.5,-30.3,-4.77,11.9,17.8,4.64,,,16.1,24.7,3.23,0.72,10.00,-6.40,0.33,23.4,17.9,-28.9
Free Cashflow per Share,-5.70,-1.36,-5.87,-2.52,-0.40,1.00,1.49,0.39,,,1.34,2.06,0.27,0.060,0.83,-0.53,0.027,1.95,1.49,-2.41
