,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,4.4%,8.1%,7.7%,5.9%,6.4%,5.8%,7.5%,8.5%,,,6.0%,6.7%,7.6%,6.9%,8.0%,8.7%,8.4%,8.1%,6.9%,6.1%
Return on Equity,8.8%,15.3%,14.6%,12.0%,13.4%,11.6%,13.6%,15.2%,,,2.4%,4.1%,3.0%,3.6%,4.6%,4.9%,2.7%,4.3%,1.1%,2.3%
Return on Total Capital,8.5%,14.8%,14.0%,10.8%,12.2%,10.6%,12.7%,14.6%,,,11.1%,12.0%,12.7%,11.5%,14.3%,14.8%,14.6%,15.1%,13.2%,10.4%
SG&A to Sale,10.6%,10.6%,10.7%,10.8%,11.6%,11.3%,12.3%,12.2%,,,11.9%,11.4%,13.7%,12.3%,13.0%,11.4%,12.2%,11.7%,15.5%,13.7%
Depreciation & Amortisation,66.2,62.3,66.5,73.0,77.9,90.5,101.6,95.5,,,26.6,26.4,21.5,25.3,24.7,24.3,21.3,25.0,26.3,28.1
Tax Rate,45.0%,26.8%,16.5%,21.8%,21.2%,18.8%,20.3%,18.5%,,,37.4%,21.5%,17.1%,19.1%,18.4%,17.8%,18.9%,16.0%,16.3%,13.1%
Current Ratio,1.67,1.74,1.63,1.59,1.56,1.70,1.89,1.73,,,1.63,1.84,1.89,1.94,1.75,1.95,1.73,1.62,1.95,1.81
Quick Ratio,1.05,1.11,1.09,0.90,0.83,1.14,1.45,1.36,,,1.12,1.32,1.45,1.40,1.09,1.33,1.36,1.31,1.36,1.22
Days Inventory Outstanding,25.7,28.7,26.0,35.0,46.7,33.5,23.4,22.4,,,28.3,27.5,23.3,24.2,32.9,34.2,26.3,22.2,21.1,24.2
Days Sale Outstanding,66.2,65.1,74.5,64.8,65.2,53.9,56.3,87.8,,,77.7,69.8,56.3,79.6,72.6,72.0,87.8,93.6,61.3,62.9
Days Payable Outstanding,45.8,46.9,42.8,52.1,61.5,47.0,40.3,38.1,,,40.7,34.5,33.2,38.9,38.6,34.4,36.5,44.7,39.6,35.4
Cash Conversion Cycle,40.3,49.2,50.2,40.9,52.9,49.3,42.1,50.8,,,60.1,72.0,50.1,51.0,74.0,72.4,62.3,62.1,69.5,47.3
Debt to Asset Ratio,0.52,0.47,0.50,0.53,0.53,0.48,0.45,0.47,,,0.51,0.45,0.45,0.46,0.49,0.43,0.47,0.51,0.42,0.45
Debt to Equity Ratio,1.08,0.90,1.01,1.13,1.15,0.93,0.82,0.89,,,1.02,0.81,0.82,0.84,0.96,0.77,0.89,1.03,0.73,0.82
Interest Coverage Ratio,15.1,15.5,12.1,7.32,8.89,9.38,14.8,15.6,,,10.6,20.2,13.4,14.2,14.3,19.3,14.4,19.1,3.67,12.0
Cash and Short Term Investments,124.0,184.1,157.6,147.9,213.2,435.7,598.9,64.1,,,64.6,99.4,598.9,137.1,149.6,64.2,64.1,339.6,125.2,287.7
"Total Receivables, Net","1,122","1,139","1,377","1,251","1,246","1,130","1,142","1,919",,,"1,566","1,457","1,142","1,629","1,470","1,476","1,919","2,118","1,373","1,356"
Total Inventory,468.8,390.8,434.2,729.1,786.8,420.2,375.9,447.0,,,559.1,416.9,375.9,459.6,653.6,519.4,447.0,398.4,398.6,486.3
Total Current Assets,"1,780","1,784","2,049","2,200","2,324","2,057","2,178","2,447",,,"2,277","2,053","2,178","2,323","2,363","2,159","2,447","2,879","2,047","2,265"
"Property/Plant/Equipment, Total - Net",498.2,472.1,494.5,468.5,525.9,664.2,594.5,566.6,,,618.7,606.2,594.5,581.8,604.5,585.7,566.6,560.2,544.9,530.8
Total Assets,"2,461","2,516","2,819","3,124","3,323","3,136","3,156","3,510",,,"3,264","3,050","3,156","3,313","3,370","3,204","3,510","3,944","3,098","3,343"
Accounts Payable,745.4,661.7,696.6,"1,034",959.6,735.8,636.4,765.9,,,730.0,495.3,636.4,705.1,600.3,577.9,765.9,938.3,559.3,733.4
Accrued Expenses,107.2,111.1,129.3,93.5,115.9,134.5,160.0,183.1,,,88.2,131.2,160.0,69.0,108.5,127.8,183.1,86.3,79.5,98.4
Debt Due,147.6,186.5,328.2,177.6,328.3,228.5,262.0,329.2,,,424.3,373.2,262.0,283.0,548.7,297.3,329.2,557.5,246.7,273.8
Total Current Liabilities,"1,066","1,028","1,259","1,386","1,493","1,213","1,150","1,414",,,"1,395","1,117","1,150","1,195","1,353","1,109","1,414","1,780","1,051","1,251"
Long Term Debt,48.8,38.8,63.1,166.8,147.2,155.5,117.1,79.4,,,115.6,98.4,117.1,158.7,133.1,120.0,79.4,66.1,51.5,53.3
Total Liabilities,"1,276","1,190","1,414","1,657","1,771","1,508","1,417","1,648",,,"1,649","1,365","1,417","1,511","1,645","1,391","1,648","1,999","1,303","1,505"
Common Stock,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,,,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
Additional Paid-In Capital,234.2,234.2,234.2,234.2,234.2,234.2,234.2,234.2,,,234.2,234.2,234.2,234.2,234.2,234.2,234.2,234.2,234.2,234.2
Retained Earnings (Accumulated Deficit),583.7,724.2,802.5,866.9,948.9,"1,029","1,138","1,266",,,"1,016","1,085","1,138","1,202","1,127","1,216","1,266","1,349","1,198","1,241"
Shareholders' Equity,"1,178","1,318","1,397","1,461","1,543","1,623","1,732","1,860",,,"1,610","1,680","1,732","1,797","1,721","1,810","1,860","1,943","1,793","1,836"
Cash from Operating Activities,283.1,171.9,11.7,202.4,227.0,646.7,225.2,-297.4,,,-89.2,96.3,523.6,-466.2,-49.4,196.6,24.3,87.3,299.3,137.8
Cash from Investing Activities,-70.3,-50.2,-77.7,-56.8,-167.7,-455.4,-190.3,492.5,,,41.1,-8.00,-436.0,485.4,13.0,9.03,-17.6,-204.6,140.3,-113.1
Cash from Financing Activities,-202.8,-61.6,39.5,-155.3,-0.63,-225.2,-146.2,-209.6,,,25.3,-72.5,-96.6,8.92,78.7,-281.3,-15.9,186.7,-497.8,26.1
Net Change in Cash,10.0,60.1,-26.5,-9.73,58.6,-33.9,-111.3,-14.4,,,-22.8,15.8,-9.04,28.1,42.3,-75.6,-9.17,69.4,-58.3,50.8
Free Cashflows,211.2,116.6,-67.0,159.9,109.4,414.0,195.4,-349.0,,,-94.0,91.8,507.1,-473.4,-65.6,182.2,8.19,82.8,279.2,129.8
Free Cashflow per Share,0.59,0.32,-0.19,0.44,0.30,1.15,0.54,-0.97,,,-0.26,0.26,1.41,-1.32,-0.18,0.51,0.023,0.23,0.78,0.36
