,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Interest Coverage Ratio,21.2,94.7,98.0,193.2,395.8,918.2,402.0,619.5,,,195.3,395.4,697.4,788.9,677.2,554.7,385.7,542.9,362.7,503.7
Cash and Short Term Investments,169.1,115.2,112.5,253.9,"1,188","1,148",720.7,"1,530",,,923.5,"1,533",720.7,"2,266","2,023","2,257","1,530","2,534","1,834","2,644"
"Total Receivables, Net","1,510","1,622","1,774","1,259","1,489","1,464","1,399","1,177",,,"1,288","1,213","1,399","1,588","1,536","1,427","1,177","1,402","1,514","1,331"
Total Inventory,"5,719","7,276","6,109","6,185","5,324","5,785","6,636","5,382",,,"6,563","6,279","6,636","5,429","5,955","6,820","5,382","5,174","4,734","4,199"
Total Current Assets,"7,409","9,033","8,116","7,749","8,053","8,450","8,785","8,103",,,"8,822","9,069","8,785","9,310","9,557","10,526","8,103","9,132","8,103","8,197"
"Property/Plant/Equipment, Total - Net","2,736","2,755","2,563","2,341","2,189","2,492","2,680","2,791",,,"2,457","2,517","2,680","2,783","2,781","2,779","2,791","2,812","2,837","2,963"
Total Assets,"10,297","12,087","10,911","10,303","10,412","11,083","11,615","11,038",,,"11,416","11,725","11,615","12,231","12,485","13,457","11,038","12,087","11,091","11,322"
Accounts Payable,"1,161",145.9,342.1,177.8,"1,878","1,274","1,108","1,054",,,"1,063","2,020","1,108","1,994","1,215","1,996","1,054","1,901",987.5,"1,777"
Accrued Expenses,85.1,162.8,94.0,145.2,200.1,251.9,200.6,194.6,,,346.2,313.4,200.6,278.6,331.4,309.6,194.6,245.4,302.2,336.5
Debt Due,"2,784","4,288","3,217","2,098",0.00,0.00,"1,202",326.1,,,"1,412",952.2,"1,202",217.6,"1,349","1,950",326.1,0.00,386.7,0.00
Total Current Liabilities,"4,362","4,991","3,894","2,723","2,444","2,062","2,937","2,073",,,"3,136","3,574","2,937","2,984","3,360","4,769","2,073","2,746","2,087","2,512"
Long Term Debt,80.8,42.8,65.9,39.4,,,,,,,,,,,,,,,,
Total Liabilities,"4,509","5,105","4,038","2,836","2,521","2,167","3,049","2,193",,,"3,247","3,687","3,049","3,094","3,473","4,882","2,193","2,872","2,245","2,675"
Common Stock,776.8,808.6,808.6,808.6,808.6,808.6,808.6,808.6,,,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6,808.6
Additional Paid-In Capital,"2,224","2,475","2,475","2,475","2,475","2,475","2,475","2,475",,,"2,475","2,475","2,475","2,475","2,475","2,475","2,475","2,475","2,475","2,475"
Retained Earnings (Accumulated Deficit),"2,568","3,521","3,429","3,813","4,219","5,219","4,864","5,146",,,"4,477","4,351","4,864","5,422","5,317","4,884","5,146","5,504","5,138","4,948"
Shareholders' Equity,"5,654","6,820","6,724","7,140","7,540","8,543","8,188","8,469",,,"7,802","7,675","8,188","8,745","8,638","8,208","8,469","8,826","8,461","8,269"
Cash from Operating Activities,410.5,-500.0,"2,261","2,465","4,690","2,267",531.7,"3,652",,,"-1,416","1,676",-831.9,"2,706",-597.6,560.5,983.6,"1,425",-340.6,"1,977"
Cash from Investing Activities,-72.5,-322.4,-120.0,-53.7,"-1,025",-444.4,-103.0,"-1,149",,,"1,655",-747.6,509.3,"-1,693",176.4,-307.0,674.6,"-1,068",614.1,-980.5
Cash from Financing Activities,-475.4,768.5,"-2,143","-2,271","-3,665","-1,778",-522.8,"-2,491",,,-274.4,-949.8,257.8,-983.6,399.6,-272.1,"-1,635",-326.4,-277.5,-971.0
Net Change in Cash,-133.8,-53.9,-2.73,140.1,-0.27,44.1,-94.1,12.2,,,-35.4,-21.3,-64.8,29.6,-21.6,-18.6,22.8,30.5,-4.04,25.5
Free Cashflows,170.3,-855.3,"2,135","2,374","4,537","1,667",22.8,"3,212",,,"-1,501","1,537","-1,076","2,523",-677.2,479.8,886.9,"1,318",-457.4,"1,757"
Free Cashflow per Share,0.22,-1.06,2.64,2.94,5.61,2.06,0.028,3.97,,,-1.86,1.90,-1.33,3.12,-0.84,0.59,1.10,1.63,-0.57,2.17
