,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Long Term Debt,184.0,287.6,205.3,275.6,103.5,52.0,132.0,92.0,,,104.0,156.0,132.0,176.0,140.0,116.0,92.0,134.6,102.3,70.0
Total Liabilities,"1,428","2,681","2,694","2,217","2,356","2,543","2,858","2,920",,,"2,784","2,768","2,858","3,051","3,029","2,916","2,920","2,740","2,792","2,436"
Common Stock,470.0,470.0,470.0,470.0,470.0,470.0,493.5,493.5,,,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5,493.5
Additional Paid-In Capital,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,,,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7
Retained Earnings (Accumulated Deficit),325.6,390.3,463.0,537.7,587.7,663.5,747.7,838.9,,,667.6,709.4,747.7,785.6,751.9,800.2,838.9,885.0,892.5,935.5
Shareholders' Equity,827.3,892.1,964.8,"1,039","1,089","1,165","1,273","1,364",,,"1,193","1,235","1,273","1,311","1,277","1,325","1,364","1,410","1,418","1,461"
Cash from Operating Activities,-98.4,"-1,004",78.3,408.0,40.8,-44.8,-205.3,115.6,,,-97.4,35.1,-112.1,-86.4,80.0,107.6,14.5,212.4,18.4,372.3
Cash from Investing Activities,-0.13,-2.55,-0.33,-3.83,-72.7,-46.0,-1.23,-2.94,,,-0.13,-0.034,-0.15,-2.56,0.00,-0.19,-0.19,-0.045,0.00,-0.014
Cash from Financing Activities,84.1,"1,182",-49.3,-538.0,86.6,116.9,258.5,-55.0,,,135.0,-19.0,87.5,166.0,-72.0,-117.0,-32.0,-177.0,-18.2,-342.3
Net Change in Cash,-14.5,175.3,28.7,-133.9,54.7,26.1,51.9,57.7,,,37.5,16.1,-24.8,77.0,7.96,-9.62,-17.6,35.4,0.16,29.9
Free Cashflows,-99.0,"-1,008",78.0,404.1,5.80,-45.6,-206.2,111.9,,,-97.4,35.1,-112.1,-90.2,80.0,107.6,14.5,212.4,18.4,372.3
Free Cashflow per Share,-0.20,-2.04,0.16,0.82,0.012,-0.093,-0.42,0.23,,,-0.20,0.071,-0.23,-0.18,0.16,0.22,0.029,0.43,0.037,0.75
