,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
SG&A to Sale,20.0%,19.8%,21.1%,22.6%,24.6%,23.7%,26.9%,26.4%,,,28.2%,26.7%,24.6%,28.0%,26.4%,27.4%,24.4%,30.9%,36.2%,27.0%
Depreciation & Amortisation,24.6,31.6,32.7,31.7,60.3,80.9,82.2,82.0,,,20.3,20.6,20.8,20.2,20.4,20.6,20.8,21.0,22.9,22.4
Tax Rate,29.4%,23.3%,17.9%,15.9%,21.1%,21.8%,25.2%,24.6%,,,31.6%,23.2%,25.1%,28.3%,22.0%,21.8%,26.5%,28.7%,5.2%,26.3%
Current Ratio,1.24,1.31,1.37,1.30,1.23,1.26,1.25,1.22,,,1.27,1.25,1.25,1.26,1.20,1.20,1.22,1.26,1.20,1.20
Quick Ratio,0.76,0.75,0.73,0.64,0.58,0.59,0.58,0.65,,,0.60,0.59,0.58,0.56,0.58,0.60,0.65,0.64,0.58,0.62
Days Inventory Outstanding,104.3,112.8,132.5,161.3,171.5,141.9,170.9,162.8,,,154.6,169.2,185.5,184.9,181.0,182.2,171.0,163.0,175.6,180.6
Days Sale Outstanding,143.4,127.9,128.0,127.2,116.7,93.5,117.5,134.5,,,99.0,111.3,117.5,110.0,116.0,127.8,134.5,115.5,115.0,131.7
Days Payable Outstanding,61.4,67.9,73.2,65.0,53.9,54.2,67.4,48.7,,,49.7,57.1,64.5,55.2,47.0,48.6,45.8,39.1,39.1,45.2
Cash Conversion Cycle,149.9,168.4,179.8,228.6,239.4,181.7,222.3,239.8,,,202.5,213.3,241.8,247.7,246.3,252.0,257.7,254.0,253.4,255.1
Debt to Asset Ratio,0.68,0.65,0.61,0.63,0.64,0.59,0.59,0.60,,,0.58,0.59,0.59,0.58,0.59,0.60,0.60,0.56,0.59,0.60
Debt to Equity Ratio,2.10,1.82,1.59,1.74,1.80,1.45,1.43,1.49,,,1.36,1.45,1.43,1.37,1.47,1.52,1.49,1.27,1.46,1.50
Interest Coverage Ratio,5.11,4.72,7.16,5.63,2.36,2.56,2.76,4.37,,,2.02,3.91,3.61,3.17,3.90,5.06,5.36,3.06,,3.90
Cash and Short Term Investments,2.79,12.1,23.8,22.9,56.6,71.4,44.3,50.6,,,23.9,37.5,44.3,44.4,28.1,23.7,50.6,37.2,44.2,31.1
"Total Receivables, Net",795.7,795.7,865.2,912.1,858.8,758.4,826.9,"1,082",,,751.9,825.8,826.9,797.0,875.2,982.2,"1,082",920.5,873.8,996.7
Total Inventory,477.4,560.0,702.0,900.6,874.7,761.7,878.5,872.4,,,822.7,902.3,878.5,936.5,910.7,966.4,872.4,849.8,903.8,910.2
Total Current Assets,"1,296","1,388","1,616","1,866","1,821","1,612","1,780","2,041",,,"1,598","1,766","1,780","1,778","1,814","1,972","2,041","1,807","1,822","1,938"
"Property/Plant/Equipment, Total - Net",241.7,315.8,373.4,862.0,"1,003",979.1,959.6,920.8,,,954.2,944.8,959.6,946.7,939.1,927.7,920.8,922.8,908.1,898.4
Total Assets,"1,598","1,773","2,047","2,823","2,952","2,708","2,850","3,061",,,"2,667","2,824","2,850","2,831","2,859","3,004","3,061","2,826","2,824","2,928"
Accounts Payable,289.5,335.2,362.1,283.0,275.2,350.0,297.0,226.9,,,260.1,322.0,297.0,244.9,235.2,265.8,226.9,186.5,204.2,249.7
Accrued Expenses,48.3,60.6,85.0,76.2,82.1,94.6,93.3,121.9,,,,,93.3,,,,121.9,,,
Debt Due,664.3,611.1,668.9,934.9,"1,060",760.4,968.6,"1,241",,,875.1,928.8,968.6,"1,008","1,120","1,199","1,241","1,082","1,182","1,208"
Total Current Liabilities,"1,044","1,060","1,180","1,436","1,485","1,275","1,429","1,673",,,"1,255","1,407","1,429","1,415","1,510","1,638","1,673","1,436","1,518","1,612"
Long Term Debt,12.2,57.5,43.6,318.8,370.9,266.4,175.0,79.3,,,219.3,196.7,175.0,150.8,115.6,96.2,79.3,61.6,47.8,30.5
Total Liabilities,"1,083","1,144","1,256","1,792","1,897","1,602","1,675","1,831",,,"1,538","1,670","1,675","1,638","1,700","1,810","1,831","1,580","1,675","1,756"
Common Stock,229.2,257.1,298.8,430.9,444.9,455.9,492.0,492.0,,,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0,492.0
Additional Paid-In Capital,42.9,56.4,76.3,135.8,160.0,180.7,229.6,229.6,,,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6
Retained Earnings (Accumulated Deficit),242.9,315.3,415.9,462.7,447.8,464.2,453.2,509.8,,,407.6,433.3,453.2,473.1,438.8,473.9,509.8,525.5,430.6,453.8
Shareholders' Equity,515.0,628.8,791.0,"1,031","1,055","1,107","1,174","1,230",,,"1,129","1,154","1,174","1,192","1,159","1,194","1,230","1,245","1,148","1,172"
Cash from Operating Activities,-201.6,136.1,54.0,-119.7,207.6,553.6,-42.4,-21.2,,,-18.0,4.75,36.6,5.73,-12.8,-41.6,27.4,191.3,26.2,0.72
Cash from Investing Activities,25.6,-88.2,-76.3,-444.0,-238.1,-55.7,-62.7,-43.9,,,-7.48,-11.8,-35.9,-8.28,-11.4,-10.4,-13.9,-14.5,-14.1,-7.86
Cash from Financing Activities,171.1,-38.5,34.4,562.7,63.8,-482.9,78.4,71.5,,,9.99,20.9,6.36,3.93,6.34,47.7,13.4,-189.8,-2.72,-6.79
Net Change in Cash,-4.93,9.29,11.7,-0.93,33.7,14.8,-27.1,6.33,,,-15.8,13.7,6.77,0.11,-16.3,-4.43,27.0,-13.5,7.03,-13.1
Free Cashflows,-217.8,43.0,-37.2,-569.4,-28.3,498.6,-101.9,-63.8,,,-25.4,-4.34,0.93,-2.22,-25.0,-50.2,13.6,175.8,12.1,-7.89
Free Cashflow per Share,-0.74,0.13,-0.097,-1.32,-0.064,1.09,-0.21,-0.13,,,-0.052,-0.009,0.002,-0.005,-0.051,-0.10,0.028,0.36,0.025,-0.016
