,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,7.3%,18.6%,11.6%,4.9%,4.0%,2.1%,2.6%,5.6%,,,-0.2%,0.7%,1.5%,1.1%,1.8%,1.9%,0.9%,1.7%,0.8%,5.8%
Return on Total Capital,7.3%,18.6%,11.5%,4.9%,4.0%,2.1%,2.6%,5.6%,,,1.7%,1.9%,2.6%,3.0%,5.0%,6.2%,5.6%,6.1%,5.4%,9.0%
SG&A to Sale,13.4%,7.6%,10.4%,12.4%,14.0%,15.4%,13.4%,12.2%,,,15.9%,13.0%,12.0%,13.2%,10.9%,11.0%,14.1%,10.3%,12.5%,14.1%
Depreciation & Amortisation,83.3,111.2,138.1,163.7,168.3,153.0,130.1,105.2,,,33.7,31.9,29.7,27.0,26.5,26.3,25.4,24.3,24.2,36.2
Tax Rate,28.4%,16.3%,12.8%,9.9%,5.0%,4.3%,7.1%,6.6%,,,24.9%,-2.9%,8.9%,3.9%,0.4%,5.4%,21.0%,8.4%,1.4%,1.3%
Current Ratio,3.52,2.41,2.68,2.98,3.17,3.63,3.67,2.97,,,3.38,3.30,3.67,3.05,3.08,2.96,2.97,3.15,3.06,2.46
Quick Ratio,2.21,1.33,1.40,1.48,1.80,1.99,2.32,1.69,,,1.59,1.35,2.32,1.59,1.82,1.66,1.69,2.03,1.84,1.07
Days Inventory Outstanding,41.0,28.3,30.7,39.2,42.7,47.4,46.8,44.2,,,55.4,55.6,50.9,53.8,50.9,43.6,44.1,47.2,52.8,60.0
Days Sale Outstanding,120.6,100.4,66.1,85.5,97.7,89.8,93.9,85.5,,,87.4,93.4,93.9,91.8,103.6,84.9,85.5,85.1,71.8,76.3
Days Payable Outstanding,53.3,47.4,57.2,51.4,52.9,55.1,51.0,54.4,,,59.0,57.4,56.5,62.7,64.0,58.3,58.9,61.0,62.8,58.5
Cash Conversion Cycle,116.9,45.7,78.7,79.4,89.2,94.1,78.2,61.9,,,88.3,83.3,88.7,74.6,81.3,78.8,64.6,69.2,70.9,80.0
Debt to Asset Ratio,0.12,0.20,0.13,0.12,0.10,0.098,0.11,0.15,,,0.11,0.12,0.11,0.14,0.14,0.15,0.15,0.14,0.14,0.15
Debt to Equity Ratio,0.14,0.26,0.16,0.14,0.12,0.11,0.13,0.18,,,0.13,0.14,0.13,0.16,0.16,0.18,0.18,0.17,0.16,0.18
Interest Coverage Ratio,245.5,498.3,151.7,,72.1,,"1,065","11,057",,,,"1,658","3,167","6,302","10,395","25,907","9,746","47,233",,
Cash and Short Term Investments,195.7,531.6,298.2,306.2,250.7,393.1,491.8,681.6,,,437.2,466.2,491.8,587.6,472.0,711.8,681.6,678.3,596.2,287.1
"Total Receivables, Net",678.9,962.4,568.3,528.2,546.6,438.9,528.7,592.3,,,451.5,512.2,528.7,524.5,659.5,567.3,592.3,614.6,498.2,520.4
Total Inventory,201.4,237.9,204.3,221.8,178.4,214.2,229.8,270.5,,,259.0,252.5,229.8,285.9,248.0,229.0,270.5,289.1,317.7,369.0
Total Current Assets,"1,083","1,751","1,088","1,065",983.1,"1,055","1,262","1,553",,,"1,160","1,249","1,262","1,415","1,401","1,526","1,553","1,594","1,429","1,197"
"Property/Plant/Equipment, Total - Net","1,307","1,428","1,821","1,837","1,820","1,711","1,631","1,597",,,"1,660","1,644","1,631","1,632","1,619","1,608","1,597","1,598","1,595","2,085"
Total Assets,"3,004","3,862","3,629","3,636","3,619","3,567","3,652","3,927",,,"3,591","3,650","3,652","3,809","3,763","3,886","3,927","3,966","3,790","4,044"
Accounts Payable,205.9,529.4,295.1,263.7,232.1,224.3,258.8,357.6,,,251.4,276.7,258.8,342.3,328.1,309.6,357.6,364.8,356.9,313.0
Accrued Expenses,20.9,77.2,44.4,31.7,25.7,25.1,28.6,35.0,,,42.7,55.1,28.6,29.8,44.1,57.2,35.0,42.8,55.8,88.7
Debt Due,2.40,2.50,9.63,10.5,4.31,0.65,0.39,0.055,,,0.62,0.53,0.39,0.24,0.14,0.073,0.055,0.049,0.049,23.7
Total Current Liabilities,307.8,725.3,406.0,357.2,310.2,290.7,343.7,523.3,,,342.7,378.3,343.7,464.2,454.6,514.9,523.3,506.0,466.2,485.7
Long Term Debt,3.35,0.85,13.6,5.30,1.15,0.53,0.099,0.044,,,0.21,0.13,0.099,0.081,0.068,0.055,0.044,0.030,0.018,17.5
Total Liabilities,362.2,772.7,476.0,424.8,371.7,348.8,403.8,584.2,,,403.1,437.8,403.8,523.5,514.0,574.7,584.2,566.3,524.7,595.7
Common Stock,501.6,501.6,492.4,590.8,590.8,590.8,590.8,590.8,,,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8,590.8
Additional Paid-In Capital,727.1,727.1,713.8,713.8,713.8,713.8,713.8,713.8,,,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8,713.8
Retained Earnings (Accumulated Deficit),"1,381","1,814","1,847","1,802","1,841","1,818","1,847","1,946",,,"1,792","1,814","1,847","1,883","1,856","1,917","1,946","2,001","1,880","2,077"
Shareholders' Equity,"2,562","2,995","3,053","3,107","3,152","3,135","3,168","3,268",,,"3,111","3,133","3,168","3,203","3,177","3,238","3,268","3,323","3,202","3,385"
Cash from Operating Activities,117.5,640.2,590.5,333.6,245.3,294.7,158.6,327.4,,,27.9,51.5,30.6,119.5,-22.1,252.8,-22.8,17.9,-2.43,42.5
Cash from Investing Activities,-221.6,-177.8,-520.0,-214.1,-199.3,-175.1,-126.4,-61.8,,,167.7,72.6,-274.8,31.4,47.5,-132.9,-7.81,-142.8,136.3,10.7
Cash from Financing Activities,-127.2,-126.5,-303.9,-111.5,-112.1,-106.4,-63.5,-96.3,,,-63.0,-0.17,-0.18,-0.16,-96.0,-0.079,-0.060,-0.018,-162.1,-3.95
Net Change in Cash,-231.3,335.9,-233.4,7.93,-66.2,13.2,-31.3,169.3,,,132.6,124.0,-244.4,150.8,-70.6,119.8,-30.6,-125.0,-28.2,49.2
Free Cashflows,-212.9,412.4,113.1,211.7,165.8,253.3,118.9,252.0,,,19.5,28.4,24.4,92.2,-38.2,237.0,-38.9,-10.4,-26.9,12.8
Free Cashflow per Share,-0.36,0.70,0.19,0.36,0.28,0.43,0.20,0.43,,,0.033,0.048,0.041,0.16,-0.065,0.40,-0.066,-0.018,-0.046,0.022
