,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Debt to Equity Ratio,5.10,7.64,8.93,9.13,10.1,9.44,5.05,5.19,,,9.51,4.99,5.05,4.96,4.87,4.79,5.19,5.04,4.96,4.64
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,822.5,"1,867","1,753","2,504","2,255","2,112","2,099","1,976",,,"2,156","2,088","2,099","1,887","1,906","1,774","1,976","1,770","1,737","1,792"
"Total Receivables, Net",15.5,99.3,57.2,246.1,138.1,212.6,256.2,202.1,,,300.0,417.4,256.2,552.1,273.7,245.0,202.1,296.8,343.7,226.6
Total Inventory,,,,52.8,99.3,107.3,102.1,87.9,,,107.0,106.1,102.1,104.8,93.5,87.9,87.9,87.6,87.7,85.2
Total Current Assets,"6,604","7,514","9,462","16,630","20,844","20,448","22,282","21,959",,,"18,935","23,914","22,282","27,532","19,367","20,827","21,959","22,547","23,036","17,299"
"Property/Plant/Equipment, Total - Net",276.4,434.9,494.3,543.8,499.0,403.9,343.2,291.7,,,374.3,356.0,343.2,325.1,303.9,295.7,291.7,301.3,283.5,276.8
Total Assets,"81,245","122,369","149,099","164,970","199,667","212,147","233,111","245,933",,,"216,790","225,208","233,111","234,046","229,079","234,263","245,933","250,821","247,947","236,776"
Accounts Payable,,33.7,6.61,,,,,,,,,,,,,,,,,
Accrued Expenses,77.6,221.4,300.7,339.6,428.0,491.5,521.1,508.5,,,606.3,451.3,521.1,353.8,604.8,443.1,508.5,357.9,650.4,478.3
Debt Due,"38,468","4,536","16,458","17,998","14,247","18,307","14,150","8,272",,,"8,388",0.00,"14,150",0.00,"11,908",0.00,"8,272",0.48,"8,910",14.5
Total Current Liabilities,"61,452","89,882","126,726","142,091","153,057","169,199","159,798","178,266",,,"157,833","148,540","159,798","154,207","157,096","147,334","178,266","172,528","176,105","158,894"
Long Term Debt,"6,225","18,104","7,059","6,173","28,061","22,030","34,092","27,163",,,"37,827","38,192","34,092","39,974","32,358","45,782","27,163","35,896","29,312","35,038"
Total Liabilities,"67,933","108,202","134,078","148,684","181,716","191,832","194,557","206,224",,,"196,168","187,629","194,557","194,767","190,082","193,798","206,224","209,296","206,350","194,812"
Common Stock,"11,472","11,979","12,716","13,199","13,639","13,639","21,184","21,184",,,"13,639","21,184","21,184","21,184","21,184","21,184","21,184","21,184","21,184","21,184"
Additional Paid-In Capital,480.2,644.8,643.5,642.6,642.6,642.6,"9,628","9,628",,,642.6,"9,628","9,628","9,628","9,628","9,628","9,628","9,628","9,628","9,628"
Retained Earnings (Accumulated Deficit),"1,173","1,266","1,746","2,524","3,688","5,935","7,433","9,167",,,"6,422","6,704","7,433","8,204","8,378","9,157","9,167","9,974","9,772","9,798"
Shareholders' Equity,"13,312","14,166","15,021","16,286","17,951","20,316","38,555","39,709",,,"20,621","37,578","38,555","39,278","38,996","40,464","39,709","41,525","41,597","41,964"
Cash from Operating Activities,"3,815","-53,027","-18,134","-16,510","-7,223","-9,532","-5,835","-25,651",,,561.8,"-12,948","5,321","-13,046","8,949","-5,296","-16,257","-2,379","3,523","9,587"
Cash from Investing Activities,"-5,030","-8,227","-6,670","3,403","-11,272","-2,197","-4,416","-5,552",,,881.3,"-2,219","-2,119",-863.4,847.8,784.8,"-6,322",-503.9,"1,890","1,915"
Cash from Financing Activities,"1,609","62,051","24,911","13,885","18,233","11,596","10,137","31,048",,,"-1,557","15,564","-3,214","13,652","-9,717","4,312","22,802","2,644","-5,502","-11,441"
Net Change in Cash,393.6,796.9,106.8,777.7,-261.4,-133.4,-114.5,-155.0,,,-114.4,397.3,-11.6,-257.7,79.2,-199.6,223.1,-238.7,-88.9,61.3
Free Cashflows,"3,600","-53,265","-18,308","-16,725","-7,349","-9,599","-5,922","-25,719",,,535.6,"-12,962","5,301","-13,056","8,936","-5,318","-16,281","-2,417","3,514","9,571"
Free Cashflow per Share,0.29,-4.30,-1.39,-1.23,-0.54,-0.70,-0.28,-1.21,,,0.039,-0.61,0.25,-0.62,0.42,-0.25,-0.77,-0.11,0.17,0.45
