,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,16.0,13.4,11.2,13.3,13.2,13.3,12.1,14.5,,,16.3,13.9,8.81,17.3,15.8,12.8,12.9,16.4,15.5,16.6
Debt to Asset Ratio,0.72,0.65,0.62,0.65,0.59,0.54,0.52,0.49,,,0.53,0.52,0.52,0.49,0.50,0.50,0.49,0.47,0.48,0.48
Debt to Equity Ratio,2.70,2.03,1.73,1.98,1.57,1.28,1.12,1.01,,,1.16,1.12,1.12,1.02,1.04,1.02,1.01,0.93,0.97,0.96
Interest Coverage Ratio,2.81,3.51,4.36,4.47,6.93,8.74,11.9,13.9,,,8.20,9.62,11.3,23.3,9.37,10.5,13.1,20.2,3.93,5.54
Cash and Short Term Investments,315.9,360.2,741.5,645.7,448.3,"1,143",799.5,"2,180",,,"1,277","1,377",799.5,"1,515","1,194","1,821","2,180","2,776","2,121","2,347"
"Total Receivables, Net",785.2,850.6,831.4,751.9,889.6,845.0,806.3,782.9,,,675.7,720.0,806.3,840.8,728.9,719.3,782.9,854.7,619.0,662.1
Total Inventory,399.9,473.4,615.0,635.0,675.1,780.8,811.7,851.9,,,672.8,644.8,811.7,750.2,724.0,754.1,851.9,792.7,834.0,842.8
Total Current Assets,"1,763","2,014","2,463","2,313","2,335","3,043","2,651","4,049",,,"2,904","2,993","2,651","3,369","2,918","3,552","4,049","4,732","3,870","4,125"
"Property/Plant/Equipment, Total - Net","16,784","22,769","23,418","19,468","19,356","18,713","18,293","18,021",,,"18,317","18,191","18,293","18,029","18,057","17,914","18,021","17,979","17,821","17,932"
Total Assets,"21,684","28,149","29,224","24,770","24,443","24,397","25,037","26,447",,,"23,800","24,073","25,037","25,510","25,100","25,578","26,447","27,069","26,093","26,451"
Accounts Payable,571.6,606.8,732.4,708.2,734.6,817.1,891.2,800.4,,,649.5,630.0,891.2,701.1,673.3,727.3,800.4,741.3,714.9,653.9
Accrued Expenses,623.3,621.9,628.7,"1,057","1,041",856.0,"1,095","1,093",,,921.4,959.5,"1,095",968.6,"1,009","1,123","1,093","1,009","1,068","1,113"
Debt Due,"3,959","5,074","3,539","2,363","4,597","1,847","1,086",363.9,,,486.0,471.5,"1,086","1,067","1,035","1,087",363.9,"1,131","1,507","1,537"
Total Current Liabilities,"6,523","7,758","6,418","5,344","7,644","4,639","4,405","3,692",,,"3,179","3,175","4,405","4,164","4,050","4,156","3,692","4,359","4,464","4,447"
Long Term Debt,"5,917","6,912","7,969","7,894","4,102","5,920","5,879","6,712",,,"6,649","6,557","5,879","5,772","5,850","5,878","6,712","5,846","5,463","5,678"
Total Liabilities,"15,635","18,220","18,007","16,038","14,523","13,280","12,979","13,028",,,"12,516","12,454","12,979","12,592","12,545","12,664","13,028","12,807","12,567","12,745"
Common Stock,"1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350",,,"1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350","1,350"
Additional Paid-In Capital,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,,,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0,970.0
Retained Earnings (Accumulated Deficit),"1,927","3,990","4,978","5,626","6,678","7,852","9,101","10,451",,,"8,291","8,660","9,101","9,984","9,546","9,988","10,451","11,277","10,632","10,847"
Shareholders' Equity,"5,796","8,965","10,415","8,094","9,224","10,404","11,541","12,902",,,"10,773","11,128","11,541","12,365","12,008","12,427","12,902","13,701","13,006","13,217"
Cash from Operating Activities,"2,154","2,709","3,933","4,021","4,146","4,165","4,782","4,213",,,"1,163",955.5,"1,423","1,152",929.3,"1,035","1,097","1,310",784.0,669.3
Cash from Investing Activities,"-2,148","-1,951","-1,841","-1,714","-1,801","-1,655","-3,149","-2,669",,,-251.2,-69.8,"-1,915",-467.4,-470.5,-601.0,"-1,130",-729.9,-767.6,-739.3
Cash from Financing Activities,7.26,-689.9,"-1,666","-2,396","-2,601","-1,911","-1,920",-991.5,,,"-1,434",-173.1,-80.2,-141.5,-902.0,-23.1,75.1,-140.8,-925.0,151.2
Net Change in Cash,13.2,68.8,425.8,-89.8,-255.7,599.2,-287.9,580.1,,,-482.3,704.1,-575.5,519.4,-505.8,508.4,58.2,417.3,-911.4,84.0
Free Cashflows,628.7,"1,351","1,930","2,649","2,580","2,720","3,405","2,868",,,827.9,680.5,843.9,932.3,711.5,630.9,593.7,848.8,388.7,158.1
Free Cashflow per Share,0.47,1.00,1.43,1.96,1.91,2.02,2.52,2.12,,,0.61,0.50,0.63,0.69,0.53,0.47,0.44,0.63,0.29,0.12
