,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Quick Ratio,0.55,0.50,0.59,0.80,0.68,0.44,0.53,0.63,,,0.64,0.44,0.53,0.43,0.54,0.51,0.63,0.62,0.60,0.62
Days Inventory Outstanding,57.6,46.1,43.3,36.6,29.6,26.7,19.2,14.3,,,25.8,24.8,16.5,14.3,17.1,19.4,18.4,14.6,13.9,17.5
Days Sale Outstanding,86.4,93.5,90.2,100.0,66.2,77.4,38.9,61.5,,,83.9,62.6,38.9,43.0,54.2,53.7,61.5,55.8,48.5,52.4
Days Payable Outstanding,67.7,58.2,74.4,67.9,53.8,52.3,45.7,57.3,,,46.2,47.1,47.3,50.8,55.4,61.9,59.5,55.5,51.1,48.2
Cash Conversion Cycle,76.3,61.2,70.0,87.3,68.7,60.0,27.8,7.64,,,66.2,53.1,17.7,6.39,8.43,14.3,16.5,20.2,20.7,19.2
Debt to Asset Ratio,0.57,0.66,0.68,0.76,0.73,0.80,0.71,0.69,,,0.80,0.89,0.71,0.72,0.70,0.70,0.69,0.67,0.65,0.66
Debt to Equity Ratio,1.67,2.47,2.83,3.61,3.05,4.44,2.80,2.61,,,4.60,11.1,2.80,3.04,2.75,2.72,2.61,2.40,2.11,2.22
Interest Coverage Ratio,15.6,,,,,,,11.8,,,1.30,,,5.52,15.8,11.2,15.0,22.7,10.5,16.7
Cash and Short Term Investments,"1,344","1,401","3,719","1,940","1,235","1,119",905.4,539.8,,,"1,422","1,225",905.4,729.8,569.1,656.0,539.8,637.4,715.4,463.5
"Total Receivables, Net","2,193","2,986","2,695","2,480","1,581","1,572",819.5,"1,175",,,"1,742","1,262",819.5,855.5,"1,042",996.5,"1,175","1,098",922.3,984.8
Total Inventory,995.2,"1,039",619.7,629.3,301.0,370.8,146.4,195.2,,,346.0,299.2,146.4,222.8,205.8,245.6,195.2,163.2,163.7,245.1
Total Current Assets,"5,440","6,306","8,778","5,293","3,347","3,245","1,943","1,988",,,"3,671","2,943","1,943","1,961","1,904","2,000","1,988","2,023","1,958","1,893"
"Property/Plant/Equipment, Total - Net","1,075","1,631","1,785","1,429",524.0,429.9,287.1,278.7,,,370.5,350.2,287.1,280.1,299.0,287.0,278.7,271.6,257.2,240.9
Total Assets,"8,534","11,465","12,604","14,461","7,590","7,249","3,766","3,673",,,"7,529","6,740","3,766","3,850","3,787","3,832","3,673","3,693","3,584","3,481"
Accounts Payable,"1,081","1,490","1,361",953.2,740.5,573.3,657.6,713.0,,,607.2,617.3,657.6,653.7,735.2,709.4,713.0,647.5,549.3,577.5
Accrued Expenses,"1,055","1,268","1,343",999.4,858.6,709.9,597.8,598.8,,,853.8,884.1,597.8,595.6,609.6,653.8,598.8,597.9,628.1,673.0
Debt Due,"1,401","3,433","4,377","1,007",14.5,"1,839",59.5,94.7,,,499.5,628.2,59.5,76.7,82.9,88.5,94.7,10.0,8.44,7.46
Total Current Liabilities,"4,345","6,965","7,917","4,468","2,567","4,179","1,858","1,877",,,"2,973","3,008","1,858","2,037","1,922","1,962","1,877","1,875","1,688","1,772"
Long Term Debt,282.2,198.2,321.7,"3,360","1,655",623.8,580.0,486.1,,,"2,079","2,014",580.0,558.5,539.2,513.2,486.1,418.5,415.8,311.8
Total Liabilities,"4,891","7,536","8,627","10,977","5,556","5,780","2,659","2,529",,,"6,049","6,032","2,659","2,778","2,646","2,664","2,529","2,465","2,315","2,302"
Common Stock,530.3,530.3,636.3,819.9,819.9,819.9,819.9,819.9,,,820.0,820.0,819.9,820.0,820.0,820.0,819.9,820.0,820.0,820.0
Additional Paid-In Capital,"2,487","2,487","3,442","5,709","5,707","5,707","4,848","4,848",,,"5,707","5,707","4,848","4,848","4,848","4,848","4,848","4,848","1,897","1,897"
Retained Earnings (Accumulated Deficit),624.5,411.4,-898.4,"-3,311","-4,509","-5,029","-4,719","-4,700",,,"-5,017","-5,790","-4,719","-4,757","-4,706","-4,691","-4,700","-4,641","-1,352","-1,370"
Shareholders' Equity,"2,930","3,046","3,046","3,043","1,822","1,302",949.8,969.4,,,"1,316",542.7,949.8,913.0,962.6,978.3,969.4,"1,028","1,097","1,035"
Cash from Operating Activities,334.8,"-1,296",-839.1,"-2,121",371.1,-402.0,153.8,9.25,,,265.0,-253.2,6.95,58.8,-105.4,117.9,-62.1,264.1,66.5,1.71
Cash from Investing Activities,-270.1,-707.0,-402.8,-677.9,797.5,-563.2,-470.0,-122.9,,,-63.4,91.7,-450.5,-81.3,-23.5,-11.1,-7.11,-85.0,16.7,-97.2
Cash from Financing Activities,-46.7,"1,831","2,051","2,130",-972.9,775.0,189.2,-92.3,,,78.4,63.8,14.6,-4.32,-20.5,-20.4,-47.1,-152.3,-26.5,-187.0
Net Change in Cash,17.3,-171.4,808.2,-668.6,194.3,-190.0,-124.8,-205.7,,,280.0,-97.1,-428.5,-25.7,-104.1,40.3,-116.2,27.3,57.3,-282.2
Free Cashflows,-40.1,"-2,124","-1,357","-2,625",98.1,-473.3,90.9,-76.6,,,243.5,-260.0,-20.0,40.5,-146.7,104.8,-75.2,246.9,56.3,-4.50
Free Cashflow per Share,-0.076,-4.00,-2.13,-3.20,0.12,-0.58,0.11,-0.093,,,0.30,-0.32,-0.024,0.049,-0.18,0.13,-0.092,0.30,0.069,-0.005
