,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Tax Rate,32.2%,24.1%,21.9%,22.6%,20.4%,21.9%,22.5%,23.7%,,,23.3%,22.3%,23.2%,23.2%,22.1%,22.6%,29.3%,22.6%,23.5%,22.2%
Current Ratio,1.97,1.60,2.04,2.65,2.54,2.67,2.16,2.70,,,2.23,2.07,2.16,2.20,2.17,2.34,2.70,2.04,1.82,1.90
Quick Ratio,1.30,1.26,1.34,1.22,1.15,1.17,1.34,1.47,,,1.17,1.28,1.34,1.48,1.55,1.20,1.47,0.89,0.92,1.18
Days Inventory Outstanding,68.9,59.2,67.4,64.6,48.3,40.6,24.6,30.9,,,47.9,36.1,27.0,24.4,22.3,27.9,31.5,88.2,147.5,131.3
Days Sale Outstanding,123.3,235.4,167.3,92.9,132.4,145.6,185.9,177.5,,,178.1,200.2,185.9,210.4,223.4,171.5,177.5,170.8,193.6,200.7
Days Payable Outstanding,61.3,87.7,70.5,49.3,54.9,60.9,73.9,97.3,,,77.2,89.5,104.5,106.9,112.3,112.5,84.3,81.2,93.9,59.7
Cash Conversion Cycle,118.0,139.3,171.5,146.6,119.9,138.6,73.7,178.1,,,146.2,104.9,110.6,116.7,139.9,141.3,149.1,157.8,218.1,286.0
Debt to Asset Ratio,0.49,0.60,0.47,0.36,0.39,0.36,0.43,0.36,,,0.42,0.45,0.43,0.42,0.43,0.40,0.36,0.47,0.53,0.51
Debt to Equity Ratio,0.97,1.53,0.91,0.56,0.63,0.56,0.75,0.56,,,0.71,0.80,0.75,0.74,0.76,0.68,0.56,0.88,1.11,1.06
Interest Coverage Ratio,42.5,29.4,21.0,71.0,124.7,369.0,494.6,356.3,,,487.4,626.2,313.0,335.2,392.3,376.9,316.4,808.4,60.3,36.9
Cash and Short Term Investments,217.1,245.4,180.1,"1,313","1,796","1,899","1,286","1,266",,,"1,435","1,259","1,286","1,110",893.7,"1,555","1,266","1,072",479.1,244.7
"Total Receivables, Net","1,633","2,701","2,760","1,693","1,899","1,763","2,749","2,060",,,"2,229","2,774","2,749","3,057","3,053","2,071","2,060","2,087","2,737","3,247"
Total Inventory,571.0,461.6,"1,216",578.2,462.8,268.8,305.8,268.0,,,445.3,325.4,305.8,267.0,224.4,317.1,268.0,"1,445","1,967","1,570"
Total Current Assets,"2,476","3,429","4,208","3,668","4,180","4,026","4,446","3,781",,,"4,248","4,487","4,446","4,553","4,282","4,041","3,781","4,813","5,410","5,231"
"Property/Plant/Equipment, Total - Net",232.4,192.3,279.1,350.1,372.6,339.6,277.9,206.9,,,306.7,286.9,277.9,266.2,235.9,215.3,206.9,223.0,207.6,189.1
Total Assets,"2,736","3,686","4,631","4,168","4,673","4,512","5,025","4,273",,,"4,814","5,056","5,025","5,104","4,794","4,530","4,273","5,297","5,873","5,676"
Accounts Payable,562.1,968.9,784.5,585.1,598.7,498.8,"1,225",581.5,,,696.0,"1,215","1,225","1,280","1,198",984.0,581.5,996.8,"1,176",432.4
Accrued Expenses,161.5,188.3,158.6,129.7,179.4,148.7,91.5,96.0,,,150.8,148.1,91.5,62.3,60.8,79.7,96.0,78.1,77.1,91.0
Debt Due,24.8,393.2,531.0,178.7,74.4,73.4,52.2,29.1,,,68.8,58.8,52.2,36.8,21.9,18.8,29.1,27.1,325.6,746.3
Total Current Liabilities,"1,257","2,138","2,058","1,386","1,645","1,507","2,056","1,401",,,"1,907","2,165","2,056","2,068","1,975","1,726","1,401","2,357","2,975","2,754"
Long Term Debt,50.2,43.0,68.5,43.9,105.1,57.6,25.5,44.0,,,24.0,15.9,25.5,21.8,18.1,21.1,44.0,38.8,33.6,71.6
Total Liabilities,"1,346","2,227","2,194","1,487","1,810","1,628","2,153","1,528",,,"2,001","2,253","2,153","2,166","2,071","1,829","1,528","2,482","3,096","2,916"
Common Stock,337.5,343.9,"1,032","1,032","1,032","1,032","1,032","1,032",,,"1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032"
Additional Paid-In Capital,293.1,303.4,303.4,303.4,303.4,303.4,303.4,303.4,,,303.4,303.4,303.4,303.4,303.4,303.4,303.4,303.4,303.4,303.4
Retained Earnings (Accumulated Deficit),753.3,811.7,"1,069","1,335","1,527","1,549","1,536","1,402",,,"1,478","1,467","1,536","1,604","1,387","1,366","1,402","1,472","1,434","1,417"
Shareholders' Equity,"1,384","1,459","2,404","2,670","2,862","2,884","2,872","2,745",,,"2,813","2,802","2,872","2,939","2,722","2,701","2,745","2,815","2,777","2,760"
Cash from Operating Activities,376.5,24.5,-428.3,"2,103",963.0,710.2,130.0,380.4,,,137.8,31.8,73.8,-159.2,98.3,748.4,-307.1,-153.5,-752.6,-586.7
Cash from Investing Activities,-204.2,-52.5,-141.2,-201.5,-730.5,334.2,-221.0,-24.8,,,-96.1,-55.3,-49.4,2.21,-7.26,-4.73,-15.0,-32.8,-10.5,-3.02
Cash from Financing Activities,-207.9,56.2,504.1,-768.7,-253.9,-462.2,-496.7,-376.0,,,-328.2,-152.3,3.02,-19.2,-307.4,-82.7,33.2,-7.25,169.9,355.3
Net Change in Cash,-35.7,28.2,-65.3,"1,133",-21.3,582.3,-587.7,-20.4,,,-286.5,-175.8,27.4,-176.1,-216.4,661.0,-288.9,-193.5,-593.2,-234.4
Free Cashflows,122.6,-0.22,-499.5,"1,929",663.3,606.4,62.4,339.9,,,129.9,12.6,43.3,-174.8,91.3,744.7,-321.3,-186.2,-761.0,-588.3
Free Cashflow per Share,1.82,-0.003,-2.42,9.35,3.21,2.94,0.30,1.65,,,0.63,0.061,0.21,-0.85,0.44,3.61,-1.56,-0.90,-3.69,-2.85
