,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Assets,3.7%,9.1%,6.4%,5.8%,6.1%,8.8%,10.1%,12.1%,,,8.7%,9.6%,9.6%,9.8%,11.9%,13.5%,13.0%,12.6%,13.4%,14.7%
Return on Equity,22.2%,38.0%,54.7%,40.2%,15.2%,20.4%,26.5%,32.2%,,,6.5%,7.2%,9.2%,7.1%,9.5%,9.4%,9.5%,8.3%,10.8%,9.6%
Return on Total Capital,21.2%,37.2%,54.1%,40.2%,14.8%,20.0%,26.4%,32.1%,,,22.5%,24.2%,26.4%,25.6%,31.8%,33.3%,32.1%,31.9%,38.4%,36.5%
SG&A to Sale,10.9%,9.4%,9.4%,9.9%,10.2%,10.9%,10.1%,9.1%,,,11.0%,10.3%,9.0%,9.1%,9.3%,9.5%,8.6%,9.0%,9.1%,9.4%
Depreciation & Amortisation,,86.1,115.5,124.3,141.9,152.1,166.4,175.2,,,42.0,41.6,42.6,42.1,41.8,45.1,49.5,47.7,48.2,49.3
Tax Rate,42.5%,24.1%,24.1%,22.9%,22.2%,19.8%,19.7%,18.7%,,,19.8%,18.5%,20.7%,19.1%,18.1%,20.0%,17.7%,20.3%,18.0%,19.0%
Current Ratio,0.92,0.94,0.84,0.88,1.34,1.26,1.17,1.25,,,1.14,1.21,1.17,1.32,1.25,1.32,1.25,1.28,1.20,1.32
Quick Ratio,0.078,0.096,0.079,0.061,0.15,0.18,0.16,0.20,,,0.16,0.22,0.16,0.16,0.15,0.20,0.20,0.21,0.18,0.24
Days Inventory Outstanding,49.5,37.8,41.9,64.5,70.7,54.7,58.7,59.6,,,62.4,52.7,60.9,68.4,60.2,53.8,53.3,57.2,57.1,52.4
Days Sale Outstanding,4.78,5.19,5.24,6.02,8.98,10.7,12.5,12.1,,,10.8,12.2,12.5,8.86,8.34,9.44,12.1,12.0,10.9,11.4
Days Payable Outstanding,29.2,28.2,34.0,44.0,48.1,37.0,38.3,39.3,,,26.4,28.4,38.9,34.5,21.4,23.0,30.1,31.4,26.6,23.3
Cash Conversion Cycle,25.1,5.95,11.9,17.2,31.9,30.7,17.6,33.5,,,41.4,34.9,21.4,57.6,45.3,38.7,26.8,42.0,41.4,43.0
Debt to Asset Ratio,0.83,0.79,0.89,0.88,0.60,0.59,0.68,0.63,,,0.66,0.62,0.68,0.61,0.64,0.59,0.63,0.61,0.65,0.58
Debt to Equity Ratio,5.06,3.76,8.21,7.40,1.49,1.43,2.12,1.74,,,1.98,1.63,2.12,1.58,1.79,1.42,1.74,1.57,1.86,1.37
Interest Coverage Ratio,6.53,10.2,11.5,7.84,8.81,24.3,17.6,24.5,,,14.1,16.5,23.6,15.1,20.1,30.4,41.4,24.4,24.2,26.5
Cash and Short Term Investments,124.1,237.1,333.6,255.2,730.2,710.8,697.4,"1,059",,,681.8,686.8,697.4,408.5,553.7,565.2,"1,059",804.3,851.1,564.4
"Total Receivables, Net",117.2,181.8,200.4,232.7,368.6,501.2,772.2,930.1,,,565.0,691.5,772.2,584.8,591.7,699.4,930.1,960.8,900.5,970.3
Total Inventory,"1,065","1,275","1,573","2,812","2,250","2,183","4,090","3,844",,,"2,736","2,429","4,090","3,753","3,667","3,253","3,844","4,075","4,097","3,631"
Total Current Assets,"1,386","1,775","2,128","3,353","3,397","3,463","5,646","5,907",,,"4,074","3,884","5,646","4,937","4,873","4,578","5,907","5,938","5,915","5,222"
"Property/Plant/Equipment, Total - Net",243.7,363.5,322.8,335.1,326.5,449.5,478.6,524.9,,,457.3,460.3,478.6,486.6,477.0,497.2,524.9,510.6,495.3,513.4
Total Assets,"1,833","2,448","2,906","4,385","4,402","4,826","7,178","7,589",,,"5,771","5,490","7,178","6,392","6,333","6,071","7,589","7,776","7,770","7,109"
Accounts Payable,628.6,"1,118","1,190","1,798","1,651","1,346","2,748","2,475",,,"1,376","1,412","2,748","1,210","1,431","1,529","2,475","1,871","1,933","1,505"
Accrued Expenses,135.0,128.8,53.8,43.3,42.2,162.6,234.0,311.8,,,210.6,249.3,234.0,214.8,201.6,248.3,311.8,275.0,,259.0
Debt Due,646.2,513.1,967.2,"1,902",707.8,969.8,"1,666","1,682",,,"1,785","1,390","1,666","2,109","2,098","1,527","1,682","2,225","2,459","2,024"
Total Current Liabilities,"1,499","1,894","2,543","3,816","2,534","2,758","4,827","4,709",,,"3,583","3,200","4,827","3,739","3,893","3,480","4,709","4,638","4,924","3,970"
Long Term Debt,14.7,11.8,3.44,0.28,53.6,39.3,6.90,9.08,,,210.3,158.4,6.90,120.8,97.9,9.26,9.08,9.08,7.08,6.79
Total Liabilities,"1,531","1,934","2,590","3,861","2,638","2,837","4,880","4,812",,,"3,836","3,404","4,880","3,918","4,060","3,562","4,812","4,751","5,054","4,106"
Common Stock,225.0,225.0,225.0,225.0,300.0,300.0,300.0,300.0,,,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Additional Paid-In Capital,,,,,898.8,898.8,898.8,898.8,,,898.8,898.8,898.8,898.8,898.8,898.8,898.8,898.8,898.8,898.8
Retained Earnings (Accumulated Deficit),77.5,289.0,90.6,297.0,565.5,789.9,"1,099","1,572",,,735.7,886.3,"1,099","1,276","1,072","1,307","1,572","1,822","1,513","1,800"
Shareholders' Equity,302.5,514.0,315.6,522.0,"1,764","1,989","2,297","2,771",,,"1,934","2,085","2,297","2,475","2,271","2,506","2,771","3,021","2,712","2,999"
Cash from Operating Activities,,505.1,-32.2,-455.5,764.3,311.2,-0.091,"1,001",,,640.4,409.8,-151.6,-907.1,626.2,730.3,551.2,-653.6,445.6,297.0
Cash from Investing Activities,,-246.1,-134.6,-359.2,-124.7,-399.9,-366.8,-240.3,,,-300.2,46.0,44.4,61.3,-30.7,-56.8,-214.1,-143.9,-31.4,-148.0
Cash from Financing Activities,,-145.9,263.3,736.3,-164.6,69.2,353.5,-398.8,,,-111.4,-450.9,117.9,556.9,-450.3,-662.0,156.7,542.8,-367.4,-435.7
Net Change in Cash,,113.0,96.5,-78.4,475.0,-19.4,-13.4,361.5,,,228.9,4.96,10.7,-289.0,145.2,11.4,493.8,-254.6,46.8,-286.7
Free Cashflows,,301.7,-144.8,-602.3,631.4,90.2,-191.3,859.0,,,587.4,369.5,-197.7,-932.7,599.6,674.3,517.8,-674.8,414.2,243.0
Free Cashflow per Share,,0.25,-0.12,-0.50,0.53,0.075,-0.16,0.72,,,0.49,0.31,-0.16,-0.78,0.50,0.56,0.43,-0.56,0.35,0.20
