,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,0.35,0.26,0.28,0.29,0.26,0.24,0.21,0.19,,,0.25,0.26,0.21,0.22,0.21,0.23,0.19,0.20,0.21,0.24
Quick Ratio,0.29,0.20,0.20,0.21,0.19,0.17,0.16,0.15,,,0.21,0.21,0.16,0.17,0.15,0.18,0.15,0.16,0.16,0.19
Days Inventory Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,657.1,360.5,361.8,353.7,199.0,14.7,16.5,9.51,,,391.4,11.0,16.5,14.8,10.7,9.48,9.51,10.2,11.6,11.7
Days Payable Outstanding,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,427.1,457.1,333.4,353.2,257.8,101.8,15.2,11.2,,,285.5,199.0,13.7,15.5,12.8,8.86,9.57,9.96,11.0,13.2
Debt to Asset Ratio,0.93,0.92,0.92,0.91,0.91,0.89,0.89,0.89,,,0.90,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89
Debt to Equity Ratio,12.8,11.5,11.4,10.6,9.97,8.52,8.39,8.03,,,8.80,8.47,8.39,8.00,8.29,8.00,8.03,7.89,7.96,7.78
Interest Coverage Ratio,,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,"165,650","127,891","138,572","160,602","160,721","151,063","139,700","137,966",,,"127,424","154,374","139,700","133,357","133,628","143,063","137,966","128,291","145,362","158,054"
"Total Receivables, Net","37,475","24,402","28,950","29,024","18,233","1,423","1,690","1,251",,,"39,354","1,115","1,690","1,539","1,102","1,269","1,251","1,325","1,489","1,180"
Total Inventory,"3,640","2,151","1,897","1,860","1,207","1,506","1,931","2,306",,,"1,575","2,090","1,931","2,259","2,315","2,586","2,306",,"2,342",
Total Current Assets,"209,423","156,892","175,809","194,426","184,288","158,710","146,778","144,813",,,"172,141","158,554","146,778","138,141","145,026","148,231","144,813","133,617","152,798","163,259"
"Property/Plant/Equipment, Total - Net","12,052","11,533","11,412","10,672","10,292","12,383","12,071","11,876",,,"11,894","11,693","12,071","11,877","11,745","11,405","11,876","11,741","12,962","12,959"
Total Assets,"718,643","716,925","765,732","809,182","838,937","797,316","843,872","891,713",,,"840,566","830,714","843,872","828,956","850,015","873,173","891,713","892,224","899,800","900,901"
Accounts Payable,"15,379","14,118","3,176","4,780","6,005",,,,,,,,,,,,,,,
Accrued Expenses,"2,865","2,940","3,109","3,872","4,683","3,814","5,382","5,644",,,"4,065",,"5,382",,"4,297",,"5,644",,"4,287",
Debt Due,"83,561","13,088","33,531","19,703","12,955","21,668","11,586","22,345",,,"11,236","7,719","11,586","11,550","13,805","8,941","22,345","7,144","16,013","8,302"
Total Current Liabilities,"602,548","593,600","637,881","674,200","706,007","675,314","695,168","747,448",,,"678,533","618,582","695,168","639,235","701,037","651,646","747,448","673,449","726,549","685,271"
Long Term Debt,"28,112","36,414","21,503","26,902","29,668","29,296","30,710","20,504",,,"31,098","34,236","30,710","30,289","32,842","32,578","20,504","35,249","49,757","49,701"
Total Liabilities,"666,362","659,543","703,899","739,389","762,339","713,468","754,016","792,934",,,"754,688","742,857","754,016","736,831","758,516","776,159","792,934","791,830","799,362","798,309"
Common Stock,"41,352","41,372","41,426","41,495","41,562","41,617","41,648","41,659",,,"41,648","41,648","41,648","41,648","41,659","41,659","41,659","41,659","41,659","41,659"
Additional Paid-In Capital,,27.0,81.2,157.7,236.2,325.4,378.9,403.6,,,378.9,378.9,378.9,378.9,403.6,403.6,403.6,403.6,403.6,403.6
Retained Earnings (Accumulated Deficit),"5,959","11,591","15,974","23,887","30,733","36,502","42,731","51,905",,,"38,557","40,554","42,731","45,029","44,537","50,158","51,905","53,501","52,436","54,496"
Shareholders' Equity,"52,177","57,316","61,757","69,704","76,491","83,723","89,856","98,779",,,"85,748","87,714","89,856","92,125","91,498","97,014","98,779","100,394","100,438","102,592"
Cash from Operating Activities,"-23,267","-60,061","-33,599","-45,736","-71,399","9,864","6,143","-37,908",,,"-5,245","-5,868","2,321","-23,161",83.9,"-6,894","-7,937","-7,108","-12,046","-48,020"
Cash from Investing Activities,"-15,890","9,736","7,113","5,666","9,661","29,650","-8,398",-688.2,,,"-1,769","1,758","-2,502","10,676","-9,301",60.8,"-2,124","-7,780","6,137","29,916"
Cash from Financing Activities,"37,640","51,720","28,434","39,921","62,569","-40,273","3,646","35,968",,,"6,133","5,591","3,744","8,590","7,737","6,430","13,212","11,342","5,093","18,033"
Net Change in Cash,"-1,497","1,382","1,977",-148.2,862.4,-759.5,"1,341","-2,638",,,-891.3,"1,471","3,554","-3,905","-1,471",-412.8,"3,151","-3,556",-837.9,-70.6
Free Cashflows,"-24,275","-61,104","-34,719","-46,381","-72,201","8,520","5,124","-38,976",,,"-5,343","-6,094","1,672","-23,223",-35.1,"-7,064","-8,653","-7,247","-12,190","-48,284"
Free Cashflow per Share,-0.56,-1.40,-0.80,-1.06,-1.65,0.19,0.12,-0.89,,,-0.12,-0.14,0.038,-0.53,-0.001,-0.16,-0.20,-0.17,-0.28,-1.10
