,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,12.0,47.9,4.83,19.1,14.2,13.1,18.0,19.2,,,15.9,11.9,18.0,18.5,16.8,17.9,19.2,20.7,20.7,20.5
Quick Ratio,10.2,10.1,0.64,1.29,8.93,12.0,16.9,11.6,,,14.8,11.2,16.9,17.5,15.9,10.5,11.6,20.3,20.5,20.3
Days Inventory Outstanding,31.4,26.4,13.2,18.2,138.2,489.2,167.9,27.7,,,77.0,32.9,35.3,21.8,17.1,16.5,21.1,42.2,50.4,38.0
Days Sale Outstanding,176.5,126.2,115.8,30.0,428.5,759.4,818.0,213.0,,,662.0,690.6,818.0,"1,059","1,858",430.4,213.0,"1,331","1,568","1,405"
Days Payable Outstanding,25.1,12.5,44.9,52.7,58.9,392.0,285.6,156.2,,,365.7,396.0,380.5,158.0,201.0,203.0,182.0,159.4,154.1,180.5
Cash Conversion Cycle,191.7,173.8,8.05,98.4,525.7,"1,445","1,538",691.7,,,973.1,897.8,"1,468","1,353","1,639","1,343",525.8,"1,900","8,778","13,214"
Debt to Asset Ratio,0.057,0.026,0.27,0.050,0.043,0.049,0.039,0.041,,,0.042,0.056,0.039,0.042,0.047,0.046,0.041,0.038,0.038,0.039
Debt to Equity Ratio,0.061,0.026,0.41,0.054,0.045,0.052,0.041,0.043,,,0.045,0.060,0.041,0.044,0.050,0.049,0.043,0.040,0.040,0.041
Interest Coverage Ratio,,,,2.06,,,,,,,,,,,,,,,,
Cash and Short Term Investments,48.1,324.3,397.5,"1,191",542.5,490.1,555.4,468.8,,,507.9,522.3,555.4,590.0,373.0,430.6,468.8,441.3,447.9,471.9
"Total Receivables, Net",14.9,14.2,39.2,12.6,107.9,159.9,143.6,57.5,,,166.1,172.5,143.6,188.2,445.5,105.2,57.5,392.2,391.5,405.2
Total Inventory,1.06,1.77,5.19,3.29,28.5,17.3,1.66,1.50,,,2.94,2.32,1.66,1.03,1.01,0.91,1.50,3.34,2.44,2.04
Total Current Assets,64.2,340.4,449.4,"1,209",719.7,695.1,728.7,856.1,,,704.7,725.0,728.7,807.2,847.2,896.4,856.1,837.1,842.5,880.5
"Property/Plant/Equipment, Total - Net",29.3,33.0,351.4,27.8,162.8,130.1,19.8,9.59,,,22.9,21.3,19.8,18.3,16.3,14.8,9.59,8.44,7.28,8.22
Total Assets,147.4,412.1,934.4,"1,325","1,261","1,185","1,163","1,209",,,"1,161","1,179","1,163","1,169","1,196","1,204","1,209","1,212","1,227","1,240"
Accounts Payable,1.34,,23.7,0.96,12.6,24.1,8.13,9.68,,,28.6,34.8,8.13,11.4,12.6,11.1,9.68,8.63,9.04,12.2
Accrued Expenses,3.92,,5.81,13.3,34.9,26.6,18.6,18.1,,,12.9,10.9,18.6,18.9,18.9,18.0,18.1,17.0,17.4,16.7
Debt Due,0.00,0.00,62.1,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,5.36,7.11,93.0,63.2,50.8,53.1,40.5,44.5,,,44.4,60.7,40.5,43.7,50.4,50.1,44.5,40.4,40.7,42.9
Long Term Debt,,,149.8,,,,,,,,,,,,,,,,,
Total Liabilities,8.44,10.5,252.2,66.9,54.0,57.7,45.4,49.6,,,49.3,65.7,45.4,48.9,55.7,55.6,49.6,45.9,46.3,48.6
Common Stock,120.0,370.0,610.0,965.0,965.0,965.0,965.0,965.0,,,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0
Additional Paid-In Capital,5.04,5.04,5.04,242.6,242.6,242.6,242.6,242.6,,,242.6,242.6,242.6,242.6,242.6,242.6,242.6,242.6,242.6,242.6
Retained Earnings (Accumulated Deficit),13.8,26.0,5.11,26.2,-19.8,-94.3,-104.8,-64.3,,,-110.5,-109.3,-104.8,-102.0,-82.6,-75.5,-64.3,-52.4,-42.4,-32.0
Shareholders' Equity,138.9,401.5,620.6,"1,234","1,189","1,113","1,104","1,143",,,"1,097","1,099","1,104","1,106","1,125","1,133","1,143","1,150","1,164","1,174"
Cash from Operating Activities,0.23,3.47,16.0,-726.5,670.0,-70.3,-14.1,-295.6,,,-7.06,-1.57,6.28,-49.8,-269.6,-2.78,26.6,-7.64,-5.43,-6.35
Cash from Investing Activities,-0.59,-252.9,-218.3,143.3,-666.0,70.8,17.4,289.4,,,11.8,0.56,-5.10,46.8,273.3,-5.80,-24.8,8.53,2.26,7.47
Cash from Financing Activities,,249.4,206.2,580.5,1.00,1.90,2.33,0.007,,,0.00,0.004,-0.001,,,0.007,0.001,,,
Net Change in Cash,-0.36,0.048,3.88,-2.75,4.94,2.34,5.72,-6.20,,,4.69,-1.00,1.18,-2.98,3.64,-8.58,1.72,0.89,-3.17,1.12
Free Cashflows,0.070,-2.58,5.48,-734.6,545.7,-71.0,-14.1,-295.6,,,-7.06,-1.57,6.28,-49.8,-269.6,-2.78,26.6,-7.68,-5.44,-10.0
Free Cashflow per Share,0.001,-0.007,0.009,-0.76,0.57,-0.074,-0.015,-0.31,,,-0.007,-0.002,0.007,-0.052,-0.28,-0.003,0.028,-0.008,-0.006,-0.010
