,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Net Income,-654.5,-46.7,-316.4,219.6,119.9,589.0,316.1,562.4,,,55.0,-78.0,111.4,197.2,258.2,100.5,6.61,-42.4,0.42,50.7
EBITDA,266.8,318.6,204.2,415.3,382.6,911.7,867.3,991.9,,,141.3,153.4,208.3,279.1,392.7,224.5,95.5,9.74,44.0,132.3
Gross Profit Margin,1.4%,1.3%,2.0%,4.8%,4.3%,7.5%,6.6%,7.2%,,,4.7%,4.8%,6.5%,8.1%,11.2%,6.4%,3.2%,3.4%,2.4%,4.2%
Operating Margin,-3.2%,-2.3%,-2.3%,-0.1%,0.1%,3.9%,3.1%,3.7%,,,1.2%,1.4%,3.0%,4.6%,7.4%,3.0%,-0.1%,-2.3%,-1.5%,0.8%
Net Profit Margin,-5.9%,-0.4%,-3.0%,1.6%,1.0%,4.3%,2.0%,3.5%,,,1.4%,-2.0%,2.9%,5.0%,6.5%,2.4%,0.2%,-1.1%,0.0%,1.4%
Return on Assets,-4.1%,-0.3%,-2.5%,1.8%,1.0%,5.1%,2.5%,4.4%,,,5.5%,3.2%,2.5%,2.2%,3.6%,5.1%,4.4%,2.5%,0.5%,0.1%
Return on Equity,-6.2%,-0.5%,-3.8%,2.6%,1.4%,6.4%,3.5%,6.0%,,,0.6%,-0.9%,1.2%,2.1%,2.8%,1.1%,0.1%,-0.5%,0.0%,0.6%
Return on Total Capital,-6.1%,-0.5%,-3.8%,2.6%,1.4%,6.4%,3.5%,6.0%,,,7.6%,4.4%,3.5%,3.1%,5.2%,7.1%,6.0%,3.4%,0.7%,0.2%
SG&A to Sale,4.7%,3.5%,4.3%,4.9%,4.2%,3.6%,3.4%,3.5%,,,3.5%,3.4%,3.6%,3.5%,3.8%,3.4%,3.3%,5.7%,3.9%,3.4%
Depreciation & Amortisation,624.4,610.8,448.0,428.0,373.1,376.7,380.8,392.6,,,94.7,97.9,95.6,96.1,98.2,100.4,98.0,98.7,100.5,102.0
Tax Rate,0.0%,-100.5%,-10.2%,-55.0%,-0.1%,0.0%,37.2%,21.7%,,,26.6%,3169.7%,21.3%,19.9%,18.3%,25.8%,68.3%,28.4%,-124.0%,19.1%
Current Ratio,1.92,1.94,2.10,2.15,2.88,3.03,2.49,2.93,,,2.47,2.79,2.49,2.47,2.48,2.90,2.93,2.71,2.77,3.75
Quick Ratio,0.29,0.72,0.83,0.72,1.05,1.10,0.62,0.97,,,0.73,0.89,0.62,0.57,0.71,1.04,0.97,0.90,0.84,1.37
Days Inventory Outstanding,132.4,118.8,130.3,110.2,118.9,90.2,88.9,89.3,,,110.9,107.0,95.3,94.9,101.1,99.4,87.4,89.3,94.4,90.1
Days Sale Outstanding,22.7,44.6,61.5,56.0,62.4,65.4,54.7,56.6,,,63.7,62.8,54.7,52.1,59.0,62.8,56.6,67.5,60.0,65.8
Days Payable Outstanding,114.0,112.9,120.7,81.8,83.4,69.6,76.0,79.4,,,77.6,77.5,76.3,87.6,91.1,83.1,73.2,78.3,78.6,61.4
Cash Conversion Cycle,16.2,39.4,83.2,83.1,107.8,76.6,57.3,69.9,,,85.9,103.8,65.5,59.8,63.4,85.6,72.7,68.4,84.3,107.0
Debt to Asset Ratio,0.30,0.34,0.30,0.30,0.22,0.23,0.30,0.26,,,0.29,0.26,0.30,0.30,0.31,0.26,0.26,0.29,0.28,0.20
Debt to Equity Ratio,0.43,0.51,0.43,0.42,0.29,0.29,0.43,0.36,,,0.41,0.34,0.43,0.43,0.45,0.36,0.36,0.40,0.38,0.25
Interest Coverage Ratio,,,,,0.90,"2,795",417.4,62.7,,,831.2,"2,006",106.5,98.4,121.2,53.4,,,,196.5
Cash and Short Term Investments,"2,950","2,394","1,567",998.7,"1,815","2,217","3,051","3,241",,,"1,688","1,932","3,051","3,533","3,019","2,698","3,241","2,775","2,251","1,563"
"Total Receivables, Net",686.7,"1,586","1,796","2,094","2,000","2,457","2,317","2,501",,,"2,614","2,617","2,317","2,219","2,531","2,734","2,501","2,963","2,589","2,762"
Total Inventory,"4,506","3,828","3,635","4,213","3,083","3,190","3,852","3,469",,,"4,611","3,693","3,852","3,744","4,268","3,696","3,469","3,902","3,923","3,393"
Total Current Assets,"8,177","8,055","7,168","7,583","6,923","7,922","9,369","9,515",,,"9,007","8,329","9,369","9,664","10,046","9,407","9,515","9,905","9,081","7,968"
"Property/Plant/Equipment, Total - Net","6,851","4,796","4,627","4,421","4,009","3,764","3,442","3,208",,,"3,641","3,599","3,442","3,503","3,333","3,270","3,208","3,187","3,211","3,215"
Total Assets,"15,130","13,102","11,990","12,182","11,172","11,878","12,962","12,843",,,"12,811","12,079","12,962","13,319","13,506","12,810","12,843","13,183","12,402","11,299"
Accounts Payable,"4,012","3,908","3,005","2,818","2,300","2,537","3,481","3,029",,,"3,451","2,559","3,481","3,533","3,686","2,973","3,029","3,431","3,085","1,900"
Accrued Expenses,76.0,44.2,30.0,36.4,48.5,29.8,95.2,114.1,,,4.73,1.44,95.2,2.85,1.65,1.60,114.1,2.89,1.81,1.57
Debt Due,72.8,59.5,326.6,630.5,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,"4,264","4,148","3,415","3,534","2,401","2,617","3,758","3,247",,,"3,647","2,987","3,758","3,919","4,052","3,241","3,247","3,654","3,283","2,125"
Long Term Debt,181.0,119.3,39.0,,,,,,,,,,,,,,,,,
Total Liabilities,"4,519","4,429","3,621","3,609","2,479","2,702","3,866","3,392",,,"3,737","3,083","3,866","4,026","4,162","3,366","3,392","3,775","3,439","2,286"
Common Stock,"7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796",,,"7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796","7,796"
Additional Paid-In Capital,332.1,332.1,332.1,332.1,332.1,332.1,332.1,332.1,,,332.1,332.1,332.1,332.1,332.1,332.1,332.1,332.1,332.1,332.1
Retained Earnings (Accumulated Deficit),606.8,511.3,212.2,445.0,564.9,"1,049",968.1,"1,323",,,945.5,867.4,968.1,"1,165","1,216","1,317","1,323","1,281",835.0,885.6
Shareholders' Equity,"10,611","8,673","8,369","8,573","8,693","9,176","9,096","9,451",,,"9,073","8,995","9,096","9,293","9,344","9,444","9,451","9,409","8,963","9,013"
Cash from Operating Activities,-241.9,-179.8,-718.1,-850.7,"1,461",540.0,"1,391",597.0,,,555.0,283.9,"1,198",500.7,-291.7,-197.4,585.4,-433.8,128.2,-697.0
Cash from Investing Activities,"1,406","-1,162",28.0,555.0,-129.8,-376.3,"-1,487",444.0,,,61.8,-628.2,-952.9,-537.7,"1,088",-8.76,-98.0,559.2,-397.2,735.5
Cash from Financing Activities,"-1,785",-90.6,156.4,258.0,-641.3,-105.4,-387.0,-216.9,,,-385.9,-0.034,-1.06,-1.86,-209.8,-2.33,-2.94,-0.25,-446.3,-0.15
Net Change in Cash,-621.0,"-1,432",-444.9,8.78,765.5,83.5,-476.3,801.7,,,238.2,-340.2,249.5,-42.8,624.9,-252.5,472.1,153.4,-763.6,61.1
Free Cashflows,-678.2,-428.3,"-1,182","-1,066","1,381",400.5,"1,188",451.1,,,506.3,226.9,"1,123",476.3,-336.5,-235.7,547.0,-511.3,3.98,-803.2
Free Cashflow per Share,-0.087,-0.055,-0.15,-0.14,0.18,0.051,0.15,0.058,,,0.065,0.029,0.14,0.061,-0.043,-0.030,0.070,-0.066,0.001,-0.10
