,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Common Stock,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,,,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0
Additional Paid-In Capital,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,,,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0
Retained Earnings (Accumulated Deficit),"2,359","2,700","3,077","3,482","3,817","4,442","4,585","4,857",,,"4,279","4,412","4,585","4,715","4,420","4,623","4,857","5,018","4,699","4,825"
Shareholders' Equity,"3,045","3,386","3,763","4,168","4,503","5,128","5,271","5,543",,,"4,965","5,098","5,271","5,401","5,106","5,309","5,543","5,704","5,385","5,511"
Cash from Operating Activities,747.2,923.9,923.4,962.5,"1,399","1,621","1,185",669.7,,,119.1,304.4,333.3,255.0,274.6,-73.4,213.4,747.4,448.6,310.4
Cash from Investing Activities,-670.1,-629.5,-963.1,-889.3,-383.3,-308.9,-351.3,-286.8,,,-58.0,-49.7,-142.0,-70.7,-80.0,-52.3,-83.8,-93.7,-55.6,-63.4
Cash from Financing Activities,-141.5,-237.0,-133.1,-91.7,-866.0,"-1,270",-873.6,-335.9,,,-327.1,-133.8,-245.8,-58.9,-224.7,-0.72,-51.5,-50.3,-583.2,-0.31
Net Change in Cash,-64.3,57.4,-172.9,-18.4,149.4,41.8,-39.9,47.0,,,-266.0,120.8,-54.5,125.4,-30.2,-126.4,78.1,603.4,-190.3,246.7
Free Cashflows,76.8,293.7,-40.4,72.4,"1,016","1,314",835.1,373.4,,,61.4,257.8,191.0,184.3,192.8,-133.1,129.3,653.2,391.1,245.1
Free Cashflow per Share,1.78,6.80,-0.94,1.68,23.5,30.4,19.3,8.64,,,1.42,5.97,4.42,4.27,4.46,-3.08,2.99,15.1,9.07,5.67
