,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Days Payable Outstanding,45.2,45.4,49.4,45.8,44.5,43.7,43.5,49.8,,,50.1,50.8,45.4,48.7,54.1,51.6,54.3,62.4,65.9,62.8
Cash Conversion Cycle,77.8,68.8,78.4,84.9,82.0,81.7,84.6,72.0,,,81.1,90.9,88.2,80.1,98.6,101.3,87.8,81.2,82.5,86.2
Debt to Asset Ratio,0.22,0.24,0.21,0.20,0.19,0.17,0.16,0.19,,,0.19,0.17,0.16,0.18,0.19,0.18,0.19,0.20,0.22,0.20
Debt to Equity Ratio,0.30,0.33,0.28,0.26,0.23,0.21,0.20,0.24,,,0.24,0.21,0.20,0.23,0.23,0.23,0.24,0.25,0.29,0.26
Interest Coverage Ratio,"3,124",,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,237.0,438.6,489.2,495.0,709.1,984.8,"1,051","1,005",,,"1,105",992.2,"1,051","1,045","1,000","1,048","1,005","1,086","1,134","1,191"
"Total Receivables, Net",360.5,390.0,429.3,433.4,404.3,370.2,390.4,477.9,,,391.0,419.3,390.4,502.5,481.1,443.6,477.9,607.4,519.4,528.8
Total Inventory,413.7,431.2,469.6,489.1,442.3,510.5,438.0,579.9,,,517.2,513.3,438.0,507.9,578.1,605.1,579.9,558.7,609.8,623.4
Total Current Assets,"1,023","1,278","1,401","1,436","1,567","1,875","1,895","2,073",,,"2,022","1,938","1,895","2,064","2,069","2,104","2,073","2,260","2,277","2,355"
"Property/Plant/Equipment, Total - Net",808.3,788.2,956.6,"1,069","1,186","1,115","1,260","1,395",,,"1,130","1,217","1,260","1,262","1,263","1,257","1,395","1,390","1,454","1,439"
Total Assets,"2,282","2,626","2,834","3,111","3,327","3,582","3,684","4,159",,,"3,704","3,703","3,684","3,860","3,862","3,890","4,159","4,342","4,422","4,485"
Accounts Payable,262.1,308.6,298.5,295.8,282.6,270.1,271.8,399.6,,,335.1,293.4,271.8,347.4,341.1,333.1,399.6,471.1,476.5,433.5
Accrued Expenses,41.4,57.4,51.0,49.8,44.3,44.0,36.0,39.4,,,64.9,72.5,36.0,,,,39.4,55.0,79.5,76.4
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,398.4,455.6,426.8,443.6,431.3,405.5,380.7,530.7,,,495.5,430.6,380.7,489.8,502.7,489.7,530.7,606.6,679.1,613.3
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,507.0,637.0,599.2,629.1,618.5,603.1,596.3,786.7,,,699.8,638.7,596.3,706.4,720.4,708.3,786.7,867.5,968.4,908.0
Common Stock,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,,,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0
Additional Paid-In Capital,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,,,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6,337.6
Retained Earnings (Accumulated Deficit),842.0,"1,060","1,305","1,540","1,770","2,040","2,147","2,397",,,"2,068","2,123","2,147","2,213","2,200","2,240","2,397","2,498","2,477","2,601"
Shareholders' Equity,"1,718","1,932","2,177","2,425","2,651","2,922","3,031","3,316",,,"2,947","3,007","3,031","3,097","3,084","3,124","3,316","3,417","3,396","3,520"
Cash from Operating Activities,288.0,435.6,323.8,393.7,550.1,484.1,380.5,260.9,,,175.1,-43.7,121.8,74.3,78.5,72.5,35.5,122.6,229.6,131.9
Cash from Investing Activities,-163.7,-179.4,-194.4,-334.8,-412.6,-614.4,98.7,-506.6,,,-132.1,82.3,166.8,-190.4,-144.1,25.8,-197.8,-122.4,-201.2,-145.2
Cash from Financing Activities,-66.4,-54.0,-80.2,-93.6,-93.6,-93.6,-133.2,-80.4,,,-133.2,0.00,0.000,,-80.4,0.00,0.000,,-80.4,0.00
Net Change in Cash,57.9,201.6,50.6,-34.5,44.0,-223.9,345.8,-326.1,,,-90.3,38.8,288.5,-116.0,-146.0,98.3,-162.3,0.26,-52.1,-13.3
Free Cashflows,116.5,315.2,39.4,136.3,272.4,359.7,142.6,22.0,,,145.6,-132.1,69.1,-22.1,46.4,44.4,-46.7,78.1,124.6,54.9
Free Cashflow per Share,2.24,6.06,0.76,2.62,5.24,6.92,2.74,0.42,,,2.80,-2.54,1.33,-0.42,0.89,0.85,-0.90,1.50,2.40,1.06
