,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Total Current Assets,216.2,296.7,333.2,304.7,319.6,462.2,"1,217","1,687",,,562.5,654.3,"1,217","1,495","2,228","1,999","1,687","1,367","1,135",897.8
"Property/Plant/Equipment, Total - Net",767.4,813.2,890.2,955.5,"1,232","1,953","2,221","2,983",,,"2,072","2,139","2,221","2,320","2,421","2,727","2,983","3,295","3,482","3,976"
Total Assets,"1,236","1,415","1,669","1,785","2,210","3,159","4,477","5,667",,,"3,334","3,524","4,477","4,842","5,634","5,778","5,667","5,661","5,576","5,884"
Accounts Payable,88.8,109.5,103.0,95.3,111.9,125.8,128.4,135.2,,,120.7,132.5,128.4,117.4,119.0,133.4,135.2,129.2,123.0,131.8
Accrued Expenses,103.9,138.3,141.5,146.9,167.6,178.8,185.9,178.9,,,130.8,142.1,185.9,127.8,146.1,158.7,178.9,137.2,153.2,165.2
Debt Due,167.5,116.5,165.5,128.9,227.7,419.9,785.3,913.0,,,426.4,346.0,785.3,889.1,975.9,926.2,913.0,977.0,616.4,623.2
Total Current Liabilities,402.1,435.2,443.8,420.3,546.5,775.5,"1,186","1,295",,,867.9,964.1,"1,186","1,609","1,299","1,323","1,295","1,322",957.6,"1,147"
Long Term Debt,127.3,147.8,288.2,356.6,454.1,824.2,951.5,"1,304",,,918.4,945.9,951.5,867.6,"1,337","1,332","1,304","1,250","1,620","1,589"
Total Liabilities,564.7,629.7,785.9,845.3,"1,087","1,731","2,286","2,734",,,"1,927","2,055","2,286","2,625","2,789","2,806","2,734","2,719","2,762","2,938"
Common Stock,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,,,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0
Additional Paid-In Capital,88.0,88.0,88.0,88.0,88.0,88.0,88.0,103.9,,,88.0,88.0,88.0,88.0,88.0,103.9,103.9,103.9,103.9,103.9
Retained Earnings (Accumulated Deficit),402.2,516.5,612.1,668.0,788.0,894.5,984.0,"1,053",,,880.6,922.8,984.0,"1,024",962.4,"1,014","1,053","1,072",984.5,"1,075"
Shareholders' Equity,647.6,761.8,857.4,913.4,"1,093","1,359","1,396","1,399",,,"1,312","1,372","1,396","1,417","1,322","1,443","1,399","1,408","1,289","1,411"
Cash from Operating Activities,205.5,232.0,175.4,185.9,311.7,332.7,301.1,184.3,,,2.19,150.2,140.8,-50.9,66.4,78.0,90.9,-3.86,39.8,45.9
Cash from Investing Activities,-97.2,-123.9,-296.3,-214.0,-444.7,-828.7,-589.1,"-1,660",,,10.9,-109.5,-439.5,-54.4,"-1,366",-301.3,61.7,454.4,-201.2,-358.3
Cash from Financing Activities,-85.7,-76.0,128.8,-34.0,145.4,494.5,"1,154","1,106",,,153.2,91.1,890.0,348.4,852.7,-54.7,-40.8,8.09,-49.6,-25.3
Net Change in Cash,22.5,32.1,7.88,-62.1,12.4,49.1,866.3,-370.4,,,166.2,131.8,591.3,243.1,-447.2,-278.1,111.8,458.6,-211.0,-337.7
Free Cashflows,158.8,136.5,12.6,-26.2,-52.6,-473.9,-28.6,-684.1,,,-53.2,40.7,41.8,-124.3,-127.0,-223.5,-209.3,-345.6,-182.4,-329.6
Free Cashflow per Share,10.0,8.60,0.80,-1.65,-3.31,-29.9,-1.79,-42.8,,,-3.35,2.57,2.61,-7.77,-7.94,-14.0,-13.1,-21.6,-11.4,-20.6
