,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Gross Profit Margin,47.8%,52.4%,46.0%,53.2%,56.1%,64.5%,57.6%,58.1%,,,61.9%,56.5%,55.5%,62.1%,60.3%,58.8%,52.7%,58.0%,50.7%,54.7%
Operating Margin,35.0%,37.6%,22.8%,34.2%,24.1%,26.1%,42.5%,42.8%,,,47.2%,40.0%,42.1%,46.8%,42.1%,44.4%,39.1%,41.7%,36.3%,40.8%
Net Profit Margin,20.7%,28.0%,20.7%,24.7%,13.2%,27.3%,29.2%,27.1%,,,32.9%,28.2%,28.0%,29.0%,26.7%,28.7%,24.4%,26.4%,25.3%,27.7%
Return on Assets,18.9%,18.9%,9.1%,7.7%,3.2%,7.3%,8.4%,7.4%,,,10.7%,12.2%,8.4%,7.3%,6.0%,6.3%,6.4%,6.3%,6.2%,6.4%
Return on Equity,36.0%,17.7%,12.2%,17.7%,5.7%,15.0%,17.0%,14.9%,,,6.6%,4.9%,4.3%,4.2%,3.6%,4.2%,3.9%,4.1%,4.6%,5.9%
Return on Total Capital,35.9%,17.7%,12.2%,17.7%,4.0%,11.7%,8.2%,7.6%,,,18.7%,17.1%,8.2%,8.3%,7.5%,8.6%,7.6%,8.0%,7.2%,8.2%
SG&A to Sale,12.8%,14.8%,23.2%,16.8%,29.6%,37.4%,13.7%,14.1%,,,15.1%,16.5%,6.8%,15.5%,18.7%,16.0%,7.3%,17.3%,15.9%,15.2%
Depreciation & Amortisation,2.47,3.29,6.36,10.1,16.5,21.6,30.3,44.6,,,9.17,9.87,3.09,10.5,11.9,13.4,12.7,12.7,15.0,14.4
Tax Rate,35.5%,19.0%,5.5%,20.3%,20.9%,13.8%,20.7%,27.9%,,,22.3%,17.9%,21.7%,27.1%,24.6%,25.5%,34.6%,26.7%,20.4%,20.4%
Current Ratio,0.18,0.66,0.32,0.094,0.36,0.55,2.72,1.40,,,0.42,0.66,2.72,1.21,1.35,1.02,1.40,1.50,1.69,1.07
Quick Ratio,0.10,0.39,0.15,0.061,0.31,0.47,1.45,0.81,,,0.34,0.53,1.45,0.63,0.77,0.74,0.81,0.88,0.84,0.74
Days Inventory Outstanding,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,27.9,41.7,45.1,69.9,215.4,267.5,168.6,238.5,,,176.1,175.9,168.6,201.8,289.3,257.2,238.5,240.8,223.5,188.4
Days Payable Outstanding,1.49,1.60,79.4,199.3,122.1,163.5,93.4,76.2,,,47.8,2.37,1.65,189.4,226.9,127.2,148.3,117.8,163.1,112.9
Cash Conversion Cycle,30.2,31.4,-110.8,-211.5,87.7,-31.1,188.9,38.8,,,151.7,175.3,167.6,-199.6,150.7,108.1,96.8,150.2,1.57,202.3
Debt to Asset Ratio,0.56,0.16,0.33,0.69,0.55,0.54,0.56,0.59,,,0.56,0.52,0.56,0.57,0.55,0.54,0.59,0.57,0.66,0.66
Debt to Equity Ratio,1.29,0.19,0.49,2.26,1.24,1.15,1.26,1.44,,,1.27,1.07,1.26,1.41,1.26,1.22,1.44,1.36,1.97,1.94
Interest Coverage Ratio,11.8,11.6,21.4,10.3,3.23,3.28,7.50,5.99,,,9.83,7.06,6.64,6.74,6.19,6.56,4.93,5.54,4.68,4.84
Cash and Short Term Investments,3.88,14.0,20.5,27.9,44.2,111.0,513.4,846.0,,,79.5,89.6,513.4,779.3,908.3,406.0,846.0,930.7,"1,447",503.2
"Total Receivables, Net",24.7,44.9,44.7,93.4,424.4,779.6,626.4,"1,221",,,599.1,621.5,626.4,820.8,"1,232","1,188","1,221","1,330","1,318","1,215"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,43.2,76.7,93.8,144.5,487.9,916.9,"1,171","2,311",,,741.6,771.7,"1,171","1,641","2,320","1,795","2,311","2,481","2,958","1,962"
"Property/Plant/Equipment, Total - Net",5.56,13.4,22.6,37.1,52.2,53.2,86.3,122.5,,,67.7,87.8,86.3,93.8,106.7,110.1,122.5,141.1,147.2,146.1
Total Assets,426.1,739.0,914.2,"2,221","3,741","4,164","5,248","8,363",,,"4,278","4,202","5,248","6,807","7,614","7,379","8,363","8,457","9,634","9,418"
Accounts Payable,0.85,0.79,84.3,165.0,46.2,292.4,1.43,325.3,,,3.00,3.78,1.43,627.8,168.2,310.3,325.3,230.1,637.7,32.1
Accrued Expenses,9.12,13.0,12.3,10.2,20.3,17.3,25.7,56.2,,,36.9,40.0,25.7,54.7,71.1,53.7,56.2,72.4,77.6,80.3
Debt Due,204.8,84.1,192.4,"1,335","1,217","1,303",341.4,744.6,,,"1,647","1,068",341.4,241.5,"1,122","1,008",744.6,744.5,444.6,"1,061"
Total Current Liabilities,238.0,115.8,296.6,"1,536","1,351","1,666",430.6,"1,654",,,"1,757","1,164",430.6,"1,359","1,719","1,767","1,654","1,659","1,750","1,832"
Long Term Debt,0.20,0.074,,,711.3,548.9,"2,479","3,222",,,617.4,992.4,"2,479","2,535","2,437","2,220","3,222","3,155","4,578","4,322"
Total Liabilities,240.1,117.9,299.0,"1,539","2,072","2,228","2,923","4,897",,,"2,390","2,173","2,923","3,910","4,174","4,006","4,897","4,836","6,353","6,179"
Common Stock,120.0,300.0,300.0,300.0,370.0,370.0,380.0,444.0,,,372.0,372.0,380.0,390.9,409.3,444.0,444.0,444.0,444.0,444.0
Additional Paid-In Capital,,212.4,212.4,212.4,"1,093","1,093","1,261","2,334",,,"1,127","1,127","1,261","1,444","1,753","2,334","2,334","2,335","2,335","2,335"
Retained Earnings (Accumulated Deficit),66.5,108.6,102.7,169.3,205.4,436.6,490.7,630.4,,,389.1,387.5,490.7,606.8,538.4,499.0,630.4,775.0,443.9,411.5
Shareholders' Equity,186.0,621.0,615.1,681.7,"1,669","1,936","2,325","3,396",,,"1,888","2,028","2,325","2,769","3,317","3,277","3,396","3,553","3,223","3,188"
Cash from Operating Activities,-40.6,-237.1,3.65,"-1,052","-1,431","-1,485",-704.6,-920.4,,,-138.6,192.6,-516.2,-14.8,-563.1,-6.32,-320.8,152.9,-120.6,"-1,197"
Cash from Investing Activities,-3.83,-17.1,-24.3,-29.4,-39.2,"1,649",153.3,-605.4,,,201.4,-19.6,-10.8,-36.7,-577.0,-54.6,47.7,-11.6,-12.0,90.5
Cash from Financing Activities,43.6,264.4,27.2,"1,089","1,487",-96.5,954.0,"1,706",,,-64.0,-162.7,951.0,282.8,"1,211",-510.4,723.3,-54.7,642.3,137.0
Net Change in Cash,-0.87,10.1,6.56,7.37,16.3,66.9,402.4,181.1,,,-1.15,10.1,423.9,231.0,71.7,-571.8,450.2,86.3,509.2,-969.1
Free Cashflows,-44.7,-254.0,-19.5,"-1,082","-1,471","-1,596",-777.1,"-1,006",,,-156.9,172.9,-533.0,-25.3,-583.4,-33.4,-349.0,118.1,-136.0,"-1,213"
Free Cashflow per Share,-0.074,-0.42,-0.032,-1.80,-1.99,-2.16,-1.02,-1.13,,,-0.21,0.23,-0.70,-0.032,-0.71,-0.038,-0.39,0.13,-0.15,-1.37
