,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Return on Equity,7.1%,11.4%,11.6%,5.8%,3.4%,2.7%,0.8%,1.6%,,,0.3%,-1.3%,-1.4%,0.3%,0.8%,0.4%,0.0%,0.6%,-2.3%,-14.4%
Return on Total Capital,5.6%,8.9%,9.8%,5.2%,2.8%,2.3%,0.6%,1.2%,,,2.4%,0.4%,0.6%,-1.6%,-1.3%,0.1%,1.2%,1.4%,-1.1%,-11.9%
SG&A to Sale,13.6%,14.1%,15.4%,15.9%,18.9%,16.8%,16.6%,17.0%,,,17.8%,18.7%,16.3%,15.8%,15.9%,14.5%,21.4%,15.1%,21.0%,15.6%
Depreciation & Amortisation,121.5,134.0,158.4,165.0,174.4,197.0,186.6,156.0,,,48.1,53.7,28.9,39.7,45.4,43.3,27.6,41.7,42.8,43.2
Tax Rate,27.3%,18.0%,14.3%,24.4%,15.6%,19.4%,102.5%,52.8%,,,25.9%,-13.7%,-9.6%,33.2%,40.1%,50.4%,234.7%,59.1%,-11.7%,0.2%
Current Ratio,1.17,1.18,1.27,1.39,1.47,1.14,1.34,1.35,,,1.39,1.39,1.34,1.37,1.38,1.39,1.35,1.31,1.21,1.20
Quick Ratio,0.73,0.82,0.89,0.83,1.08,0.61,0.79,0.76,,,0.84,0.87,0.79,0.98,0.93,0.95,0.76,0.78,0.70,0.63
Days Inventory Outstanding,29.9,38.5,36.1,38.8,45.1,36.9,41.0,50.7,,,33.6,36.2,42.2,43.2,38.2,40.0,45.0,51.6,64.6,73.3
Days Sale Outstanding,115.1,141.2,137.7,113.1,168.9,111.8,127.7,128.5,,,108.6,109.6,127.7,135.7,141.0,124.5,128.7,146.0,148.3,137.0
Days Payable Outstanding,0.00,0.00,0.00,0.00,0.00,35.2,69.9,77.4,,,0.82,0.00,39.4,71.1,56.7,51.1,55.4,63.8,68.2,73.7
Cash Conversion Cycle,128.1,166.5,171.9,166.3,200.3,93.5,75.0,129.0,,,145.0,142.9,79.1,116.9,123.6,130.2,115.4,122.1,145.8,133.4
Debt to Asset Ratio,0.64,0.64,0.60,0.53,0.54,0.58,0.61,0.60,,,0.55,0.57,0.61,0.59,0.60,0.59,0.60,0.61,0.62,0.67
Debt to Equity Ratio,1.86,1.85,1.56,1.20,1.25,1.44,1.60,1.54,,,1.30,1.33,1.60,1.46,1.54,1.46,1.54,1.63,1.69,2.10
Interest Coverage Ratio,1.28,0.73,0.12,0.40,,,,,,,,,,,0.80,0.34,,0.95,,
Cash and Short Term Investments,992.6,559.1,816.6,"2,274","1,396","2,042","1,903","1,697",,,"1,090",900.5,"1,903","1,051","1,081","1,440","1,697","1,293","1,224","1,300"
"Total Receivables, Net","4,493","5,522","5,673","4,519","5,396","4,237","5,530","4,776",,,"4,239","4,480","5,530","5,642","5,866","4,925","4,776","5,413","5,340","4,891"
Total Inventory,"1,316","1,233","1,277","1,319","1,044","1,334","1,708","1,430",,,"1,086","1,428","1,708","1,385","1,354","1,355","1,430","1,738","2,144","2,542"
Total Current Assets,"7,233","7,874","8,172","8,456","8,258","7,932","9,383","8,453",,,"7,223","7,492","9,383","8,323","8,702","8,182","8,453","9,027","9,282","9,282"
"Property/Plant/Equipment, Total - Net","1,066","1,121","1,248","1,039","1,688","1,823","1,204","1,108",,,"1,799","1,260","1,204","1,185","1,154","1,127","1,108","1,107","1,096","1,071"
Total Assets,"12,194","13,330","13,330","13,765","14,283","15,710","16,210","15,097",,,"14,952","14,835","16,210","15,262","15,277","14,750","15,097","15,664","15,722","15,752"
Accounts Payable,,,,,,"2,270","2,923","1,867",,,,,"2,923","2,171","1,897","1,564","1,867","2,055","2,046","2,660"
Accrued Expenses,181.0,154.0,,193.0,193.0,,65.1,33.7,,,261.0,302.0,65.1,,,,33.7,50.3,31.2,31.4
Debt Due,"2,187","3,443","2,554","2,028","2,340","2,256","1,972","2,018",,,"1,389","1,463","1,972","2,055","1,987","1,938","2,018","2,406","3,239","2,350"
Total Current Liabilities,"6,185","6,700","6,427","6,067","5,608","6,954","6,997","6,284",,,"5,181","5,384","6,997","6,072","6,286","5,880","6,284","6,913","7,664","7,751"
Long Term Debt,"1,129","1,323",954.3,638.2,"1,346","1,357","2,161","2,000",,,"2,313","2,177","2,161","2,145","2,134","2,024","2,000","1,916","1,227","1,913"
Total Liabilities,"7,789","8,528","7,941","7,354","7,690","9,085","9,916","9,097",,,"8,292","8,398","9,916","8,998","9,192","8,680","9,097","9,633","9,814","10,604"
Common Stock,"2,000","2,000","2,100","2,265","2,265","2,265","2,265","2,265",,,"2,265","2,265","2,265","2,265","2,265","2,265","2,265","2,265","2,265","2,265"
Additional Paid-In Capital,,,,503.3,503.3,503.3,503.3,503.3,,,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3,503.3
Retained Earnings (Accumulated Deficit),577.8,946.6,"1,237","1,390","1,381","1,441","1,332","1,246",,,"1,501","1,417","1,332","1,352","1,241","1,266","1,246","1,282","1,145",416.0
Shareholders' Equity,"4,197","4,600","5,076","6,103","6,160","6,295","6,198","5,897",,,"6,371","6,315","6,198","6,171","5,980","5,953","5,897","5,925","5,815","5,057"
Cash from Operating Activities,-734.4,"-1,628",767.1,"1,383","-1,782",935.0,"-1,055",-137.8,,,-138.6,-209.5,126.8,-883.9,124.1,545.1,76.9,-592.3,-328.8,359.7
Cash from Investing Activities,125.7,160.8,"1,037",258.1,436.1,-434.1,994.3,620.7,,,527.2,-159.6,-137.1,474.6,437.3,-527.2,236.0,403.2,-130.3,290.8
Cash from Financing Activities,728.1,"1,049","-1,604",-641.8,322.4,-402.2,329.3,-465.1,,,-59.2,87.2,415.7,38.5,-319.9,-188.6,4.86,272.0,90.3,-233.1
Net Change in Cash,119.4,-418.0,200.3,998.5,"-1,022",98.9,266.3,17.8,,,328.7,-281.8,404.6,-372.5,243.6,-171.1,317.8,82.8,-368.9,417.4
Free Cashflows,-974.9,"-1,822",495.4,"1,269","-1,871",698.8,"-1,181",-219.1,,,-152.6,-250.5,110.0,-900.2,105.8,530.3,45.0,-623.1,-355.8,345.2
Free Cashflow per Share,-0.46,-0.87,0.24,0.56,-0.83,0.31,-0.52,-0.097,,,-0.067,-0.11,0.049,-0.40,0.047,0.23,0.020,-0.28,-0.16,0.15
