,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,3.15,1.44,0.022,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.021,0.021,0.00,0.00,0.00
Debt to Asset Ratio,0.65,0.64,0.57,0.48,0.42,0.42,0.42,0.42,,,0.43,0.39,0.42,0.41,0.42,0.41,0.42,0.42,0.43,0.46
Debt to Equity Ratio,1.84,1.79,1.34,0.92,0.72,0.72,0.71,0.74,,,0.74,0.65,0.71,0.69,0.72,0.68,0.74,0.74,0.76,0.85
Interest Coverage Ratio,192.2,206.6,478.6,747.4,682.2,750.0,764.5,853.8,,,934.2,828.8,614.3,865.9,897.2,"1,058",582.8,936.0,"1,086","1,123"
Cash and Short Term Investments,"1,136","1,557",517.5,304.4,306.7,412.5,399.6,419.6,,,392.6,523.2,399.6,325.5,358.4,216.1,419.6,144.2,395.6,497.6
"Total Receivables, Net","1,781","2,010","2,437","2,413","2,136","2,302","2,401","2,704",,,"1,693","1,659","2,401","2,124","1,947","2,012","2,704","2,295","2,197","2,554"
Total Inventory,,,,,,,,,,,,,,,,,,,,
Total Current Assets,"26,103","26,018","15,603","9,275","7,687","7,824","8,659","9,539",,,"8,042","7,302","8,659","8,952","7,962","7,808","9,539","9,223","9,060","9,262"
"Property/Plant/Equipment, Total - Net",778.6,925.8,"1,016","1,141","1,202","1,158","1,007",814.2,,,"1,091","1,050","1,007",958.8,918.0,869.3,814.2,773.2,755.3,748.4
Total Assets,"51,925","56,826","50,707","53,574","59,251","57,333","60,103","60,620",,,"57,625","61,295","60,103","63,111","56,343","59,963","60,620","61,254","60,199","55,426"
Accounts Payable,,,,,,,,,,,,,,,,,,,,
Accrued Expenses,890.5,"1,137",991.1,919.5,805.5,909.8,980.1,951.5,,,849.2,802.9,980.1,845.8,998.9,834.4,951.5,862.2,"1,315",837.7
Debt Due,146.7,23.0,27.1,23.5,0.00,21.3,21.9,22.0,,,0.00,0.00,21.9,0.00,0.00,0.00,22.0,0.00,0.00,0.00
Total Current Liabilities,"8,353","10,680","11,924","11,919","18,428","18,181","18,730","19,925",,,"18,833","17,279","18,730","19,086","18,083","18,082","19,925","20,180","20,327","20,787"
Long Term Debt,44.1,58.7,42.7,33.1,71.7,47.4,43.1,31.9,,,61.1,66.7,43.1,62.0,60.1,59.5,31.9,48.9,47.5,43.0
Total Liabilities,"33,649","36,447","29,034","25,603","24,795","24,079","24,957","25,745",,,"24,522","24,099","24,957","25,682","23,662","24,353","25,745","25,966","26,025","25,493"
Common Stock,760.5,760.5,760.5,"1,065","1,065","1,065","1,065","1,065",,,"1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065","1,065"
Additional Paid-In Capital,"1,443","1,443","1,443","1,443","1,443","1,443","1,443","1,443",,,"1,443","1,443","1,443","1,443","1,443","1,443","1,443","1,443","1,443","1,443"
Retained Earnings (Accumulated Deficit),"3,844","4,868","5,704","6,542","7,607","8,679","9,588","10,509",,,"9,114","9,453","9,588","10,247","10,039","10,458","10,509","11,091","10,916","11,208"
Shareholders' Equity,"18,276","20,379","21,673","27,971","34,456","33,254","35,145","34,875",,,"33,103","37,196","35,145","37,428","32,682","35,610","34,875","35,287","34,174","29,933"
Cash from Operating Activities,"1,726","-1,300","3,788","4,190","1,631","1,763","1,604","1,578",,,815.1,466.3,226.1,-58.7,906.1,183.3,546.8,-263.2,"1,134",468.1
Cash from Investing Activities,-181.3,"2,634","-3,915","-3,240",-351.4,-299.7,-126.7,-66.9,,,-23.3,-16.4,-30.3,-15.4,-21.5,-6.12,-23.9,-12.2,-30.7,-46.7
Cash from Financing Activities,-912.5,-912.6,-912.6,"-1,164","-1,278","-1,357","-1,491","-1,491",,,-851.7,-319.4,-319.4,,-851.8,-319.4,-319.4,,-851.8,-319.4
Net Change in Cash,632.4,421.3,"-1,039",-213.1,2.28,105.8,-12.9,20.0,,,-60.0,130.5,-123.6,-74.1,32.8,-142.2,203.4,-275.4,251.4,102.0
Free Cashflows,"1,612","-1,593","3,469","3,859","1,346","1,554","1,505","1,528",,,795.2,451.4,208.6,-68.6,886.2,178.4,531.6,-275.5,"1,103",421.3
Free Cashflow per Share,15.1,-15.0,32.6,36.2,12.6,14.6,14.1,14.3,,,7.47,4.24,1.96,-0.64,8.32,1.68,4.99,-2.59,10.4,3.96
