,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Margin,24.7%,24.7%,20.2%,17.5%,16.5%,20.0%,18.7%,14.0%,,,19.7%,19.8%,16.6%,16.1%,13.1%,12.5%,14.2%,13.2%,12.6%,12.8%
Net Profit Margin,14.3%,16.2%,13.3%,11.4%,10.5%,16.5%,16.4%,12.3%,,,16.6%,18.1%,16.3%,14.0%,11.5%,11.3%,12.4%,11.9%,11.1%,10.8%
Return on Assets,9.0%,11.0%,7.7%,6.1%,5.5%,7.8%,7.1%,5.2%,,,8.2%,8.1%,7.0%,6.3%,5.9%,5.6%,5.3%,4.8%,4.7%,4.4%
Return on Equity,23.2%,26.1%,16.8%,12.6%,11.4%,16.7%,16.9%,12.5%,,,4.0%,4.7%,4.1%,3.6%,2.6%,2.9%,3.5%,2.9%,2.7%,2.5%
Return on Total Capital,13.7%,16.3%,11.5%,8.6%,7.4%,10.2%,9.8%,6.5%,,,10.9%,10.5%,9.8%,7.7%,7.4%,6.8%,6.5%,6.0%,6.4%,5.7%
SG&A to Sale,6.3%,7.0%,8.4%,9.1%,8.8%,8.5%,8.4%,9.9%,,,8.0%,8.5%,9.2%,9.7%,11.1%,9.7%,9.4%,10.1%,10.4%,10.0%
Depreciation & Amortisation,652.7,665.5,646.3,639.5,659.7,664.5,709.9,748.2,,,178.9,174.2,179.9,183.8,185.2,187.4,191.9,193.7,203.7,212.6
Tax Rate,28.5%,22.7%,19.9%,20.1%,19.3%,0.6%,-8.8%,-20.9%,,,-1.8%,-12.7%,-29.1%,-12.0%,-38.4%,-30.1%,-13.3%,-24.6%,-27.5%,-39.0%
Current Ratio,0.44,0.56,0.58,0.43,0.47,0.53,0.53,0.70,,,0.67,0.74,0.53,1.17,1.13,0.82,0.70,0.53,0.45,0.55
Quick Ratio,0.16,0.13,0.25,0.14,0.19,0.15,0.10,0.22,,,0.32,0.23,0.10,0.75,0.38,0.18,0.22,0.15,0.15,0.22
Days Inventory Outstanding,40.4,50.7,50.2,38.0,35.1,45.1,53.8,45.5,,,38.3,44.7,51.2,55.0,58.6,59.2,46.2,42.2,46.0,49.7
Days Sale Outstanding,33.8,22.3,27.9,24.5,26.0,26.8,26.2,29.0,,,25.1,28.3,26.2,30.1,25.3,27.1,29.0,28.4,31.0,41.0
Days Payable Outstanding,2.16,0.082,0.072,0.028,0.044,0.067,0.036,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cash Conversion Cycle,71.0,77.8,78.6,66.4,60.6,71.8,80.3,73.7,,,67.2,72.2,79.0,84.2,87.1,86.0,74.4,71.7,76.0,86.7
Debt to Asset Ratio,0.62,0.58,0.53,0.53,0.53,0.57,0.60,0.58,,,0.56,0.59,0.60,0.61,0.58,0.59,0.58,0.59,0.61,0.64
Debt to Equity Ratio,1.61,1.37,1.11,1.15,1.14,1.34,1.48,1.38,,,1.29,1.42,1.48,1.55,1.39,1.45,1.38,1.43,1.58,1.74
Interest Coverage Ratio,5.41,6.66,5.56,5.16,4.66,5.93,5.08,3.60,,,5.51,5.18,4.15,4.47,2.67,3.22,4.23,3.57,3.20,2.53
Cash and Short Term Investments,90.5,158.4,182.0,68.6,113.5,217.7,248.3,110.9,,,278.1,261.5,248.3,636.3,193.6,115.6,110.9,35.3,90.5,128.8
"Total Receivables, Net",208.9,151.4,157.4,126.3,138.0,146.9,149.1,164.1,,,144.5,160.7,149.1,166.1,138.0,148.7,164.1,158.3,176.4,228.9
Total Inventory,214.5,261.0,143.2,145.6,134.0,219.9,230.1,165.4,,,164.3,198.8,230.1,219.4,259.7,236.3,165.4,199.5,208.6,222.9
Total Current Assets,569.7,629.4,551.9,450.8,473.8,719.7,779.8,581.8,,,727.3,806.5,779.8,"1,185",756.0,693.6,581.8,555.8,636.6,691.8
"Property/Plant/Equipment, Total - Net",9.61,10.4,8.24,149.7,148.1,147.2,175.3,177.2,,,147.0,147.2,175.3,176.7,176.7,177.9,177.2,176.6,176.0,175.7
Total Assets,"3,652","3,660","3,415","3,635","3,819","4,640","4,999","4,833",,,"4,496","4,665","4,999","5,321","4,792","4,804","4,833","5,079","5,272","5,493"
Accounts Payable,0.28,0.49,0.085,0.13,0.22,0.30,,,,,,,,,,,,,,
Accrued Expenses,,,1.83,,,,1.83,2.16,,,1.39,0.16,1.83,0.80,1.70,2.07,2.16,1.16,2.29,2.00
Debt Due,"1,028",853.6,783.4,842.6,827.4,"1,279","1,390",580.1,,,894.6,868.9,"1,390",882.4,510.9,635.8,580.1,579.8,"1,171",914.3
Total Current Liabilities,"1,281","1,131",947.7,"1,054","1,014","1,350","1,482",835.7,,,"1,090","1,084","1,482","1,017",670.8,846.3,835.7,"1,047","1,412","1,268"
Long Term Debt,964.0,920.6,747.9,807.9,949.1,"1,244","1,445","1,903",,,"1,377","1,591","1,445","2,158","2,060","1,938","1,903","1,877","1,737","2,132"
Total Liabilities,"2,248","2,111","1,793","1,944","2,033","2,657","2,985","2,805",,,"2,532","2,734","2,985","3,233","2,789","2,844","2,805","2,992","3,230","3,490"
Common Stock,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,,,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Additional Paid-In Capital,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,,,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5,162.5
Retained Earnings (Accumulated Deficit),983.6,"1,125","1,209","1,278","1,374","1,570","1,601","1,615",,,"1,552","1,518","1,601","1,676","1,590","1,547","1,615","1,674","1,629","1,590"
Shareholders' Equity,"1,396","1,538","1,622","1,691","1,787","1,982","2,014","2,027",,,"1,964","1,931","2,014","2,088","2,003","1,960","2,027","2,087","2,042","2,002"
Cash from Operating Activities,983.6,"1,202",907.5,720.5,649.3,-226.4,130.3,533.7,,,112.2,-62.3,-336.7,204.7,182.5,43.5,103.0,-56.6,-254.8,-7.97
Cash from Investing Activities,-23.9,-11.2,-93.0,-87.0,-35.2,-1.09,26.4,-26.7,,,-64.8,109.4,62.8,-601.8,482.7,114.6,-22.1,29.0,-29.9,-22.1
Cash from Financing Activities,"-1,026","-1,123",-870.1,-687.7,-603.8,331.9,-70.6,-665.5,,,-36.1,45.8,352.8,186.1,-625.5,-119.4,-106.6,-27.0,309.8,46.5
Net Change in Cash,-66.5,67.6,-55.6,-54.2,10.3,104.3,86.1,-158.4,,,11.3,92.9,78.8,-211.0,39.7,38.6,-25.7,-54.6,25.2,16.4
Free Cashflows,961.3,"1,184",901.9,573.1,646.9,-228.9,100.5,528.4,,,111.8,-63.0,-365.2,202.7,181.7,41.3,102.7,-57.0,-255.0,-8.60
Free Cashflow per Share,3.85,4.74,3.61,2.29,2.59,-0.92,0.40,2.11,,,0.45,-0.25,-1.46,0.81,0.73,0.17,0.41,-0.23,-1.02,-0.034
