,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Operating Income,51.7,2.52,63.1,0.61,55.2,33.1,-38.6,15.4,,,-14.0,-3.44,-3.24,-6.33,-12.6,9.91,24.5,10.5,-30.6,0.072
Net Income,-56.7,94.0,-8.39,-10.9,39.1,18.2,-34.8,10.8,,,-12.4,-4.02,-2.39,-6.11,-12.0,6.83,22.1,7.32,-27.0,-1.20
EBITDA,85.0,40.5,104.8,42.4,95.9,70.4,-7.01,41.5,,,-5.36,4.67,3.02,1.01,-5.68,16.7,30.7,16.7,-23.6,7.13
Gross Profit Margin,33.9%,28.5%,36.0%,30.7%,32.8%,32.6%,26.0%,30.8%,,,25.0%,26.2%,26.9%,26.4%,27.8%,33.4%,33.5%,34.2%,24.8%,33.1%
Operating Margin,7.4%,0.3%,8.0%,0.1%,6.9%,4.6%,-7.1%,2.4%,,,-12.5%,-2.2%,-2.0%,-4.3%,-10.5%,6.3%,11.7%,6.5%,-19.8%,0.0%
Net Profit Margin,-8.2%,12.3%,-1.1%,-1.8%,4.9%,2.6%,-6.4%,1.7%,,,-11.1%,-2.5%,-1.5%,-4.2%,-10.0%,4.4%,10.5%,4.6%,-17.5%,-0.8%
Return on Assets,-8.0%,12.5%,-1.1%,-1.4%,4.9%,2.3%,-4.7%,1.5%,,,-2.0%,-3.1%,-4.9%,-3.6%,-3.6%,-2.0%,1.4%,3.1%,1.2%,0.2%
Return on Equity,-27.9%,31.6%,-2.1%,-2.8%,8.6%,3.9%,-8.3%,2.4%,,,-2.9%,-0.9%,-0.6%,-1.5%,-3.0%,1.7%,4.8%,1.6%,-6.1%,-0.3%
Return on Total Capital,-19.0%,27.0%,-2.0%,-2.7%,8.5%,3.9%,-8.2%,2.3%,,,-3.2%,-5.1%,-8.2%,-6.0%,-6.1%,-3.3%,2.3%,5.0%,2.0%,0.3%
SG&A to Sale,26.5%,28.2%,24.5%,30.3%,24.6%,27.9%,33.0%,28.3%,,,37.5%,28.4%,28.9%,30.8%,38.4%,27.1%,21.8%,27.6%,44.5%,33.1%
Depreciation & Amortisation,33.3,38.0,41.6,41.8,40.7,37.4,31.6,26.1,,,8.61,8.11,6.26,7.33,6.94,6.76,6.20,6.24,7.00,7.05
Tax Rate,0.0%,-5.6%,204.6%,9.4%,23.0%,29.2%,22.1%,9.2%,,,21.6%,25.3%,30.2%,25.8%,17.0%,16.4%,16.5%,13.1%,17.5%,40.8%
Current Ratio,0.71,0.79,1.16,1.01,1.19,1.60,1.48,1.56,,,1.55,1.41,1.48,1.51,1.47,1.44,1.56,1.59,1.51,1.44
Quick Ratio,0.29,0.44,0.73,0.52,0.56,0.80,0.75,0.86,,,0.77,0.74,0.75,0.83,0.74,0.67,0.86,0.84,0.76,0.67
Days Inventory Outstanding,88.2,73.5,88.4,115.8,102.7,101.1,104.0,98.2,,,114.9,109.6,107.3,94.2,99.4,115.6,108.6,105.7,107.2,124.1
Days Sale Outstanding,56.7,88.6,65.7,81.7,51.3,46.0,47.9,67.7,,,33.4,53.9,47.9,49.5,39.4,45.7,67.7,61.8,48.7,44.7
Days Payable Outstanding,92.8,63.9,50.4,62.8,53.6,51.9,56.9,58.1,,,0.00,0.00,27.4,26.1,0.32,0.33,32.9,33.1,0.38,0.28
Cash Conversion Cycle,66.9,91.5,122.0,125.9,112.2,103.4,103.7,88.1,,,149.1,154.0,106.9,141.9,143.8,158.4,98.9,169.7,161.0,171.1
Debt to Asset Ratio,0.71,0.63,0.50,0.52,0.43,0.39,0.40,0.42,,,0.38,0.41,0.40,0.39,0.40,0.43,0.42,0.41,0.44,0.45
Debt to Equity Ratio,2.47,1.69,0.99,1.09,0.75,0.65,0.67,0.72,,,0.61,0.71,0.67,0.65,0.68,0.76,0.72,0.70,0.77,0.82
Interest Coverage Ratio,3.13,0.16,4.55,0.045,4.62,3.49,,2.03,,,,,,,,5.66,11.7,5.04,,0.034
Cash and Short Term Investments,48.5,7.07,114.8,75.0,76.7,185.6,149.1,141.3,,,136.7,137.9,149.1,134.6,128.6,150.7,141.3,139.1,138.4,129.9
"Total Receivables, Net",108.0,185.2,142.7,138.1,112.1,89.8,71.9,117.3,,,56.8,89.5,71.9,78.8,63.5,73.2,117.3,109.5,91.0,82.9
Total Inventory,91.4,128.1,117.4,153.8,147.9,118.3,112.8,122.6,,,133.2,125.6,112.8,108.4,126.3,137.8,122.6,129.8,143.9,171.0
Total Current Assets,267.8,331.7,382.9,373.7,342.4,399.0,341.2,395.6,,,333.7,358.3,341.2,326.6,323.4,369.2,395.6,398.9,384.0,394.8
"Property/Plant/Equipment, Total - Net",297.3,319.9,313.3,284.4,294.7,273.7,259.0,296.6,,,264.5,264.8,259.0,253.5,249.2,251.6,296.6,296.4,299.4,307.8
Total Assets,705.3,800.5,792.1,809.7,793.5,765.5,702.4,789.9,,,694.4,727.6,702.4,683.2,676.7,722.6,789.9,793.2,781.1,800.2
Accounts Payable,111.4,79.5,60.6,86.5,71.0,65.7,60.9,78.5,,,,,60.9,0.37,0.39,0.38,78.5,0.60,0.36,0.36
Accrued Expenses,11.9,19.5,9.98,9.45,7.94,6.00,4.98,5.19,,,,,4.98,,,,5.19,,,
Debt Due,227.1,295.0,232.7,235.8,179.1,148.1,139.1,140.6,,,138.3,162.5,139.1,137.3,120.9,145.7,140.6,140.4,145.4,144.1
Total Current Liabilities,378.3,420.3,331.5,370.4,288.1,248.6,229.8,253.8,,,215.7,254.8,229.8,215.7,219.5,256.8,253.8,250.4,254.1,274.9
Long Term Debt,94.6,51.4,31.8,18.1,4.70,3.25,1.57,19.3,,,2.18,1.82,1.57,1.33,1.24,1.16,19.3,16.2,13.6,11.0
Total Liabilities,501.8,503.4,394.9,422.7,338.8,302.3,281.1,330.3,,,264.2,301.5,281.1,267.9,273.3,312.1,330.3,326.3,340.8,360.8
Common Stock,100.0,100.0,200.0,200.0,200.0,200.0,200.0,200.0,,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Additional Paid-In Capital,,,,,,,,,,,,,,,,,,,,
Retained Earnings (Accumulated Deficit),87.1,187.8,177.5,166.6,204.2,212.4,170.0,180.8,,,179.0,175.0,170.0,163.9,151.8,158.7,180.8,188.1,161.1,159.9
Shareholders' Equity,203.5,297.1,397.2,387.0,454.7,463.2,421.3,459.5,,,430.2,426.1,421.3,415.3,403.4,410.5,459.5,467.0,440.3,439.4
Cash from Operating Activities,44.0,20.6,106.9,37.1,87.6,100.9,0.76,-4.61,,,-10.3,-7.28,29.1,-12.1,11.3,5.59,-9.37,3.66,2.83,17.9
Cash from Investing Activities,-104.0,-91.6,-113.2,-16.5,-8.80,-5.68,-12.7,-23.4,,,-5.51,-5.79,5.63,-0.47,-1.10,-8.34,-13.4,-2.60,-6.48,-22.7
Cash from Financing Activities,62.2,29.6,13.2,-13.6,-73.4,-44.2,-15.7,19.3,,,6.84,23.8,-23.7,-2.05,-16.4,24.6,13.1,-3.30,2.40,-3.95
Net Change in Cash,2.16,-41.4,6.92,6.94,5.42,51.0,-27.7,-8.71,,,-8.93,10.7,11.1,-14.6,-6.22,21.9,-9.74,-2.24,-1.25,-8.83
Free Cashflows,-36.0,-55.0,90.2,27.8,76.2,89.5,-11.3,-28.7,,,-15.5,-14.4,29.7,-12.7,9.64,-2.80,-22.8,1.06,-3.82,-5.50
Free Cashflow per Share,-3.60,-5.50,4.51,1.39,3.81,4.47,-0.56,-1.43,,,-0.77,-0.72,1.49,-0.63,0.48,-0.14,-1.14,0.053,-0.19,-0.27
