,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Current Ratio,2.90,2.45,6.02,1.64,4.98,2.54,1.09,0.43,,,0.69,0.70,1.09,0.75,0.63,0.65,0.43,0.44,0.65,0.65
Quick Ratio,1.52,1.06,0.82,0.42,0.24,0.56,0.35,0.23,,,0.33,0.32,0.35,0.41,0.34,0.35,0.23,0.20,0.32,0.29
Days Inventory Outstanding,16.5,24.5,10.0,1.34,1.89,1.14,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Days Sale Outstanding,84.3,87.2,70.6,71.6,44.3,35.2,63.8,70.6,,,86.8,82.6,63.8,59.4,56.5,59.0,70.9,60.9,57.8,61.8
Days Payable Outstanding,46.6,37.1,28.9,16.1,7.03,9.40,8.11,10.5,,,22.5,13.8,9.57,10.9,11.7,11.4,10.1,10.4,11.4,11.2
Cash Conversion Cycle,89.5,75.8,67.0,67.7,42.9,31.7,33.7,53.6,,,60.3,71.2,58.8,51.6,47.1,50.0,55.1,54.6,47.3,49.9
Debt to Asset Ratio,0.15,0.18,0.14,0.15,0.40,0.40,0.44,0.41,,,0.47,0.47,0.44,0.43,0.43,0.41,0.41,0.39,0.42,0.43
Debt to Equity Ratio,0.18,0.22,0.17,0.19,0.69,0.67,0.79,0.70,,,0.90,0.89,0.79,0.75,0.76,0.72,0.70,0.66,0.73,0.76
Interest Coverage Ratio,0.96,2.01,8.44,3.03,4.05,3.83,2.58,4.11,,,2.76,3.19,1.56,3.54,4.15,4.34,4.43,4.26,4.06,4.05
Cash and Short Term Investments,11.6,74.6,456.9,189.4,"1,341",809.7,279.1,44.4,,,409.5,350.8,279.1,110.8,102.5,105.3,44.4,31.1,184.8,95.4
"Total Receivables, Net",85.6,96.2,78.8,82.1,70.9,59.5,166.6,210.0,,,167.6,183.9,166.6,165.1,161.6,171.4,210.0,187.7,182.4,196.7
Total Inventory,17.0,10.7,0.41,0.92,1.19,,,,,,,,,,,,,,,
Total Current Assets,163.7,222.6,576.8,318.8,"1,461",950.6,554.5,394.6,,,737.3,671.0,554.5,394.9,391.8,416.4,394.6,409.8,579.7,449.9
"Property/Plant/Equipment, Total - Net",234.8,308.4,370.9,360.3,314.8,342.2,"1,071","1,156",,,690.8,805.5,"1,071","1,140","1,192","1,181","1,156","1,152","1,223","1,260"
Total Assets,956.8,"1,125","1,547","4,069","5,621","5,432","6,686","6,862",,,"6,431","6,548","6,686","6,674","6,682","6,722","6,862","6,916","7,182","7,479"
Accounts Payable,23.0,19.0,13.0,3.04,4.82,5.01,13.5,14.2,,,16.8,8.41,13.5,13.9,16.7,13.6,14.2,15.6,17.7,15.5
Accrued Expenses,14.4,20.4,10.7,26.1,28.9,13.7,33.8,55.7,,,31.4,33.0,33.8,43.3,47.0,56.1,55.7,61.8,78.7,77.2
Debt Due,7.40,39.7,51.8,41.3,194.8,277.2,395.5,799.7,,,931.7,824.0,395.5,388.5,480.6,507.3,799.7,793.6,740.1,550.7
Total Current Liabilities,56.4,91.0,95.9,194.3,293.4,373.9,510.0,913.0,,,"1,066",963.6,510.0,524.2,622.2,642.0,913.0,921.4,890.1,687.3
Long Term Debt,65.2,85.0,95.7,171.4,"1,640","1,445","1,845","1,309",,,"1,538","1,625","1,845","1,756","1,661","1,565","1,309","1,212","1,502","1,899"
Total Liabilities,142.0,198.4,213.4,599.1,"2,234","2,163","2,923","2,803",,,"3,016","3,052","2,923","2,840","2,847","2,776","2,803","2,717","2,993","3,197"
Common Stock,898.9,898.9,898.9,"2,297","2,297","2,297","2,297","2,297",,,"2,297","2,297","2,297","2,297","2,297","2,297","2,297","2,297","2,297","2,297"
Additional Paid-In Capital,27.1,27.1,27.1,312.8,312.8,312.8,312.8,312.8,,,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8,312.8
Retained Earnings (Accumulated Deficit),-100.0,11.3,139.6,313.0,518.3,616.2,"1,058","1,404",,,732.4,796.5,"1,058","1,174","1,192","1,264","1,404","1,467","1,478","1,564"
Shareholders' Equity,810.3,921.6,"1,224","3,080","3,221","3,224","3,691","3,989",,,"3,347","3,426","3,691","3,769","3,769","3,879","3,989","4,127","4,127","4,218"
Cash from Operating Activities,62.2,114.1,123.0,-137.9,252.7,241.4,341.9,305.0,,,-40.3,181.0,177.5,81.1,72.0,84.2,67.7,124.6,83.6,106.5
Cash from Investing Activities,-71.8,-103.7,236.9,-254.5,-636.3,-595.1,-996.2,-348.6,,,-56.2,-171.8,76.2,-191.4,-31.7,-12.3,-113.3,-72.3,-163.0,-297.4
Cash from Financing Activities,-6.21,52.2,22.7,124.8,"1,535",-325.0,258.2,-179.0,,,121.3,-14.8,-204.6,-96.0,-48.9,-69.6,35.4,-65.6,133.5,201.4
Net Change in Cash,-15.8,62.6,382.6,-267.5,"1,151",-681.1,-392.9,-222.7,,,28.7,-2.04,43.3,-206.2,-8.61,2.35,-10.2,-13.3,54.1,10.5
Free Cashflows,41.0,-17.9,-50.1,-230.9,239.6,197.5,-6.84,76.4,,,-92.0,35.2,49.0,-6.49,-4.73,50.1,37.6,100.2,5.73,42.2
Free Cashflow per Share,0.023,-0.010,-0.028,-0.050,0.052,0.044,-0.002,0.017,,,-0.020,0.008,0.011,-0.001,-0.001,0.011,0.008,0.022,0.001,0.009
