,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
"Selling/General/Administrative Expenses, Total",89.2,96.5,93.9,105.3,120.0,108.2,109.1,113.6,,,28.0,26.0,24.9,27.8,32.1,26.5,27.2,26.1,23.4,23.9
Operating Income,148.5,220.9,232.8,220.7,192.4,220.9,152.9,168.9,,,15.1,54.2,45.6,63.4,36.4,41.3,27.9,37.6,46.1,69.7
Net Income,101.7,172.8,190.5,181.7,160.2,182.5,127.9,140.7,,,12.3,43.3,41.7,50.7,29.4,33.2,27.4,30.0,37.0,56.1
EBITDA,194.7,267.7,282.5,271.2,248.1,280.4,211.0,226.0,,,30.0,69.0,59.0,78.2,51.0,56.8,42.1,51.7,60.5,84.4
Gross Profit Margin,21.6%,24.6%,23.4%,21.3%,20.3%,20.1%,16.2%,16.5%,,,11.7%,18.6%,16.1%,22.0%,16.9%,15.5%,11.6%,15.3%,16.1%,20.4%
Operating Margin,13.6%,17.2%,16.8%,14.6%,12.7%,13.7%,9.7%,10.2%,,,4.1%,12.6%,11.7%,15.3%,9.0%,9.5%,6.9%,9.0%,10.7%,15.2%
Net Profit Margin,9.3%,13.5%,13.7%,12.0%,10.5%,11.3%,8.1%,8.5%,,,3.3%,10.1%,10.7%,12.2%,7.3%,7.6%,6.8%,7.2%,8.6%,12.2%
Return on Assets,10.1%,15.6%,15.3%,13.2%,10.7%,11.2%,7.4%,7.8%,,,8.1%,7.2%,7.4%,8.3%,9.3%,8.7%,7.7%,6.5%,6.9%,8.1%
Return on Equity,11.7%,17.1%,16.9%,14.7%,12.0%,12.7%,8.8%,9.1%,,,0.9%,3.1%,2.9%,3.3%,2.0%,2.2%,1.8%,1.9%,2.4%,3.5%
Return on Total Capital,11.7%,17.1%,16.9%,14.7%,12.0%,12.7%,8.8%,9.1%,,,9.9%,8.5%,8.8%,9.7%,11.1%,10.2%,9.1%,7.6%,8.2%,9.4%
SG&A to Sale,8.2%,7.5%,6.8%,6.9%,7.9%,6.7%,6.9%,6.9%,,,7.6%,6.0%,6.4%,6.7%,7.9%,6.1%,6.8%,6.3%,5.4%,5.2%
Depreciation & Amortisation,46.2,46.9,49.6,50.5,55.7,59.6,58.1,57.1,,,14.9,14.9,13.5,14.8,14.6,15.5,14.3,14.1,14.4,14.7
Tax Rate,30.6%,22.8%,19.7%,19.7%,19.6%,19.5%,19.3%,19.4%,,,18.4%,20.0%,18.4%,20.0%,19.2%,19.6%,18.2%,20.1%,19.6%,19.5%
Current Ratio,1.82,2.50,3.25,3.37,3.52,3.15,3.23,3.75,,,3.15,3.12,3.23,3.76,3.70,3.76,3.75,4.40,4.30,4.50
Quick Ratio,0.56,0.61,0.68,1.56,2.06,2.11,1.09,0.73,,,1.85,1.18,1.09,0.85,0.83,0.84,0.73,0.99,1.06,1.12
Days Inventory Outstanding,12.1,12.0,10.7,9.89,10.2,9.93,11.1,12.2,,,11.4,10.5,11.7,13.4,14.4,13.5,12.6,11.7,10.9,11.4
Days Sale Outstanding,25.5,24.3,24.6,33.8,29.4,35.0,37.2,36.7,,,41.7,40.4,37.2,41.5,38.2,40.3,36.7,42.8,43.4,47.0
Days Payable Outstanding,23.8,23.3,21.1,19.6,20.0,20.1,20.9,19.9,,,18.5,19.8,21.5,21.2,20.0,18.3,18.8,18.6,18.0,19.6
Cash Conversion Cycle,10.6,12.0,13.4,18.2,22.1,20.6,27.2,28.8,,,33.6,30.6,30.1,31.4,35.6,35.1,31.6,34.2,35.7,36.4
Debt to Asset Ratio,0.16,0.15,0.13,0.15,0.14,0.17,0.17,0.16,,,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.15,0.15
Debt to Equity Ratio,0.18,0.18,0.15,0.17,0.17,0.20,0.21,0.19,,,0.19,0.21,0.21,0.18,0.18,0.19,0.19,0.17,0.18,0.18
Interest Coverage Ratio,45.6,,,,,,,,,,,,,,,,,,,
Cash and Short Term Investments,123.2,227.9,316.4,388.0,420.1,516.5,567.6,642.4,,,425.2,507.4,567.6,569.4,538.8,577.5,642.4,620.4,609.3,653.1
"Total Receivables, Net",76.0,85.2,93.7,140.5,122.4,154.5,160.0,166.5,,,180.2,174.7,160.0,182.6,171.8,181.8,166.5,194.4,200.2,220.1
Total Inventory,32.4,31.1,31.2,33.4,34.6,35.4,45.0,47.6,,,37.3,39.3,45.0,52.8,52.9,47.6,47.6,42.7,43.1,46.4
Total Current Assets,246.3,346.9,444.8,564.7,585.8,712.7,775.8,860.2,,,648.4,725.9,775.8,809.2,766.8,811.0,860.2,861.9,856.8,924.0
"Property/Plant/Equipment, Total - Net",716.5,738.9,755.0,750.8,781.7,804.4,781.7,757.6,,,797.5,790.3,781.7,771.0,768.3,764.4,757.6,755.2,752.1,751.3
Total Assets,"1,026","1,188","1,299","1,454","1,552","1,719","1,757","1,850",,,"1,625","1,705","1,757","1,801","1,768","1,812","1,850","1,849","1,835","1,889"
Accounts Payable,61.9,61.5,61.7,66.4,66.7,74.8,76.0,75.1,,,65.2,78.9,76.0,78.3,68.6,67.4,75.1,68.7,73.3,80.8
Accrued Expenses,35.3,42.7,45.1,67.4,73.3,111.0,116.7,117.3,,,97.9,113.5,116.7,81.5,96.1,109.0,117.3,85.8,81.3,87.2
Debt Due,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Total Current Liabilities,135.1,138.9,136.9,167.5,166.4,226.1,240.2,229.6,,,206.0,232.6,240.2,215.5,207.5,215.8,229.6,195.9,199.2,205.3
Long Term Debt,,,,,,,,,,,,,,,,,,,,
Total Liabilities,159.1,180.0,173.4,214.3,222.1,285.6,300.8,298.7,,,262.5,292.3,300.8,280.7,276.0,285.5,298.7,265.3,281.7,287.6
Common Stock,125.0,125.0,149.9,149.9,149.9,149.9,149.9,149.9,,,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9,149.9
Additional Paid-In Capital,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
Retained Earnings (Accumulated Deficit),616.0,750.2,841.1,926.0,989.0,"1,089","1,123","1,197",,,"1,038","1,081","1,123","1,173","1,137","1,170","1,197","1,229","1,194","1,250"
Shareholders' Equity,866.9,"1,008","1,126","1,240","1,330","1,434","1,456","1,551",,,"1,362","1,412","1,456","1,521","1,492","1,527","1,551","1,583","1,554","1,601"
Cash from Operating Activities,174.9,215.7,227.8,211.2,222.8,267.1,191.2,173.3,,,19.6,92.6,72.7,8.68,43.9,48.8,72.0,-12.2,56.9,57.0
Cash from Investing Activities,-30.8,-67.3,-114.9,-214.7,-92.7,-191.9,176.7,68.2,,,59.5,90.1,-13.1,94.1,-8.71,-10.1,-7.06,-9.89,-6.21,-13.9
Cash from Financing Activities,-120.8,-43.6,-74.7,-95.7,-97.1,-82.2,-94.2,-65.8,,,-94.2,0.00,0.000,,-65.8,0.00,0.000,,-71.8,0.00
Net Change in Cash,23.2,104.7,38.2,-99.2,33.0,-7.02,273.7,175.8,,,-15.0,182.6,59.7,102.7,-30.6,38.8,64.9,-22.1,-21.1,43.1
Free Cashflows,174.9,215.7,159.2,211.2,222.8,267.1,191.2,173.3,,,-5.08,82.6,107.4,8.68,30.8,41.0,92.8,-12.2,36.1,39.4
Free Cashflow per Share,1.17,1.44,1.06,1.41,1.49,1.78,1.28,1.16,,,-0.034,0.55,0.72,0.058,0.21,0.27,0.62,-0.081,0.24,0.26
