,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2017-6,2017-9,2017-12,2018-3,2018-6,2018-9,2018-12,2019-3,2019-6,2019-9
Cash Conversion Cycle,158.4,149.9,145.4,133.6,177.8,214.4,201.0,165.5,,,268.3,258.4,203.7,168.2,157.7,190.0,199.9,181.5,199.8,208.6
Debt to Asset Ratio,0.17,0.15,0.22,0.30,0.36,0.42,0.48,0.62,,,0.45,0.43,0.48,0.51,0.59,0.61,0.62,0.63,0.62,0.59
Debt to Equity Ratio,0.20,0.17,0.28,0.44,0.55,0.72,0.92,1.60,,,0.81,0.75,0.92,1.05,1.43,1.54,1.60,1.71,1.61,1.44
Interest Coverage Ratio,27.8,10.2,19.6,14.7,6.34,0.78,,0.76,,,10.8,,,,2.49,1.05,0.92,,,
Cash and Short Term Investments,52.5,137.0,87.4,69.2,19.0,51.2,125.2,145.6,,,92.8,103.0,125.2,108.2,254.7,175.5,145.6,185.9,77.1,72.7
"Total Receivables, Net",89.3,109.5,92.0,117.7,117.1,166.8,247.1,487.3,,,274.2,215.5,247.1,275.0,386.6,518.0,487.3,421.7,502.2,320.0
Total Inventory,746.9,610.4,754.4,967.6,"1,055","1,267","1,023","1,130",,,"1,331","1,253","1,023","1,105","1,181","1,259","1,130","1,391","1,233","1,215"
Total Current Assets,888.8,858.3,936.1,"1,156","1,197","1,491","1,413","1,983",,,"1,705","1,586","1,413","1,495","1,845","1,960","1,983","2,007","1,820","1,615"
"Property/Plant/Equipment, Total - Net",155.6,140.2,128.1,124.3,148.0,318.0,458.4,631.0,,,331.4,368.2,458.4,502.7,554.1,596.9,631.0,644.5,653.5,646.6
Total Assets,"1,159","1,144","1,274","1,471","1,544","2,016","2,067","2,819",,,"2,238","2,140","2,067","2,198","2,607","2,759","2,819","2,862","2,681","2,471"
Accounts Payable,109.7,119.4,125.3,202.9,97.1,100.2,163.4,265.3,,,188.1,185.7,163.4,315.0,454.0,319.1,265.3,381.2,301.6,230.5
Accrued Expenses,14.1,14.1,14.3,15.5,19.3,32.7,42.3,67.7,,,32.4,42.9,42.3,35.0,48.2,67.3,67.7,56.4,61.2,68.2
Debt Due,28.1,0.00,99.9,172.4,378.8,608.5,666.0,"1,232",,,671.7,587.1,666.0,637.0,797.4,"1,099","1,232","1,162","1,100",965.2
Total Current Liabilities,171.5,146.5,252.9,410.1,508.1,784.5,910.0,"1,612",,,944.1,860.6,910.0,"1,044","1,421","1,549","1,612","1,657","1,515","1,325"
Long Term Debt,,,1.00,1.03,3.38,5.99,34.0,66.2,,,1.56,3.99,34.0,33.6,62.9,72.2,66.2,92.3,83.2,75.4
Total Liabilities,192.7,170.2,280.4,446.3,549.4,844.9,991.9,"1,734",,,999.5,920.0,991.9,"1,127","1,535","1,674","1,734","1,806","1,654","1,459"
Common Stock,264.0,264.0,264.0,264.0,264.0,264.0,418.9,439.8,,,418.9,418.9,418.9,418.9,439.8,439.8,439.8,439.8,439.8,439.8
Additional Paid-In Capital,198.0,198.0,198.0,198.0,198.0,198.0,574.1,574.1,,,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1,574.1
Retained Earnings (Accumulated Deficit),504.6,512.1,531.8,563.2,532.4,468.8,324.5,313.2,,,536.3,518.4,324.5,368.9,300.5,314.3,313.2,285.4,254.8,240.8
Shareholders' Equity,966.6,974.1,993.8,"1,025",994.4,"1,171","1,075","1,085",,,"1,238","1,220","1,075","1,071","1,072","1,086","1,085","1,057","1,026","1,012"
Cash from Operating Activities,50.6,192.7,-26.3,-33.0,-128.6,88.4,117.6,-305.1,,,-83.1,113.1,-7.25,69.1,61.3,-332.1,-103.3,123.1,-8.52,171.8
Cash from Investing Activities,-5.14,-39.2,-52.0,13.2,-48.4,14.4,-130.5,-213.3,,,-10.8,-10.2,-95.7,-39.1,-67.5,-70.3,-36.3,-33.4,-17.4,-12.2
Cash from Financing Activities,-67.5,-83.3,47.3,11.1,126.5,-91.4,70.9,554.2,,,98.4,-92.8,109.5,-46.9,152.7,323.0,125.3,-49.2,-82.4,-164.8
Net Change in Cash,-21.7,70.4,-29.6,-8.25,-50.1,11.5,58.0,36.5,,,4.70,10.1,6.22,-17.0,146.5,-79.2,-13.9,40.3,-108.8,-4.47
Free Cashflows,44.2,186.1,-30.8,-36.3,-161.9,68.1,-48.8,-540.2,,,-95.7,70.5,-103.1,25.6,-6.54,-403.2,-156.0,91.0,-25.8,159.7
Free Cashflow per Share,0.16,0.67,-0.11,-0.13,-0.58,0.25,-0.11,-1.23,,,-0.22,0.16,-0.23,0.058,-0.015,-0.92,-0.35,0.21,-0.059,0.36
